point_id,metro,state,lat,lon,osmid,street_count,tile_x,tile_y,image_id_0,image_id_90,image_id_180,image_id_270,dist_m_0,dist_m_90,dist_m_180,dist_m_270,compass_angle_0,compass_angle_90,compass_angle_180,compass_angle_270
27,Minneapolis,MN,45.0456518,-93.1064916,6568144479,3,3954,5890,186817289965625,3762519787180591,739649066687838,305876494439836,16.569,3.51,1.381,29.794,26.611,105.984,174.079,269.417
28,Minneapolis,MN,45.0458723,-93.1060756,6568147992,3,3954,5890,154733396601268,878318412721459,292558765864770,4150086351704917,2.387,26.313,34.65,4.027,350.144,69.661,178.469,302.534
29,Minneapolis,MN,45.0459243,-93.1064231,7814419590,3,3954,5890,379143283349080,481366146308224,531864151321699,305876494439836,30.107,29.383,4.195,6.243,355.747,99.24,206.028,269.417
30,Minneapolis,MN,45.0467993,-93.1061958,6568148019,3,3954,5890,149675577125631,316917749948818,160039702793443,1938041076347804,15.745,12.208,22.133,23.618,6.45,87.593,171.184,267.948
31,Minneapolis,MN,45.0468002,-93.1064885,6568148025,3,3954,5890,149675577125631,299563484992109,155480296539209,4050490185039224,7.568,14.403,3.657,28.508,6.45,76.088,159.427,275.512
32,Minneapolis,MN,45.04684,-93.1061425,6568148027,3,3954,5890,149675577125631,316917749948818,160039702793443,1938041076347804,20.799,8.378,28.043,19.207,6.45,87.593,171.184,267.948
33,Minneapolis,MN,45.0468412,-93.1065413,6568148024,3,3954,5890,149675577125631,838649200391500,1410277026000102,783858379190189,13.147,7.483,3.732,23.522,6.45,119.752,157.282,253.647
34,Minneapolis,MN,45.0469996,-93.1061232,6568148030,3,3954,5890,392614521827680,1132164363920039,913651562747737,168482965194765,18.065,10.15,34.029,1.906,356.2,87.829,201.431,267.651
35,Minneapolis,MN,45.0470461,-93.106166,6568148031,3,3954,5890,392614521827680,316917749948818,1415089722159547,1938041076347804,14.229,15.339,30.468,3.946,356.2,87.593,194.213,267.948
36,Minneapolis,MN,45.0470471,-93.1065154,6568148016,3,3954,5890,392614521827680,816942349230482,913651562747737,1153999068412339,13.292,20.871,11.227,5.464,356.2,95.135,201.431,238.169
37,Minneapolis,MN,45.0470803,-93.1064546,6568148015,3,3954,5890,392614521827680,299563484992109,913651562747737,4050490185039224,9.707,23.588,8.373,15.562,356.2,76.088,201.431,275.512
38,Minneapolis,MN,45.0498692,-93.1150079,314795151,3,3954,5890,141719211905068,3489710167797357,3489710167797357,141719211905068,23.836,13.411,13.411,23.836,316.0,135.383,135.383,316.0
39,Minneapolis,MN,45.0472449,-93.064918,10672277208,3,3956,5890,772361005272888,1891545415574888,2157480164761518,1134163908853618,9.979,19.113,30.673,17.9,335.362,36.913,220.068,264.949
40,Minneapolis,MN,45.0473482,-93.0646384,10672277206,3,3956,5890,772361005272888,3230863297068854,2157480164761518,1134163908853618,17.106,22.711,8.217,7.053,335.362,58.321,220.068,264.949
41,Minneapolis,MN,45.0475645,-93.061814,5967794366,3,3956,5890,1772572706712106,1348611996683476,537688502734660,1306691264404431,5.842,33.494,8.147,14.146,317.158,89.114,200.228,268.847
42,Minneapolis,MN,45.0477795,-93.0642449,2167490554,3,3956,5890,1095977775414833,1095977775414833,2265845450542678,3339376296219889,2.791,2.791,23.321,26.213,59.425,59.425,160.248,262.6
43,Minneapolis,MN,45.0477844,-93.0616102,5967794369,3,3956,5890,750071687804742,1270123457547984,1340736227525140,1340736227525140,32.7,27.705,4.442,4.442,0.338,85.627,219.947,219.947
44,Minneapolis,MN,45.0478303,-93.0636744,8267539750,3,3956,5890,3716542365315352,1058152182969495,1419555449333750,652305364574483,13.621,12.772,1.653,24.512,355.249,86.827,163.616,240.791
45,Minneapolis,MN,45.0501976,-93.0453466,7463882609,4,3957,5890,1505149314070956,1881384696113846,844657461442106,4339668512985354,32.52,33.389,29.64,31.876,10.379,65.194,182.697,252.167
46,Minneapolis,MN,45.0503252,-93.0453464,187858823,4,3957,5890,1505149314070956,1620098308975884,844657461442106,694526293241873,19.573,26.27,15.482,19.235,10.379,92.252,182.697,245.754
47,Minneapolis,MN,45.0371325,-93.3188283,5795540694,4,3944,5891,1324084952287128,1508126170328127,855173583862052,25045688241726499,8.365,1.879,32.357,11.182,338.323,85.333,229.666,279.638
48,Minneapolis,MN,45.037412,-93.3180903,12766716099,3,3944,5891,2086475418823270,857095867260113,1167325692156505,2264391413974301,19.686,5.822,27.019,19.034,346.746,93.115,228.509,273.0
49,Minneapolis,MN,45.0313687,-93.2887553,8032877647,3,3946,5891,4234631423448757,614458384791549,2929073470611478,1432227327929325,21.21,29.625,9.854,30.087,353.642,91.56,179.489,265.069
50,Minneapolis,MN,45.0354206,-93.275769,33372707,3,3946,5891,1061366324512878,624770345505754,512333803994466,509205941007715,2.035,27.97,20.406,26.691,7.615,70.516,186.829,270.0
51,Minneapolis,MN,45.0357691,-93.1967451,13673843987,4,3950,5891,465701194688350,2877491535802464,798963567680907,2561845707445003,12.892,13.097,20.601,31.911,46.847,96.545,173.283,210.493
52,Minneapolis,MN,45.0357693,-93.1968324,1443368632,3,3950,5891,465701194688350,844735316118990,798963567680907,2561845707445003,13.228,12.731,18.606,31.12,46.847,96.545,173.283,210.493
53,Minneapolis,MN,45.0334645,-93.1656403,187880055,3,3951,5891,853585781899252,197776615504377,4151598354900740,4151598354900740,20.641,25.344,3.389,3.389,28.0,30.47,213.19,213.19
54,Minneapolis,MN,45.0362026,-93.162539,187908850,3,3952,5891,318355759685718,318355759685718,776502459734865,776502459734865,20.452,20.452,6.059,6.059,40.5,40.5,220.44,220.44
55,Minneapolis,MN,45.0277432,-93.1376612,187855411,3,3953,5891,358934792376494,358934792376494,1268950566877707,1268950566877707,3.16,3.16,30.022,30.022,41.56,41.56,221.74,221.74
56,Minneapolis,MN,45.028517,-93.1367281,187863563,3,3953,5891,426201918746364,139758491644635,898067567465504,1046104276132514,0.993,7.784,4.743,23.483,26.6,30.93,202.82,219.36
57,Minneapolis,MN,45.0273318,-93.1056967,7651211272,4,3954,5891,154950416593941,805057947104204,1451161271899113,533193618036876,3.476,10.63,19.277,18.39,47.093,96.243,211.081,270.412
58,Minneapolis,MN,45.0273329,-93.1059662,11853047658,3,3954,5891,471470823929559,4379058412104536,184732310190535,533193618036876,15.292,4.689,21.288,24.51,0.0,88.343,176.684,270.412
59,Minneapolis,MN,45.0273338,-93.1061673,187927911,3,3954,5891,471470823929559,380531799895107,184732310190535,1451161271899113,9.994,4.638,8.095,31.772,0.0,44.96,176.684,211.081
60,Minneapolis,MN,45.0274854,-93.1056922,8295854780,3,3954,5891,2502633263216454,339325674287397,1451161271899113,533193618036876,10.134,12.845,10.134,4.712,1.31,107.865,211.081,270.412
61,Minneapolis,MN,45.0405917,-93.1062797,5919573800,3,3954,5891,3388905011342973,152613316816314,391662418601992,306547537717905,6.061,6.082,7.407,9.381,350.346,75.978,177.303,273.766
62,Minneapolis,MN,45.0409068,-93.1062803,8295471699,3,3954,5891,336098964517196,214444326875079,3034603196821904,306547537717905,1.18,33.365,6.987,32.569,358.181,37.434,180.293,273.766
63,Minneapolis,MN,45.0411026,-93.1006004,7814419510,3,3954,5891,817041209227653,812185813038332,525838292129374,495310238282001,9.003,12.703,4.741,8.149,356.807,100.686,167.885,306.625
64,Minneapolis,MN,45.0415613,-93.1062817,187953384,3,3954,5891,517090065980715,228817939045184,498942861235045,2812569419004360,5.154,26.131,8.584,27.814,357.085,94.759,178.639,261.063
65,Minneapolis,MN,45.0423761,-93.1063765,9889813512,3,3954,5891,948942202520213,312501620411503,616787909237563,257308676145339,3.216,9.492,5.325,31.072,3.466,37.389,178.314,282.814
66,Minneapolis,MN,45.0297294,-93.032452,7628564142,3,3957,5891,550975046556747,1409207177355550,1409207177355550,2321460611644583,7.059,33.129,33.129,27.857,0.0,121.807,121.807,255.679
67,Minneapolis,MN,45.0299764,-93.0326129,1404224947,3,3957,5891,691468526072502,1409207177355550,1409207177355550,788743233821913,3.628,29.949,29.949,17.303,0.0,121.807,121.807,272.538
68,Minneapolis,MN,45.0282589,-93.0308203,4974096870,4,3958,5891,165985479720647,899355902941806,1275914631088367,1169630071783233,6.903,11.796,31.503,4.6,0.0,53.508,216.497,275.376
69,Minneapolis,MN,45.0286864,-93.0306165,580332145,3,3958,5891,976664100186418,725758860505008,906564581991575,1606739487272507,8.59,26.54,18.383,10.091,0.0,103.949,183.947,261.137
70,Minneapolis,MN,45.028872,-93.0316774,7628564149,3,3958,5891,178613857923952,2118748255316763,4562627880636999,1617915769409499,2.333,11.181,21.543,34.269,0.0,90.975,187.537,277.833
71,Minneapolis,MN,45.0288754,-93.0314453,7628564151,3,3958,5891,6102845113129843,779391234583542,4562627880636999,4246621368921043,1.59,5.578,5.46,13.308,0.0,90.975,187.537,234.722
72,Minneapolis,MN,45.0288791,-93.0311848,7628564153,3,3958,5891,513990607183729,779391234583542,896753243275410,4246621368921043,3.314,15.448,10.01,14.236,0.0,90.975,160.92,234.722
73,Minneapolis,MN,45.028882,-93.030987,580332156,3,3958,5891,182642094183282,725758860505008,906564581991575,1562203891517410,0.65,10.34,17.976,21.914,0.0,103.949,183.947,257.868
74,Minneapolis,MN,45.0288827,-93.0309396,6851562559,3,3958,5891,182642094183282,725758860505008,906564581991575,1562203891517410,3.798,8.67,15.131,18.391,0.0,103.949,183.947,257.868
75,Minneapolis,MN,45.0288852,-93.0304777,580332154,3,3958,5891,561911275783917,725758860505008,906564581991575,1562203891517410,16.984,34.8,27.456,20.042,0.0,103.949,183.947,257.868
76,Minneapolis,MN,45.0288854,-93.0307455,7504954038,3,3958,5891,1207820016713517,725758860505008,906564581991575,1562203891517410,2.682,15.315,11.505,6.797,0.0,103.949,183.947,257.868
77,Minneapolis,MN,45.0288872,-93.0306194,580332155,4,3958,5891,561911275783917,725758860505008,906564581991575,1562203891517410,5.995,24.242,17.866,10.296,0.0,103.949,183.947,257.868
78,Minneapolis,MN,45.0288967,-93.0272313,1508180527,4,3958,5891,3533804600249471,936736438315000,986797099739062,980128977564575,21.119,16.768,26.993,30.553,9.844,89.705,147.499,211.353
79,Minneapolis,MN,45.028906,-93.0270042,1508180461,3,3958,5891,817863647223150,817863647223150,986797099739062,675946185106147,10.974,10.974,23.455,26.195,33.219,33.219,147.499,327.788
80,Minneapolis,MN,45.0289226,-93.0268078,1508199647,3,3958,5891,817863647223150,817863647223150,986797099739062,675946185106147,15.443,15.443,29.501,22.264,33.219,33.219,147.499,327.788
81,Minneapolis,MN,45.028973,-93.026826,1508199664,4,3958,5891,817863647223150,817863647223150,986797099739062,675946185106147,11.711,11.711,24.679,16.493,33.219,33.219,147.499,327.788
82,Minneapolis,MN,45.0290223,-93.0278072,1508210740,3,3958,5891,1805670926579275,2004507193363014,1826423611479880,980128977564575,25.782,4.846,12.886,28.025,0.0,69.127,202.898,211.353
83,Minneapolis,MN,45.0292403,-93.0280093,1508210752,3,3958,5891,1001648671581167,1348619356329981,1348619356329981,1171201574389499,8.836,21.178,21.178,33.115,0.0,143.654,143.654,227.296
84,Minneapolis,MN,45.0294242,-93.0280079,1508210737,3,3958,5891,1001648671581167,991200726498060,1348619356329981,1171201574389499,12.304,22.332,17.134,24.742,0.0,91.432,143.654,227.296
85,Minneapolis,MN,45.0295986,-93.0280065,1508210728,3,3958,5891,1499836574273421,991200726498060,1368518090995267,1171201574389499,28.284,13.286,25.5,30.416,0.0,91.432,182.623,227.296
86,Minneapolis,MN,45.0296885,-93.027546,1508199706,3,3958,5891,1147554470370223,991200726498060,4018980248314654,2113915729057680,9.595,25.683,8.086,13.703,309.553,91.432,163.191,270.212
87,Minneapolis,MN,45.0296894,-93.0277937,1508199732,3,3958,5891,1499836574273421,991200726498060,1318125972583433,1147554470370223,27.158,12.084,3.185,17.322,0.0,91.432,204.368,309.553
88,Minneapolis,MN,45.0297313,-93.0322035,7628564145,3,3958,5891,578657000555194,1409207177355550,1409207177355550,1450355699969815,7.503,28.134,28.134,22.585,0.0,121.807,121.807,285.589
89,Minneapolis,MN,45.0297333,-93.0319463,7628564147,3,3958,5891,559327708930471,941282348401401,941282348401401,1450355699969815,4.291,34.097,34.097,22.863,0.0,147.996,147.996,285.589
90,Minneapolis,MN,45.0297352,-93.0317094,7628564148,3,3958,5891,728519985085166,941282348401401,941282348401401,1547434482988148,4.703,33.27,33.27,20.47,0.0,147.996,147.996,279.229
91,Minneapolis,MN,45.0302853,-93.0313642,7244592754,3,3958,5891,3055423644753412,26031553369789117,26031553369789117,1238040025170321,1.489,15.423,15.423,17.287,0.0,141.32,141.32,260.881
92,Minneapolis,MN,45.0304139,-93.0315862,7239103517,3,3958,5891,1203453360374414,26031553369789117,1275845414483317,908909065057572,11.556,27.802,32.727,31.613,0.0,141.32,177.899,263.003
93,Minneapolis,MN,45.0304179,-93.0313675,2180429382,3,3958,5891,934821687710646,26031553369789117,26031553369789117,1238040025170321,1.921,10.956,10.956,31.934,0.0,141.32,141.32,260.881
94,Minneapolis,MN,45.0311948,-93.0316083,7239103516,3,3958,5891,900199681056683,1221220829830287,2613848212333835,2613848212333835,1.06,22.549,4.785,4.785,0.0,143.907,232.249,232.249
95,Minneapolis,MN,45.011908,-93.2848079,8174664675,4,3946,5892,1164101515686292,794063543428422,1831486634428142,1831486634428142,21.48,11.021,21.124,21.124,15.098,86.071,220.295,220.295
96,Minneapolis,MN,45.0120432,-93.2850189,8174664673,4,3946,5892,1164101515686292,794063543428422,1831486634428142,1831486634428142,34.692,13.148,21.782,21.782,15.098,86.071,220.295,220.295
97,Minneapolis,MN,45.0120502,-93.2848097,8174664674,4,3946,5892,1164101515686292,794063543428422,1831486634428142,1831486634428142,18.536,7.118,6.675,6.675,15.098,86.071,220.295,220.295
98,Minneapolis,MN,45.0128676,-93.2817316,12923708974,4,3946,5892,1547742956240473,1328403825546105,308223030708692,826546838290679,5.436,21.127,10.952,29.419,0.968,82.752,177.913,272.25
99,Minneapolis,MN,45.0130122,-93.2819644,10110035133,3,3946,5892,1974241706687202,1328403825546105,487135972484142,1450314638653819,13.436,20.642,7.002,23.523,1.832,82.752,181.664,253.08
100,Minneapolis,MN,45.0130163,-93.2817104,12889065258,3,3946,5892,2781538275373750,1328403825546105,487135972484142,826546838290679,5.442,4.522,13.009,14.891,9.79,82.752,181.664,272.25
101,Minneapolis,MN,45.0130237,-93.281719,10110035130,3,3946,5892,2781538275373750,1328403825546105,487135972484142,826546838290679,4.931,3.772,12.341,14.877,9.79,82.752,181.664,272.25
102,Minneapolis,MN,45.0132026,-93.2817351,10110035128,3,3946,5892,2781538275373750,1328403825546105,179505840620110,1450314638653819,21.537,16.318,11.707,8.335,9.79,82.752,207.335,253.08
103,Minneapolis,MN,45.0132094,-93.2819673,10110035134,3,3946,5892,330059341815952,1328403825546105,487135972484142,1450314638653819,25.283,26.417,22.355,21.76,0.862,82.752,181.664,253.08
104,Minneapolis,MN,45.0132119,-93.2817321,12889065259,3,3946,5892,2781538275373750,1328403825546105,179505840620110,1450314638653819,22.595,17.319,12.732,9.315,9.79,82.752,207.335,253.08
105,Minneapolis,MN,45.0239995,-93.2866401,12883640250,4,3946,5892,150705190354198,4001547316603222,479159299996851,323125032824200,11.188,5.492,6.391,2.903,12.881,52.342,174.565,271.013
106,Minneapolis,MN,45.0240039,-93.2864387,12883633633,4,3946,5892,830388897830326,198584508771834,479159299996851,136799245164284,6.223,9.484,11.788,5.315,342.009,91.066,174.565,269.474
107,Minneapolis,MN,45.012109,-93.2475367,12810671593,4,3948,5892,751587780725465,2691070564572152,161100762643255,1526653552033614,12.96,13.39,5.848,13.39,0.907,46.68,180.32,270.0
108,Minneapolis,MN,45.0121191,-93.2471811,12807989066,4,3948,5892,591959273899773,2691070564572152,1250476163230736,261381153543233,8.309,15.664,15.26,6.749,0.248,46.68,199.472,281.937
109,Minneapolis,MN,45.0122425,-93.2475342,12810671600,3,3948,5892,1236323921013528,2691070564572152,150930763717763,202115591752751,13.117,22.253,5.867,4.099,1.096,46.68,181.42,276.278
110,Minneapolis,MN,45.0122466,-93.2471769,12807989067,3,3948,5892,523133750865805,2691070564572152,150930763717763,639880227998823,7.323,24.172,22.61,8.154,359.896,46.68,181.42,282.937
111,Minneapolis,MN,45.0122564,-93.247534,11050349536,3,3948,5892,1236323921013528,2691070564572152,378637293571450,202115591752751,13.546,23.528,6.536,4.983,1.096,46.68,181.02,276.278
112,Minneapolis,MN,45.0122581,-93.247177,12810671599,3,3948,5892,523133750865805,2691070564572152,378637293571450,3525055424401349,7.377,25.169,22.721,9.571,359.896,46.68,181.02,274.937
113,Minneapolis,MN,45.0130808,-93.2471647,13277975996,3,3948,5892,1386988305658593,758751496492467,1864415507792527,837211524781988,5.748,14.426,14.771,6.725,2.021,90.0,180.0,277.937
114,Minneapolis,MN,45.0130872,-93.2475283,11068067754,3,3948,5892,748444217835404,1122078672749012,4499263600118455,1374411314304765,15.868,10.362,7.5,15.112,0.509,87.985,186.276,273.238
115,Minneapolis,MN,45.0130946,-93.2471832,11061179451,3,3948,5892,1023516453071459,758751496492467,1864415507792527,1487954492006306,4.796,13.634,13.676,4.794,359.641,90.0,180.0,278.937
116,Minneapolis,MN,45.0132398,-93.2471794,11061179449,3,3948,5892,1780732739171401,1181057074043918,1864415507792527,2556062738033214,5.656,17.856,24.024,2.767,357.703,66.729,180.0,270.26
117,Minneapolis,MN,45.0132514,-93.2475325,12806838666,4,3948,5892,3130647147094123,1122078672749012,836563827210241,289772416064180,16.214,8.503,13.796,19.643,359.756,87.985,197.073,260.95
118,Minneapolis,MN,45.0132589,-93.2471809,12806838669,3,3948,5892,1710783549832289,687082057069617,836563827210241,2556062738033214,6.229,22.757,21.463,4.85,357.703,83.533,197.073,270.26
119,Minneapolis,MN,45.0140398,-93.2471865,6884796885,4,3948,5892,1219350543241506,2200313153803562,708919432024285,631354558897620,7.422,28.518,32.578,7.316,358.84,100.033,165.335,277.937
120,Minneapolis,MN,45.0140447,-93.246846,6884746984,3,3948,5892,1219350543241506,1261370439116439,1857367408376774,722147676952005,34.188,21.096,16.492,21.461,358.84,92.86,177.471,270.547
121,Minneapolis,MN,45.0142204,-93.2475059,11050349554,4,3948,5892,1212451139209138,847732234344339,5527153247326210,687604993397863,0.916,30.205,34.31,10.804,3.179,78.694,125.18,292.937
122,Minneapolis,MN,45.0142226,-93.2471881,11061179481,4,3948,5892,719670050623409,1199549491088730,708919432024285,1234582075093820,7.303,19.289,15.688,2.89,358.84,86.223,165.335,272.287
123,Minneapolis,MN,45.0142227,-93.247046,7340573731,3,3948,5892,719670050623409,2200313153803562,708919432024285,778878551425227,18.46,7.429,9.999,2.943,358.84,100.033,165.335,271.396
124,Minneapolis,MN,45.0142238,-93.2468328,7340573735,3,3948,5892,765492452912231,1261370439116439,622230790802968,722147676952005,27.984,2.135,3.597,2.033,23.52,92.86,173.678,270.547
125,Minneapolis,MN,45.0144141,-93.2471898,11061179480,4,3948,5892,1388824818921608,3160955017408911,1097701098933388,1052197415968056,6.771,2.496,8.611,9.173,8.7,91.013,166.528,266.937
126,Minneapolis,MN,45.014415,-93.247046,7340573732,3,3948,5892,2100157107062758,1781329172488659,1097701098933388,1314026423775400,19.542,1.347,3.333,18.705,359.759,90.524,166.528,273.202
127,Minneapolis,MN,45.0144165,-93.2468336,7340573734,3,3948,5892,788470510430365,2359677637752055,1233891348250306,722147676952005,4.009,5.979,5.241,20.089,33.733,87.946,171.47,270.547
128,Minneapolis,MN,45.0144637,-93.2475049,11050349555,4,3948,5892,1189131968215231,5527153247326210,5527153247326210,870057497838980,8.743,7.47,7.47,16.211,342.586,125.18,125.18,267.937
129,Minneapolis,MN,45.0148991,-93.2490117,13295494990,3,3948,5892,696914302488402,754558086502508,610027631343837,152159287967880,9.097,9.097,13.657,9.865,1.938,30.938,184.938,242.938
130,Minneapolis,MN,45.0149,-93.2492332,13295494981,3,3948,5892,1337177150253949,754558086502508,349408970776835,2300427923476330,8.682,9.322,2.971,7.532,357.938,30.938,181.938,298.938
131,Minneapolis,MN,45.0149111,-93.2490286,13295494992,3,3948,5892,696914302488402,754558086502508,610027631343837,152159287967880,7.442,7.442,12.07,8.816,1.938,30.938,184.938,242.938
132,Minneapolis,MN,45.014912,-93.2492162,13295494980,3,3948,5892,1337177150253949,754558086502508,330499206056740,2300427923476330,6.968,7.679,0.838,5.77,357.938,30.938,174.938,298.938
133,Minneapolis,MN,45.0150146,-93.2490323,13295494993,3,3948,5892,696914302488402,754558086502508,610027631343837,152159287967880,12.006,12.006,14.901,4.1,1.938,30.938,184.938,242.938
134,Minneapolis,MN,45.0150172,-93.249215,13295494979,3,3948,5892,1337177150253949,754558086502508,610027631343837,2300427923476330,11.679,12.51,10.047,11.017,357.938,30.938,184.938,298.938
135,Minneapolis,MN,45.0150352,-93.2490105,13295494994,3,3948,5892,696914302488402,754558086502508,610027631343837,152159287967880,14.866,14.866,17.688,5.433,1.938,30.938,184.938,242.938
136,Minneapolis,MN,45.0150403,-93.2492319,13295494977,3,3948,5892,1337177150253949,754558086502508,610027631343837,2300427923476330,14.554,15.373,12.895,13.908,357.938,30.938,184.938,298.938
137,Minneapolis,MN,45.0203781,-93.2372425,12077749739,4,3948,5892,357813142435178,24747473668179351,1367531640295886,906572170191572,23.989,4.807,6.253,8.655,339.97,89.376,182.22,271.38
138,Minneapolis,MN,45.0203824,-93.2370073,12077749752,4,3948,5892,357813142435178,804801755333215,1367531640295886,160273906051991,25.19,5.507,12.326,7.474,339.97,89.376,182.22,268.42
139,Minneapolis,MN,45.0203965,-93.2318519,9308343741,3,3948,5892,1124708811366252,1271488511420609,130081262529317,318267156590262,10.054,5.444,6.549,10.221,325.12,88.037,145.05,271.44
140,Minneapolis,MN,45.0203966,-93.2321064,11232979083,3,3948,5892,1161892104279862,1449210359465631,1044289062946416,114118994077298,18.588,4.979,27.259,6.137,321.23,88.877,168.028,271.14
141,Minneapolis,MN,45.020518,-93.237346,12077806000,4,3948,5892,183773833752165,1941600523365165,952111792222933,906572170191572,19.303,10.76,18.401,20.044,350.29,89.854,190.32,271.38
142,Minneapolis,MN,45.0205284,-93.2319696,11232979075,3,3948,5892,1161892104279862,1500615287496557,1044289062946416,1128419384333630,6.878,9.387,9.119,4.749,321.23,88.037,168.028,271.28
143,Minneapolis,MN,45.0205285,-93.2370094,12077749722,4,3948,5892,183773833752165,804801755333215,952111792222933,887522898757706,14.152,12.363,18.193,8.559,350.29,89.376,190.32,267.12
