point_id,metro,state,lat,lon,osmid,street_count,tile_x,tile_y,image_id_0,image_id_90,image_id_180,image_id_270,dist_m_0,dist_m_90,dist_m_180,dist_m_270,compass_angle_0,compass_angle_90,compass_angle_180,compass_angle_270
32,Washington DC,DC,38.989334,-77.104103,49219460,3,4682,6262,642988068504692,1744253426113078,547871680947468,1073015464821711,3.195,5.017,5.098,23.301,0.0,33.055,202.713,306.323
33,Washington DC,DC,38.9894758,-77.1042687,13377176905,3,4682,6262,1195078949024299,868447315472759,460175186431851,1073015464821711,7.166,21.29,14.333,5.95,337.633,30.191,200.702,306.323
34,Washington DC,DC,38.9902527,-77.1035645,13377505428,4,4682,6262,1508574956502348,1496976980954231,1296747375041216,396227930209037,4.482,0.987,4.515,27.35,15.406,39.196,203.751,213.92
35,Washington DC,DC,38.9910367,-77.103097,5472750793,3,4682,6262,556751926758363,846891607428491,556709230062100,3393041694336757,2.889,3.78,6.331,16.268,32.17,36.524,209.848,210.15
36,Washington DC,DC,38.9770377,-77.0988493,49302879,3,4683,6262,1047829290073247,3198959460238475,539619365140625,300560299674143,3.848,2.986,3.399,2.692,51.011,73.77,206.429,210.154
37,Washington DC,DC,38.977054,-77.084518,49286825,3,4683,6262,884746013528579,828921139007546,487979477363356,1629940434234029,16.521,3.118,14.418,4.607,4.937,94.327,235.873,275.052
38,Washington DC,DC,38.9771804,-77.0916672,12968626135,4,4683,6262,679243320451480,870747001028778,1283254622473981,496959769104416,19.559,13.476,9.835,17.391,304.922,92.208,124.14,297.654
39,Washington DC,DC,38.9778483,-77.1009168,10926858285,4,4683,6262,336538451669667,350598433565775,422255479691532,901594591989541,12.884,20.161,1.884,7.509,349.887,80.991,172.422,260.417
40,Washington DC,DC,38.9778535,-77.0987398,3669173915,4,4683,6262,769710612456382,956713608624331,132511399638138,1405791363711518,32.61,22.624,22.384,22.343,328.461,85.535,143.043,262.703
41,Washington DC,DC,38.9779339,-77.0982834,3720157460,4,4683,6262,1710836883087710,9413524305330841,3329741687203400,8957816180899486,14.341,1.791,20.466,20.878,48.74,87.406,204.734,266.392
42,Washington DC,DC,38.9779807,-77.0923846,12968626124,3,4683,6262,1554844478744883,192564439966553,1262329488032240,883760247132569,7.373,25.442,32.273,5.862,302.535,110.348,127.832,298.836
43,Washington DC,DC,38.9780145,-77.0982813,1324521356,3,4683,6262,1710836883087710,697796385020735,308095268932493,8957816180899486,22.468,2.084,23.576,12.094,48.74,83.245,208.633,266.392
44,Washington DC,DC,38.9781846,-77.0969231,9203568441,4,4683,6262,1254523671771767,1099659204054414,619220309955616,537227585441709,29.683,2.67,11.529,12.131,35.823,80.987,128.087,261.472
45,Washington DC,DC,38.9795286,-77.0987699,2363131642,4,4683,6262,1676779539662558,1522391569198722,1329179351175001,3110772615881144,19.586,20.524,24.042,23.127,12.333,32.708,188.198,212.156
46,Washington DC,DC,38.9799013,-77.0982446,3669181647,4,4683,6262,1199135327345615,552948939997505,707974874088823,169026562424314,3.494,22.411,17.436,24.978,358.997,68.682,178.397,319.414
47,Washington DC,DC,38.9800382,-77.0938024,9813292514,3,4683,6262,949284469883983,786156297109819,1489340255851279,1509794859752955,16.898,7.963,7.87,17.33,310.65,126.163,127.877,299.571
48,Washington DC,DC,38.9800517,-77.092225,666946267,3,4683,6262,514724132890770,770453705942700,514398364398438,1896923087464490,12.987,7.935,4.022,2.575,341.42,60.523,158.229,271.578
49,Washington DC,DC,38.9803603,-77.0945536,9473711282,3,4683,6262,541418428224578,1941128416400316,3775231572779856,210300395504611,14.674,12.778,18.356,16.686,302.097,92.29,121.058,288.277
50,Washington DC,DC,38.980457,-77.094124,10270468162,3,4683,6262,1091300882565909,1299213185222804,856394173444095,1560829808217221,13.943,5.072,7.609,6.671,21.028,110.724,120.977,270.0
51,Washington DC,DC,38.9809071,-77.0949329,5023303558,4,4683,6262,1183669763568808,1017967170123652,1474742153615212,1024049858122754,5.454,6.462,5.507,6.628,350.199,87.191,165.069,275.714
52,Washington DC,DC,38.9809707,-77.097372,3669181636,4,4683,6262,1184942545755170,1763802357831634,457751573192152,1548806562226070,3.077,2.976,30.448,25.81,355.265,86.654,188.205,271.215
53,Washington DC,DC,38.9810584,-77.0924645,5023303548,3,4683,6262,1317778260118930,1382295613510110,1575468786763621,902693585088381,2.057,5.91,22.173,17.466,14.641,56.132,165.108,246.257
54,Washington DC,DC,38.9811195,-77.097786,10874780153,3,4683,6262,804544937304379,490647333044058,457751573192152,445930061064200,33.939,24.476,25.662,28.734,2.024,90.571,188.205,271.215
55,Washington DC,DC,38.9812289,-77.0952661,9473711239,3,4683,6262,540800751661652,2338328873177246,426976336664162,8448147401946283,11.498,4.653,5.226,4.653,347.089,132.042,184.785,282.507
56,Washington DC,DC,38.9813514,-77.0916147,11531314388,4,4683,6262,812984200999916,390758543863102,1480916489229268,1283232275981991,6.753,6.181,3.485,13.255,350.023,138.675,185.389,273.524
57,Washington DC,DC,38.9813797,-77.0913562,5471054659,3,4683,6262,812984200999916,390758543863102,1030426695051219,523703596906287,17.004,20.877,20.246,0.919,350.023,138.675,181.572,265.82
58,Washington DC,DC,38.9814861,-77.091583,11531290918,4,4683,6262,3942984079322205,1032521395029409,1030426695051219,546337634430679,8.38,12.133,10.896,2.111,339.692,91.649,181.572,256.775
59,Washington DC,DC,38.9820069,-77.0961961,9875328999,3,4683,6262,653434877313099,8601903829862303,368029865948420,2153721008367139,14.196,17.192,10.792,17.25,0.0,63.283,174.522,268.49
60,Washington DC,DC,38.982343,-77.0930852,5023303535,3,4683,6262,1068263592145799,463382938055121,1256069661461801,1053409929983291,12.178,23.577,17.352,20.093,340.437,146.222,161.445,328.124
61,Washington DC,DC,38.9825978,-77.0983747,3669191120,3,4683,6262,4299773306913161,565149082747024,2971535999669675,930410902437844,13.645,14.76,8.553,12.167,359.19,80.282,183.591,262.273
62,Washington DC,DC,38.9826083,-77.0962135,2569150816,3,4683,6262,1598476234103230,2327960774218004,759725673642967,500913036037835,13.381,3.32,2.111,23.355,0.32,84.907,176.442,267.357
63,Washington DC,DC,38.9828218,-77.0932704,5023303532,4,4683,6262,4203783726308828,469879910983376,992441767960121,807139371739919,5.792,1.317,20.184,22.597,50.468,71.544,158.422,328.262
64,Washington DC,DC,38.9830656,-77.0951849,12185039395,3,4683,6262,1920465851789759,3028815973942498,837494388587796,3892554034365960,2.208,22.954,5.997,6.111,350.285,93.452,173.665,327.67
65,Washington DC,DC,38.9834323,-77.0975872,13378600314,3,4683,6262,989523722859200,560550199975567,1052179066690950,1078067883920397,10.321,7.18,8.822,1.048,341.078,84.784,189.412,256.277
66,Washington DC,DC,38.983498,-77.0938743,666987510,4,4683,6262,1590256302379482,1991171218028735,496893354853085,1926087071315178,2.277,3.832,3.832,8.59,347.319,73.993,159.332,259.823
67,Washington DC,DC,38.9836192,-77.0936238,5430354981,3,4683,6262,2961043917430371,508472622053435,493664146839716,1384037393336123,5.443,3.978,2.374,5.053,21.239,89.13,228.81,260.475
68,Washington DC,DC,38.9836339,-77.0940576,5430230557,3,4683,6262,1718628469539909,1877389856008721,1330955740797766,1023345489531572,12.345,4.373,1.504,5.105,341.83,97.669,173.785,252.587
69,Washington DC,DC,38.9836471,-77.0983988,3725028736,3,4683,6262,1466318864617910,1042369324139075,1392802641098225,889792005930068,15.353,30.972,19.434,26.45,358.964,87.751,178.064,266.233
70,Washington DC,DC,38.98365,-77.0907204,5472751272,3,4683,6262,1119271291875996,484412875944268,507797733910782,160733382661664,6.269,14.115,2.358,13.69,356.643,77.898,173.14,246.789
71,Washington DC,DC,38.9838826,-77.0924213,49318795,3,4683,6262,1400456206998754,623048953603367,1273044637162573,1575054696718558,11.081,3.169,14.031,13.553,9.199,77.382,138.61,273.164
72,Washington DC,DC,38.9840766,-77.0961309,10878157845,4,4683,6262,1068584708304528,1031516488657597,797354652684173,1564624287734570,8.385,26.154,6.593,15.63,359.311,90.912,172.618,324.445
73,Washington DC,DC,38.9842739,-77.0957312,12194810918,3,4683,6262,853447779948014,1281798342846367,3820773814828612,1996215127486800,12.906,11.08,10.314,15.325,0.102,96.473,182.113,261.385
74,Washington DC,DC,38.9846816,-77.0949023,12194810943,3,4683,6262,545287794525106,529126566734933,531105429509653,1268222667508681,2.275,6.027,4.743,4.871,12.07,87.275,182.119,260.029
75,Washington DC,DC,38.9846985,-77.0957581,12177382933,4,4683,6262,3866853400308653,1740423600125730,1042093027399661,851828820396205,19.971,25.249,17.578,19.904,341.277,96.317,171.113,273.39
76,Washington DC,DC,38.984794,-77.0945419,8950117274,3,4683,6262,1071453834757512,529126566734933,1160668467700875,1071453834757512,6.472,29.889,25.724,6.472,317.059,87.275,174.563,317.059
77,Washington DC,DC,38.9848923,-77.0956173,12201930139,3,4683,6262,3866853400308653,367300063017098,1647807532450443,1737185097034567,4.831,2.706,5.608,5.342,341.277,85.095,182.914,270.634
78,Washington DC,DC,38.9849307,-77.0938792,1325961880,3,4683,6262,3004090959875588,543410248751907,1160668467700875,912051237459546,27.336,27.49,33.942,24.888,348.334,126.244,174.563,264.293
79,Washington DC,DC,38.9850094,-77.0962187,8954091801,3,4683,6262,1186267799323126,8473947409339503,1310689593282698,848702614083542,12.341,19.402,16.194,13.83,343.169,102.043,152.866,311.492
80,Washington DC,DC,38.9854932,-77.095888,8949986972,3,4683,6262,844767924485929,1197708314852785,1076542180702062,783746563768476,23.031,26.331,26.177,26.787,0.038,87.739,182.212,263.39
81,Washington DC,DC,38.9862625,-77.0965234,7998203864,4,4683,6262,1459710921745590,1745711999501278,910572330493470,1485074719162284,14.32,10.548,15.954,15.085,4.829,62.834,208.627,235.616
82,Washington DC,DC,38.9863173,-77.0958449,12037849024,4,4683,6262,825617466105879,1278847529944043,548595224341611,500809182841278,4.167,14.804,4.787,3.384,338.876,93.568,186.428,256.199
83,Washington DC,DC,38.9864615,-77.0959108,12037849030,3,4683,6262,934491301843060,1278847529944043,587592510257604,1643621809702988,4.938,2.655,18.448,2.963,346.905,93.568,179.556,316.479
84,Washington DC,DC,38.9866158,-77.0971592,7998226628,4,4683,6262,693700117082006,1325496022486614,9922897727811328,807360271646874,14.968,12.577,13.345,15.179,310.619,87.544,137.558,308.416
85,Washington DC,DC,38.9867563,-77.0977832,12831714227,3,4683,6262,1443849043560967,1825953657994033,1156987249621516,1513043953381790,8.571,12.382,11.436,8.466,309.253,110.339,126.023,308.835
86,Washington DC,DC,38.9872287,-77.0985967,13314610905,4,4683,6262,1505688167248246,656777190284701,787909350247425,2433369913730818,11.636,12.0,11.641,11.625,308.986,113.652,127.445,308.443
87,Washington DC,DC,38.9873733,-77.0960658,2569150847,4,4683,6262,1072164614417153,546440071166659,1308331844008942,3648088238820144,9.942,25.805,4.902,25.425,7.157,84.005,184.39,323.27
88,Washington DC,DC,38.9892921,-77.1020139,13377505431,3,4683,6262,1131867855535352,1037370524974053,2862199897305547,1800070197247538,29.139,32.974,5.192,4.634,0.0,36.573,227.418,250.665
89,Washington DC,DC,38.9908659,-77.0965157,9488941511,4,4683,6262,819123520787748,2798604703679942,1064274192196212,1501659727524907,12.168,1.057,13.291,16.992,4.575,76.374,169.9,270.0
90,Washington DC,DC,38.9765909,-77.0770222,12374744536,3,4684,6262,1381315408910591,476857751256221,1457866641541670,1272531720795099,4.784,26.623,10.585,13.017,0.0,102.512,187.383,323.693
91,Washington DC,DC,38.9767373,-77.0783226,13295794862,4,4684,6262,478474804171031,205942245337960,473037384961266,7824168027705604,33.632,1.73,32.246,1.768,334.994,90.626,130.615,268.932
92,Washington DC,DC,38.9768719,-77.0639663,7958974496,3,4684,6262,244194441987594,2196197690590191,1961397864456000,552195047429594,6.432,1.177,11.08,0.969,11.261,87.314,177.0,271.0
93,Washington DC,DC,38.9769509,-77.0606458,13584000030,3,4684,6262,707424807435405,1555206645296206,1516646089602088,858364638548459,1.284,1.442,0.476,1.442,-3.487,90.259,203.0,270.224
94,Washington DC,DC,38.9799983,-77.059468,13479513687,3,4684,6262,1226997488395824,614621079522442,568988404683708,1008580093233992,3.306,4.582,5.668,3.822,353.0,81.828,201.159,267.604
95,Washington DC,DC,38.9877815,-77.0769803,12591207627,3,4684,6262,1314872538895752,496247699842593,850009109271065,1966251830536992,7.884,9.759,22.759,26.865,0.0,86.32,179.969,268.105
96,Washington DC,DC,38.987786,-77.0773863,12591207609,4,4684,6262,1314872538895752,597379076406696,461836811583282,3859335721050078,27.56,7.514,9.95,25.443,0.0,89.758,180.111,269.313
97,Washington DC,DC,38.992705,-77.0768656,2363151600,3,4684,6262,320714459423599,925767768245813,487320362721390,534139540954101,10.766,23.416,28.308,12.229,354.518,82.206,177.626,322.145
98,Washington DC,DC,38.9928787,-77.0605305,6555303488,4,4684,6262,857837946897942,1173196514907612,590619624109469,25318449441113081,11.262,18.334,4.111,5.487,28.53,103.167,201.237,217.855
99,Washington DC,DC,38.9930952,-77.0634967,49148878,4,4684,6262,24333255273016745,1147470552436483,176782324234894,1143554500774674,30.322,8.035,16.103,26.388,316.271,98.296,122.08,286.562
100,Washington DC,DC,38.9786898,-77.0362235,49752539,4,4685,6262,524321388726142,1888309658177838,131296709754544,870755287181189,2.273,2.474,6.24,2.721,359.18,90.783,200.939,275.208
101,Washington DC,DC,38.9805411,-77.0523018,13312679911,4,4685,6262,702796734180248,224588810499686,4354211478233756,2353937535050539,3.344,1.119,1.982,2.035,348.619,88.254,180.0,269.0
102,Washington DC,DC,38.981417,-77.0362252,9768402806,3,4685,6262,311412787228610,1729864591184634,1757820378150069,1183842768763549,1.661,5.712,8.634,5.615,0.684,87.0,169.0,275.028
103,Washington DC,DC,38.9820113,-77.0424467,642886872,3,4685,6262,457367236377322,131320206078595,396262762528325,744709359941471,3.835,4.688,1.841,2.172,10.006,84.897,182.9,270.0
104,Washington DC,DC,38.9846726,-77.0550411,13712743375,3,4685,6262,1863152630990946,692092352895911,1559374138415214,1761390114524562,4.582,5.778,6.692,4.847,1.0,84.255,175.0,269.0
105,Washington DC,DC,38.9849029,-77.039775,9768421796,3,4685,6262,1002552367367799,1008456600414793,2072265072955213,1630129764202941,5.29,8.881,5.424,6.426,331.921,100.246,151.464,280.0
107,Washington DC,DC,38.9855037,-77.0403184,3750685704,3,4685,6262,1184359109059292,358643280060954,1602767666596955,1562790230813321,4.838,3.273,3.756,2.226,357.466,100.247,149.177,314.58
108,Washington DC,DC,38.9857613,-77.0364631,9768421886,4,4685,6262,270100235587128,901149464927151,321667506025146,149272771153059,6.276,1.966,1.76,4.699,-9.755,89.245,180.32,274.346
109,Washington DC,DC,38.9859355,-77.0381941,9768421879,3,4685,6262,1496850147780986,2287684678075931,1489387511853185,653353029571433,9.76,3.795,10.857,5.546,21.245,94.251,203.245,271.194
110,Washington DC,DC,38.9859531,-77.0382559,9768421912,4,4685,6262,1472097256987926,197446672752308,1489387511853185,116426534600857,6.104,4.125,12.531,4.841,32.245,92.071,203.245,272.251
111,Washington DC,DC,38.986305,-77.044455,49716214,3,4685,6262,912543797969131,1402779517063002,1089287322891931,1087209996524242,2.982,1.81,1.485,2.388,9.0,95.249,166.0,296.0
112,Washington DC,DC,38.987872,-77.046763,49723348,3,4685,6262,2007251639791564,2410181725820643,1402323184080169,729590652008709,2.573,1.164,3.413,6.208,357.0,88.25,174.0,303.245
113,Washington DC,DC,38.988116,-77.042654,49769919,3,4685,6262,780215075982996,319658650701602,367544928094604,842129526933465,1.414,5.644,2.04,2.27,0.0,89.247,157.407,297.077
114,Washington DC,DC,38.9889353,-77.0364574,9768353765,3,4685,6262,1432142957226004,348517414576610,463019884765445,4219775334959421,8.022,6.095,2.602,3.446,356.2,97.245,179.75,271.0
115,Washington DC,DC,38.9895613,-77.0400279,9528665392,3,4685,6262,213799454431450,1513534596077588,1641243926305854,294413916767509,1.695,4.151,14.983,12.119,38.27,78.246,182.252,257.246
116,Washington DC,DC,38.9897438,-77.0362005,9768353612,3,4685,6262,474406690437940,300064455834145,2037643457033001,831711356278000,4.404,6.286,9.043,25.067,359.71,79.244,169.0,248.0
117,Washington DC,DC,38.990761,-77.0361968,9768331264,3,4685,6262,1744757625708562,2246799669164269,1420183112848816,2339880443136735,2.637,5.081,2.729,5.281,356.93,86.0,172.0,283.0
118,Washington DC,DC,38.9912566,-77.0376525,9768331228,3,4685,6262,1503636147603698,2091310724537513,830027492750256,2033998730730912,8.041,6.947,14.673,10.545,355.0,87.244,180.0,250.0
119,Washington DC,DC,38.991374,-77.047199,49218552,3,4685,6262,612638444000658,1140786906642508,127764783499045,201062482383829,7.617,1.774,2.956,3.639,309.011,107.245,150.263,277.352
120,Washington DC,DC,38.992077,-77.04485,49734594,3,4685,6262,122636840636200,452374561254586,3341110872837396,836316497417039,0.867,9.089,4.647,5.848,-8.756,84.0,181.178,285.667
121,Washington DC,DC,38.9767035,-77.0205878,9770911254,3,4686,6262,1603775216669902,1606874757112787,5591983924189562,388907963124518,3.166,5.311,2.969,3.756,337.226,74.0,201.171,329.745
122,Washington DC,DC,38.9769426,-77.0244605,850212655,3,4686,6262,1527222651896348,1141360931512252,621436676406784,1201404098569142,2.378,2.077,0.871,3.314,11.0,71.0,179.894,316.0
123,Washington DC,DC,38.9773706,-77.0349181,2591080883,3,4686,6262,927138372079706,857710222866336,426787896917325,448182577388954,8.79,10.522,22.481,23.719,18.0,87.0,182.0,307.278
124,Washington DC,DC,38.9773821,-77.0335309,13755062648,3,4686,6262,563521743029432,563521743029432,151833777988363,1641817272894223,2.643,2.643,14.011,11.855,33.0,33.0,191.244,228.244
125,Washington DC,DC,38.9778317,-77.0333168,12363601495,4,4686,6262,1544810493338876,1315839583909021,522116722250702,575180387319272,4.147,4.616,8.087,5.228,359.0,81.0,176.057,247.166
126,Washington DC,DC,38.9778762,-77.0263045,9773568740,3,4686,6262,859523618777383,357888622607329,2795558583988586,1463609951993691,6.605,15.314,9.372,16.304,1.56,53.025,199.0,277.0
127,Washington DC,DC,38.9783284,-77.0265683,9770869990,4,4686,6262,5996183187062715,3010197499304088,736995900761950,1263388295264032,11.865,7.248,2.826,2.046,359.492,127.172,183.408,285.0
128,Washington DC,DC,38.9783465,-77.0296095,12363645642,4,4686,6262,532714817974923,7184016394983265,1048539599020370,901746262759343,4.24,5.168,1.432,3.579,0.792,67.242,184.987,269.0
129,Washington DC,DC,38.978377,-77.0244571,9770911314,4,4686,6262,1543006379553382,1681506995664698,860455479828554,818968884225786,1.202,1.52,5.619,1.919,358.385,91.239,190.0,264.0
130,Washington DC,DC,38.9783815,-77.0262882,9770869981,3,4686,6262,1847692495620047,1530926414399589,159297730092852,3505460093064321,5.885,6.251,14.021,3.599,358.121,95.24,179.17,272.236
131,Washington DC,DC,38.9784452,-77.0278051,9773465183,4,4686,6262,545595963523680,1947865432446582,1125790201247737,2083453832197432,4.997,6.726,5.287,2.951,358.742,83.0,179.4,270.0
132,Washington DC,DC,38.9784998,-77.0186459,9894423319,3,4686,6262,982453838966316,293811442838345,685591776314818,331937721896886,10.17,5.324,15.989,4.869,356.787,130.9,180.232,257.735
133,Washington DC,DC,38.9786226,-77.0322465,12363599957,3,4686,6262,146432361287392,357416509304492,813350568256266,310121695140805,2.439,6.204,12.422,4.133,-9.76,88.628,177.0,258.243
134,Washington DC,DC,38.9786738,-77.0243762,12363571058,4,4686,6262,901995520969707,1274546437938332,1204647455073949,2100259277450184,8.372,3.137,1.848,7.162,359.565,87.0,155.0,252.0
135,Washington DC,DC,38.978687,-77.0279667,12363645645,4,4686,6262,26276838461965672,105139798348780,647665927157892,1266629502148225,7.178,0.491,3.628,2.423,359.0,89.6,169.237,268.0
136,Washington DC,DC,38.9787519,-77.0328128,12363595994,4,4686,6262,1256669735482865,935659187015802,1153260677009736,1212554789360505,5.703,2.281,6.879,6.201,49.0,89.278,127.0,269.164
137,Washington DC,DC,38.9787523,-77.0297689,12363599948,4,4686,6262,365874728389835,1534089800408476,657757808630522,1097588960803196,7.175,1.152,2.889,5.288,357.282,80.165,185.089,272.322
138,Washington DC,DC,38.978754,-77.0320677,12363599947,3,4686,6262,649864756113407,1029845717756368,1571553216510237,703148244614147,9.997,4.756,10.123,4.23,2.392,90.0,189.649,262.239
139,Washington DC,DC,38.9788172,-77.0245597,12363589378,4,4686,6262,547510087269298,1109833322979731,552920007915916,2059923661063901,7.988,1.708,1.362,0.311,0.356,90.0,182.0,279.325
140,Washington DC,DC,38.979054,-77.0297554,12363599951,4,4686,6262,2730713190552924,1314504679905085,1315637073009398,1320749876535259,4.784,6.593,2.627,0.692,1.223,79.0,186.0,253.0
141,Washington DC,DC,38.9793323,-77.0355176,12363601477,4,4686,6262,188052307143758,4114329028694115,1511637350044741,1371797850259097,1.876,7.897,4.898,6.618,-10.287,90.31,154.0,271.241
142,Washington DC,DC,38.9793378,-77.0277946,9773465181,3,4686,6262,1351332916431322,1120198172019143,273640981124731,842708015014663,2.783,2.442,6.741,2.037,356.0,79.257,176.8,274.0
143,Washington DC,DC,38.9793383,-77.0333005,12363595992,3,4686,6262,2133632693490589,25445193665085253,828329438043928,913788512950404,9.333,2.756,7.556,2.045,0.0,79.0,180.332,256.24
144,Washington DC,DC,38.9793433,-77.0317337,12363595991,4,4686,6262,1158901321265153,218533113856288,129092803274806,1525501552021450,2.832,5.906,4.413,1.211,0.0,90.533,188.559,270.0
145,Washington DC,DC,38.9793934,-77.0229573,850214207,3,4686,6262,24044262538583906,727433312280513,1377651447083606,300192491649680,19.233,0.815,3.884,2.072,26.0,90.0,164.0,268.9
