point_id,metro,state,lat,lon,osmid,street_count,tile_x,tile_y,image_id_0,image_id_90,image_id_180,image_id_270,dist_m_0,dist_m_90,dist_m_180,dist_m_270,compass_angle_0,compass_angle_90,compass_angle_180,compass_angle_270
15,Seattle,WA,47.7274409,-122.3448351,11733423623,3,2623,5713,928281184599123,2857944864455986,378835464178822,876219759903697,7.915,27.491,12.345,27.491,359.587,110.388,180.276,235.951
16,Seattle,WA,47.7276001,-122.3448351,9341179665,4,2623,5713,163301355725148,334205384715469,2417430551733227,312165380482551,9.531,22.174,12.76,14.536,359.654,48.267,179.129,218.91
17,Seattle,WA,47.7276912,-122.3453245,5420546579,3,2623,5713,1046133939128303,334205384715469,559474285082054,570821150987913,20.191,20.348,11.948,26.946,359.461,48.267,182.14,270.0
18,Seattle,WA,47.7276918,-122.3452079,9341179692,3,2623,5713,1046133939128303,334205384715469,559474285082054,570821150987913,11.735,11.96,3.476,22.402,359.461,48.267,182.14,270.0
19,Seattle,WA,47.7280121,-122.3452459,12167393620,3,2623,5713,328635195272955,380023926690578,476507353674741,570821150987913,14.658,14.658,5.526,18.563,0.0,63.639,179.259,270.0
20,Seattle,WA,47.7321484,-122.3554118,9936859734,4,2623,5713,535550494593027,1397964867311096,297627085445000,268812298260113,5.692,8.453,6.873,10.149,0.529,127.583,175.526,272.23
21,Seattle,WA,47.7324122,-122.3557466,9773935729,3,2623,5713,2962701670714416,366362878195102,321161946162695,1254662961617369,7.416,8.957,7.479,14.978,0.091,132.725,181.292,272.23
22,Seattle,WA,47.7324551,-122.3450754,13465412071,3,2623,5713,955015728667363,327367478912188,504752680969888,484619539519700,0.84,4.931,1.168,4.373,359.622,80.62,179.689,270.0
23,Seattle,WA,47.7328627,-122.3557467,12176753454,4,2623,5713,245435130711510,1166271500511182,273632327825641,936157243594142,7.839,18.818,7.763,15.665,359.951,143.228,179.268,272.23
24,Seattle,WA,47.7332023,-122.3558867,8536286964,3,2623,5713,579461846356043,462222758212833,1170286493417532,860551737870437,18.371,21.084,18.371,2.759,1.532,113.016,180.634,269.301
25,Seattle,WA,47.7332266,-122.3608536,12138716843,4,2623,5713,910380123138918,1162140714229058,963795764389170,2837719419776153,4.299,2.336,5.891,2.649,359.8,113.016,180.378,269.054
26,Seattle,WA,47.7337483,-122.3448843,9340835969,3,2623,5713,972615240233149,186340020023422,478405663460437,143311644914382,5.545,11.649,11.186,9.381,0.297,97.698,180.0,266.455
27,Seattle,WA,47.7338053,-122.3452885,9341181556,4,2623,5713,748737449136689,186340020023422,911624572717815,529602201778977,13.596,19.243,2.121,19.434,0.107,97.698,178.844,270.0
28,Seattle,WA,47.7338054,-122.3453519,5430911121,3,2623,5713,748737449136689,186340020023422,911624572717815,802441683713930,18.327,23.893,6.13,23.847,0.107,97.698,178.844,270.0
29,Seattle,WA,47.7287329,-122.3341329,9299499922,3,2624,5713,1367351166983111,488709555710189,3269148923312974,761657634532468,5.242,28.932,2.297,5.898,0.726,100.974,180.85,217.227
30,Seattle,WA,47.7288521,-122.3343507,5686335577,3,2624,5713,657541322232177,161885939210597,306000054352097,497965038061103,6.76,19.227,5.963,10.322,358.648,100.974,177.277,233.375
31,Seattle,WA,47.7288866,-122.334528,9299499946,3,2624,5713,136404652248754,161885939210597,140088011481426,497965038061103,19.662,27.375,19.219,20.083,358.648,100.974,180.199,233.375
32,Seattle,WA,47.7335268,-122.3288042,9341181703,4,2624,5713,664054118146450,947051032707525,138797601569265,470234670723091,8.206,27.459,27.98,24.307,356.235,90.0,180.0,281.992
33,Seattle,WA,47.7337696,-122.3285913,4270710902,3,2624,5713,354486046693086,947051032707525,138797601569265,1326396374490686,23.837,26.032,26.414,26.401,359.135,90.0,180.0,274.252
34,Seattle,WA,47.733887,-122.3231929,13724151186,3,2624,5713,1578332019180403,967016252445277,1509951994171291,1371642508327433,21.839,6.929,14.045,5.28,358.835,81.756,170.311,256.014
35,Seattle,WA,47.7265582,-122.3125595,9342228978,3,2625,5713,4492079094182480,1007348403425537,178401624176056,490546268928385,7.804,12.049,7.876,22.563,5.301,89.181,178.456,264.34
36,Seattle,WA,47.7265912,-122.3124296,9342446217,3,2625,5713,3964715503565427,292599322521490,330775881724884,490546268928385,5.194,5.241,17.519,26.54,16.487,84.414,178.456,264.34
37,Seattle,WA,47.7265917,-122.3124633,9342446221,4,2625,5713,3964715503565427,1007348403425537,330775881724884,490546268928385,4.538,6.318,15.011,24.509,16.487,89.181,178.456,264.34
38,Seattle,WA,47.7265969,-122.3072644,979972605,4,2625,5713,1222173594885888,810147973253049,319605883003442,765156011055181,15.159,5.039,10.225,7.774,0.0,89.084,177.147,284.759
39,Seattle,WA,47.7266436,-122.3124298,9342446220,4,2625,5713,3964715503565427,1007348403425537,954305318729361,490546268928385,10.633,3.058,17.606,23.582,16.487,89.181,178.917,264.34
40,Seattle,WA,47.7266449,-122.3125568,9342228981,4,2625,5713,4492079094182480,1007348403425537,461395081624359,490546268928385,15.124,6.498,8.309,15.351,5.301,89.181,178.917,264.34
41,Seattle,WA,47.7266588,-122.3127722,9342228983,4,2625,5713,477777803279024,787426675500714,3940229776075896,1194188504368066,15.782,4.901,3.816,5.941,10.027,82.515,179.154,274.162
42,Seattle,WA,47.7266956,-122.317916,1279299972,4,2625,5713,694659994588346,316188466555401,1214292849011039,808855593365652,1.371,14.377,4.795,14.974,23.674,41.512,192.638,212.361
43,Seattle,WA,47.7267158,-122.3125589,9342228976,4,2625,5713,477777803279024,529038568273429,2874905266109473,490546268928385,8.156,5.188,7.876,11.939,10.027,105.575,179.268,264.34
44,Seattle,WA,47.7270922,-122.317184,704976321,3,2625,5713,470533354178787,1127846441031859,300777461756854,379226080003759,33.653,2.031,34.035,3.643,355.562,64.749,185.397,245.473
45,Seattle,WA,47.7284473,-122.3100755,9074597529,3,2625,5713,474653390421373,2898206950398037,117997160330274,769300760429726,17.733,14.262,2.876,3.682,5.194,72.42,167.118,260.015
46,Seattle,WA,47.7311933,-122.3086575,2304444763,3,2625,5713,318263316400306,314410423432293,1074875289702572,1737477183099682,17.092,13.075,16.29,14.278,0.0,90.0,180.803,313.414
47,Seattle,WA,47.7320033,-122.3005775,53218062,3,2625,5713,132651032236684,176493377716538,4144124159004737,2595718594066241,10.094,10.529,7.575,4.409,355.339,86.641,182.99,290.669
48,Seattle,WA,47.7320553,-122.3125609,9342228967,3,2625,5713,831470880795353,757343871506204,286810839784467,2809486416033177,3.436,3.278,3.052,5.647,4.806,90.0,155.849,270.0
49,Seattle,WA,47.7324788,-122.3033938,53108467,5,2625,5713,178471894156792,183562673639359,1882986991860321,545425986622240,15.028,5.69,3.191,15.918,7.051,110.39,172.339,270.0
50,Seattle,WA,47.7325262,-122.3108408,11735877884,4,2625,5713,2879138375719618,2023129847867468,3747663051998167,801670337435678,7.957,11.93,16.739,16.676,6.452,74.564,188.178,265.385
51,Seattle,WA,47.7330877,-122.3109546,11735877879,4,2625,5713,226580875500241,756058678907655,348322040054248,272176564590401,31.177,19.426,27.547,31.577,358.867,104.879,183.247,249.61
52,Seattle,WA,47.7331328,-122.3126071,1785384560,4,2625,5713,2900641533484542,629124014715570,1946831312132213,504886790703483,3.821,1.566,6.503,2.651,13.247,100.141,174.938,270.576
53,Seattle,WA,47.7334138,-122.3123974,11882319401,3,2625,5713,280857253685477,1582151758842790,540625407322564,462903371481576,13.114,3.222,4.157,0.22,0.0,90.0,176.152,271.872
54,Seattle,WA,47.7334299,-122.3128781,9342149959,3,2625,5713,320195072999269,467581044343433,981260926018631,497989198068818,12.342,23.205,11.404,16.68,3.325,90.0,176.109,291.475
55,Seattle,WA,47.7335391,-122.3019678,11974131236,3,2625,5713,502631737602858,116658397142678,536433267764508,2911636022409347,8.316,27.963,24.7,29.423,0.0,89.437,221.885,270.289
56,Seattle,WA,47.7336126,-122.3113309,9259140978,3,2625,5713,432072051981924,523736025308948,3239087993084224,5095420960575552,30.793,29.366,30.114,31.598,304.836,91.338,180.591,275.568
57,Seattle,WA,47.7336419,-122.3126143,9342228992,4,2625,5713,840253533514413,820959242155889,214549500226626,285044010030238,3.134,11.991,8.472,15.023,358.668,108.284,177.673,270.0
58,Seattle,WA,47.7337032,-122.312427,12293319675,4,2625,5713,2873731309511940,143374334439586,747493545916453,285044010030238,16.911,19.977,22.907,24.469,359.162,91.653,178.834,270.0
59,Seattle,WA,47.7337791,-122.3116108,9259140973,3,2625,5713,311331027361729,218728216419637,401775708489350,464531208143698,30.756,11.556,8.201,22.37,317.611,90.0,182.058,270.0
60,Seattle,WA,47.7338756,-122.3121377,9342490724,4,2625,5713,460630791696483,606371283656855,4007887712660678,172877188076169,17.017,2.425,14.342,12.044,0.0,90.655,186.396,271.654
61,Seattle,WA,47.7339652,-122.3072508,9342490635,3,2625,5713,519833049396691,321871236008372,962068911289214,963422944475678,3.972,9.372,26.601,2.107,0.0,89.885,161.734,271.112
62,Seattle,WA,47.7251041,-122.2825694,7934057626,3,2626,5713,288027952967975,2578458799124518,3953441424770883,216562316624104,2.694,5.625,0.358,7.621,12.859,119.417,193.998,266.134
63,Seattle,WA,47.7262475,-122.2886012,9462237729,4,2626,5713,181466567080741,164292485530607,4034371629957528,3977414122345292,3.033,18.734,6.277,23.809,0.0,88.659,174.788,270.774
64,Seattle,WA,47.7262693,-122.288317,3641567282,3,2626,5713,181466567080741,3877512119021540,1247851995635706,3002202046730548,24.341,16.42,27.576,20.995,0.0,81.544,175.726,270.767
65,Seattle,WA,47.7263684,-122.2886038,9462227590,3,2626,5713,1350661008648276,164292485530607,568615490787081,3977414122345292,4.394,5.981,7.542,10.541,10.265,88.659,171.569,270.774
66,Seattle,WA,47.726417,-122.2910947,9430678677,3,2626,5713,815039022769167,568893084074591,3170733663205144,155662653185246,7.806,6.488,16.253,10.222,343.053,100.317,182.962,270.0
67,Seattle,WA,47.7264551,-122.2910907,9430678743,4,2626,5713,815039022769167,845273879400748,1174573186296739,300159088244125,8.195,0.274,16.4,5.142,343.053,114.036,190.038,264.146
68,Seattle,WA,47.7265527,-122.2924588,9430678696,3,2626,5713,201084601846137,621712395895781,179847604035246,3022608577973899,10.731,10.063,10.075,21.927,15.06,84.079,182.722,264.692
69,Seattle,WA,47.7265678,-122.2924274,9430678698,3,2626,5713,201084601846137,621712395895781,179847604035246,3022608577973899,8.756,12.359,7.339,19.6,15.06,84.079,182.722,264.692
70,Seattle,WA,47.7266407,-122.2925969,5429689660,3,2626,5713,215404210096172,280904840401592,501924987656788,3022608577973899,23.294,19.334,20.359,33.53,6.225,91.039,181.943,264.692
71,Seattle,WA,47.7268103,-122.292084,9430678805,4,2626,5713,137954188318228,814478375834265,1013603625839200,823563521889301,5.046,30.085,17.795,28.341,0.838,90.0,181.341,264.692
72,Seattle,WA,47.726859,-122.2912556,9430678676,3,2626,5713,2099684510168644,141141574600429,243527717542454,4323154464395517,8.465,12.936,5.48,23.914,338.253,109.04,151.228,222.908
73,Seattle,WA,47.7278478,-122.2965097,9430976383,3,2626,5713,282244740278328,457538172009015,225346438927067,1082658792256681,17.581,9.226,4.606,9.983,345.757,108.936,177.799,276.85
74,Seattle,WA,47.7278601,-122.2963108,12132123670,3,2626,5713,282244740278328,457538172009015,225346438927067,1042657353053211,16.271,20.195,12.159,8.029,345.757,108.936,177.799,272.365
75,Seattle,WA,47.7279752,-122.2965131,9430998160,3,2626,5713,936363320259576,457538172009015,2923669181243199,1082658792256681,10.159,7.048,11.804,4.648,355.008,108.936,169.538,276.85
76,Seattle,WA,47.7282354,-122.2920893,9883642561,3,2626,5713,2817536271802490,298952135096149,1159793837834287,285304136443346,10.733,6.13,5.271,10.13,359.111,137.471,146.073,315.203
77,Seattle,WA,47.7319569,-122.2938196,53155455,3,2626,5713,339182364229173,820825228549680,217071606848039,898323064345442,5.649,11.208,3.253,3.895,8.501,90.0,198.588,257.766
78,Seattle,WA,47.731972,-122.2964736,9430998197,4,2626,5713,106621231510702,806084916779831,1194397287687227,1866546786855254,13.593,3.771,13.797,14.159,10.395,76.789,190.479,258.682
79,Seattle,WA,47.7324326,-122.2922541,9430678874,4,2626,5713,182067267121545,1444091392611317,1132327410580710,1032577183936638,7.476,18.714,16.894,14.592,358.777,33.925,179.124,267.532
80,Seattle,WA,47.7324333,-122.2920986,5431736203,3,2626,5713,1444091392611317,1444091392611317,940263476539348,1032577183936638,7.218,7.218,7.608,4.209,33.925,33.925,181.675,267.532
81,Seattle,WA,47.7330426,-122.2856865,53100268,3,2626,5713,2947523985535501,511525603369253,488310965948927,1471164839881635,6.79,3.45,4.011,4.743,0.0,140.332,189.545,261.543
82,Seattle,WA,47.7333076,-122.285761,4556264542,3,2626,5713,2947523985535501,509103817112305,139265168228643,310687463763620,28.738,29.157,2.254,29.157,0.0,50.443,177.134,270.0
83,Seattle,WA,47.733603,-122.2930244,5431782697,3,2626,5713,495556075225577,827837547832500,467357561027818,799879613977940,11.976,5.898,19.897,14.122,354.512,92.337,180.0,270.0
84,Seattle,WA,47.7336896,-122.296421,9384666061,3,2626,5713,2528470227299113,924608628315841,1126776361147157,198464521996249,13.966,2.784,6.702,11.878,0.0,91.319,186.523,270.351
85,Seattle,WA,47.7338435,-122.2930572,9384666047,4,2626,5713,1122642748225354,822911545294188,163498559041647,509191120535585,3.163,12.129,3.994,1.733,352.339,91.38,180.234,269.233
86,Seattle,WA,47.7338451,-122.2932875,9384666045,4,2626,5713,4407366799285581,294821095626693,925003695022193,3450831915016419,19.5,11.051,18.13,0.716,358.573,92.268,174.156,270.076
87,Seattle,WA,47.7338874,-122.2926716,9384664395,3,2626,5713,811689489463220,221330922773312,309120900729738,538304160510814,10.129,5.602,5.335,6.035,0.0,100.528,181.299,266.976
88,Seattle,WA,47.7110172,-122.3661122,53179248,3,2622,5714,1462234394114469,3228102057464643,168109945294202,773756030169070,3.488,1.074,34.908,1.633,0.0,96.252,234.264,264.523
89,Seattle,WA,47.7111846,-122.3785047,9039262957,3,2622,5714,1449727752041130,2173486586114740,1718198588387219,476809703614643,10.838,10.838,10.096,0.509,12.642,81.26,186.496,268.7
90,Seattle,WA,47.7116834,-122.3687591,12331996053,4,2622,5714,869032117054226,520283475660373,195489202400307,379438036703011,32.018,21.108,28.482,27.577,0.0,57.243,201.688,284.13
91,Seattle,WA,47.7117318,-122.3684468,1728414711,3,2622,5714,489044535639722,487788182427820,1338483403216183,745209986169847,8.368,10.322,9.273,10.86,334.184,54.841,201.688,216.129
92,Seattle,WA,47.7117792,-122.3679718,53195121,3,2622,5714,476287716970752,113606934293654,1385967501766490,753184272058350,4.386,6.101,9.157,5.425,356.294,89.554,177.082,273.02
93,Seattle,WA,47.7119239,-122.3768502,4345404251,4,2622,5714,1164682944355249,518027845866246,585425832429813,213018867069963,2.471,1.21,11.48,18.896,0.0,96.313,176.466,271.577
94,Seattle,WA,47.7124199,-122.3788805,9060812880,3,2622,5714,154982463266156,669899600937091,2378224212321132,973487739864674,9.63,21.349,8.409,14.383,0.0,99.241,178.993,259.503
95,Seattle,WA,47.7124368,-122.378751,9060812879,3,2622,5714,938874430063620,669899600937091,389837136326489,973487739864674,4.883,17.62,1.378,5.659,0.0,99.241,180.113,259.503
96,Seattle,WA,47.7125109,-122.3788932,331969646,4,2622,5714,3143269619227816,669899600937091,1073973156519443,216564620494917,8.41,13.476,8.41,13.344,0.0,99.241,179.932,266.866
97,Seattle,WA,47.7112892,-122.3445548,3712392134,3,2623,5714,860551371705538,1976692062480712,979663749456524,230440592180702,8.82,15.208,15.569,11.894,2.81,90.0,180.0,270.869
98,Seattle,WA,47.7122464,-122.344997,9351559064,3,2623,5714,263997895513471,142195031259018,776754673000992,891628818064319,6.61,9.418,6.472,8.236,0.0,90.0,179.443,298.388
99,Seattle,WA,47.7123951,-122.3446068,9351559060,3,2623,5714,1185056605291546,282131820362780,228663715344138,139104481544052,12.421,8.72,10.709,9.059,359.352,95.852,175.724,269.892
100,Seattle,WA,47.7130092,-122.3648969,8535718622,3,2623,5714,577043459941849,608344240124376,373597817387353,2525268921115326,11.892,0.106,11.586,0.971,35.788,89.818,194.161,265.44
101,Seattle,WA,47.719574,-122.3581571,12126162113,3,2623,5714,906431429933621,207166664567606,477100376847147,464044057990248,17.805,2.757,18.51,2.942,355.684,91.9,162.842,270.967
102,Seattle,WA,47.7195768,-122.3583688,12126162112,3,2623,5714,246327953949127,204293231524290,477100376847147,775209676476657,14.841,2.162,7.143,3.562,5.223,90.487,162.842,270.32
103,Seattle,WA,47.7196464,-122.3447569,9296475208,3,2623,5714,1148390745628840,719465912704018,480179349882261,725473521815370,10.262,4.173,14.627,3.141,359.325,89.41,179.54,281.511
104,Seattle,WA,47.7196879,-122.3581742,9992490337,3,2623,5714,906431429933621,792271991432727,476470303411901,119931296808840,8.147,5.142,10.39,5.499,355.684,90.076,139.712,269.733
105,Seattle,WA,47.7196972,-122.3608836,9992347616,3,2623,5714,940487243353344,295190378938575,1983123365188848,292294229045563,3.639,5.316,2.59,3.62,358.243,90.0,179.197,265.279
106,Seattle,WA,47.719706,-122.3451234,9296475204,3,2623,5714,860306461237853,1107694054655184,310212293890015,3880916468887232,6.129,7.19,2.245,7.683,359.226,98.455,178.306,277.698
107,Seattle,WA,47.719916,-122.3452116,8976628963,4,2623,5714,1148987465574800,561572021475064,1447427318939187,2643060862658956,3.041,14.245,6.552,14.245,351.35,110.394,175.949,270.0
108,Seattle,WA,47.7199279,-122.3460087,13200822684,3,2623,5714,577224089933700,927462634743093,141055067955637,4039498529473336,2.832,6.613,0.79,6.503,0.323,63.643,179.843,270.0
109,Seattle,WA,47.7199728,-122.3452544,476221290,3,2623,5714,922741121610376,561572021475064,1447427318939187,473745190403740,1.678,18.335,9.582,7.182,336.625,110.394,175.949,272.579
110,Seattle,WA,47.7201012,-122.3461053,9755838372,4,2623,5714,568989870732327,315644200092785,187973409854789,983664712377123,8.156,16.079,8.174,13.007,1.335,94.651,188.18,264.911
111,Seattle,WA,47.720292,-122.346,476221243,4,2623,5714,167694931949539,146112900769284,471736930799048,301243901583198,7.469,4.403,2.248,16.102,6.166,71.163,178.949,275.2
112,Seattle,WA,47.7202984,-122.3447956,9299821319,4,2623,5714,474175280547548,473423113736979,5186970628028793,908471656364532,6.145,12.123,10.488,12.534,359.504,90.0,179.197,270.0
113,Seattle,WA,47.7203706,-122.3451207,12126162156,3,2623,5714,297984368633733,473423113736979,143624921016267,908471656364532,5.33,18.984,1.374,17.849,358.768,90.0,180.787,270.0
114,Seattle,WA,47.7204702,-122.346,476221233,3,2623,5714,4001228763298166,493558301760595,1104941743325908,473733157199747,5.364,6.164,3.747,1.833,9.547,108.906,173.026,269.532
115,Seattle,WA,47.7208413,-122.3457932,476221341,4,2623,5714,1364707823897684,226406502184342,268476775016390,180451567314618,3.304,20.988,7.597,5.496,345.43,91.468,202.766,268.485
116,Seattle,WA,47.7210348,-122.3465577,476221324,3,2623,5714,866806280536931,1443891492613159,1378074925883934,182682760396824,22.306,22.175,22.675,22.434,0.0,90.0,180.0,275.308
117,Seattle,WA,47.7213494,-122.3465564,9938739065,4,2623,5714,866806280536931,1443891492613159,814691086151980,854483282171797,34.582,34.902,34.902,34.902,0.0,90.0,126.621,281.989
118,Seattle,WA,47.7213866,-122.3453202,476221380,3,2623,5714,544880923336577,311330050516864,323706119276442,466295984660348,15.663,2.106,9.335,15.777,0.0,91.988,158.019,243.642
119,Seattle,WA,47.7213887,-122.3455612,8535875454,3,2623,5714,544880923336577,377220170279137,323706119276442,466295984660348,33.378,3.015,25.798,33.203,0.0,93.806,158.019,243.642
120,Seattle,WA,47.7213941,-122.3461989,5427361361,3,2623,5714,316388923261293,487996405880563,814691086151980,182682760396824,32.489,28.396,33.412,33.741,0.0,85.596,126.621,275.308
121,Seattle,WA,47.7223119,-122.3461677,5427361364,3,2623,5714,909307346580596,1681218862080717,172406414801508,2481024118717656,5.206,2.982,4.656,0.391,1.852,88.02,176.878,270.53
122,Seattle,WA,47.7223495,-122.3464654,9938739085,4,2623,5714,293737862443820,301602138284234,3158063364422058,920962158975178,26.672,6.715,24.378,3.537,0.567,91.655,184.439,269.765
123,Seattle,WA,47.7223717,-122.3461042,9938739074,4,2623,5714,377396436961912,775151183172980,2924072394537700,2481024118717656,0.746,3.038,0.494,7.787,358.648,90.0,180.0,270.53
124,Seattle,WA,47.7223956,-122.3484294,9960565404,3,2623,5714,145141894259623,867044474195424,503957594131696,537246247439271,7.477,17.396,8.346,9.67,357.104,95.979,184.834,268.266
125,Seattle,WA,47.7224788,-122.3461048,5427412358,3,2623,5714,2238910202905710,349242959865560,227214512075304,2481024118717656,6.245,6.65,1.029,18.812,1.417,86.743,175.649,270.53
126,Seattle,WA,47.7228081,-122.3451439,9299817204,4,2623,5714,3857835764325577,484668716151576,268967468256257,326448608909655,5.309,19.764,3.549,13.259,359.44,90.0,179.736,270.0
127,Seattle,WA,47.7230259,-122.3481223,11749012474,4,2623,5714,1440350772968561,473312480408993,317141786434057,498636244513209,3.539,21.216,8.235,11.007,0.0,88.518,181.671,270.0
128,Seattle,WA,47.7230307,-122.3483327,11749012471,4,2623,5714,294713105618056,295799715429219,317141786434057,498636244513209,7.337,20.286,7.862,10.448,5.166,89.166,181.671,270.0
129,Seattle,WA,47.723142,-122.3442924,9299821338,4,2623,5714,3324576011102192,506890774484031,761414864736032,478296133429199,11.125,3.189,13.544,11.367,0.0,90.671,176.34,269.341
130,Seattle,WA,47.7231702,-122.3553747,8819623910,3,2623,5714,485846849918336,216542246678553,312012160488060,302623008009421,9.258,5.328,13.432,12.836,0.478,88.381,180.0,270.339
131,Seattle,WA,47.723245,-122.3595978,53103621,4,2623,5714,508582790320913,528037185041859,503556744165638,288325246333205,2.995,1.704,7.277,5.221,0.0,91.203,197.43,270.743
132,Seattle,WA,47.7237715,-122.3448038,5643020960,3,2623,5714,3915819491858225,535106954147044,1124368375065117,302675241405929,7.248,11.156,9.574,11.044,1.253,90.0,179.47,270.0
133,Seattle,WA,47.723856,-122.3445944,3825612068,3,2623,5714,789034495078640,535106954147044,391223752840252,2875317372707793,22.325,27.017,25.386,27.017,1.253,90.0,178.456,270.0
134,Seattle,WA,47.7239076,-122.3453037,5427412326,4,2623,5714,927547084706881,493344741998340,488374819081381,137182731738290,15.101,22.877,11.101,23.192,0.183,79.473,180.311,258.011
135,Seattle,WA,47.7242531,-122.3453365,5427485672,3,2623,5714,5007146449360914,359247349434086,501862747672740,314943076676448,4.205,0.764,10.645,8.726,352.629,82.84,185.489,270.309
136,Seattle,WA,47.7243466,-122.3482031,10863289393,3,2623,5714,531342448024666,805443623689059,246555507233719,522299915610149,11.076,32.809,10.49,31.367,5.557,51.739,186.222,230.76
137,Seattle,WA,47.7243868,-122.3441105,3825612062,4,2623,5714,309224764100013,309354900557749,763117757643898,795397741349937,5.924,2.457,16.766,4.588,1.021,110.65,180.0,289.384
138,Seattle,WA,47.7098105,-122.3238785,2706302814,3,2624,5714,476712668337268,560688768461117,1163344761609653,7693876597396984,22.799,15.88,15.511,28.888,13.55,86.698,181.448,289.169
139,Seattle,WA,47.7118817,-122.3259477,11974770403,4,2624,5714,3761254177472410,504766345622147,507052148949074,543068518245150,9.128,14.812,10.046,29.996,17.0,30.0,188.0,270.0
140,Seattle,WA,47.7121322,-122.3261665,11294859173,3,2624,5714,1336792263970458,4242988009264402,538226895260556,543068518245150,10.767,17.052,5.284,4.505,356.0,102.0,191.0,270.0
141,Seattle,WA,47.7122289,-122.3339643,8986752638,3,2624,5714,736590541376301,1462055347506159,502472040952561,1617205479139275,3.29,17.055,6.099,33.145,358.54,82.48,183.077,211.0
142,Seattle,WA,47.712366,-122.3341824,9383830215,3,2624,5714,473655444537045,1690628947805525,466865911085757,1617205479139275,5.81,8.426,1.439,16.529,358.566,92.836,181.542,211.0
143,Seattle,WA,47.7127077,-122.338622,11885896167,3,2624,5714,1031633314943513,444799401924601,2449424315255249,1042973584175572,19.353,21.42,15.36,2.982,25.0,103.0,184.0,259.0
144,Seattle,WA,47.7127104,-122.3384546,11608845040,4,2624,5714,1031633314943513,1225029941955452,2449424315255249,549839207430379,6.878,14.578,5.211,3.166,25.0,54.0,184.0,253.0
145,Seattle,WA,47.7129047,-122.3369342,11885923599,3,2624,5714,898065098843302,1085275379691164,2223667204669115,2223667204669115,11.496,24.378,11.484,11.484,8.0,88.0,211.0,211.0
146,Seattle,WA,47.7130779,-122.3356636,11608845035,4,2624,5714,1127646421072960,1079835177036036,603092880664427,1057684209407338,6.877,1.8,11.553,7.655,337.517,119.0,169.118,328.0
147,Seattle,WA,47.713086,-122.3360004,11608844881,3,2624,5714,4315673501797800,1036241094470848,1036241094470848,544706647907904,15.786,2.413,2.413,14.578,334.751,134.0,134.0,315.0
