point_id,msp_street_heading_count,msp_street_complete,msp_naip_present,seattle_street_heading_count,seattle_street_complete,seattle_naip_present,in_final_lock,drop_reasons
79,4,True,True,4,True,True,True,
80,4,True,True,4,True,True,True,
81,4,True,True,4,True,True,True,
82,4,True,True,4,True,True,True,
83,4,True,True,4,True,True,True,
84,4,True,True,4,True,True,True,
85,4,True,True,4,True,True,True,
86,4,True,True,4,True,True,True,
87,4,True,True,4,True,True,True,
88,4,True,True,4,True,True,True,
89,4,True,True,4,True,True,True,
90,4,True,True,4,True,True,True,
91,4,True,True,4,True,True,True,
92,4,True,True,4,True,True,True,
93,4,True,True,4,True,True,True,
94,4,True,True,4,True,True,True,
95,4,True,True,4,True,True,True,
96,4,True,True,4,True,True,True,
97,4,True,True,4,True,True,True,
98,4,True,True,4,True,True,True,
99,4,True,True,4,True,True,True,
100,4,True,True,4,True,True,True,
101,4,True,True,4,True,True,True,
102,4,True,True,4,True,True,True,
103,4,True,True,4,True,True,True,
104,4,True,True,4,True,True,True,
105,4,True,True,4,True,True,True,
106,4,True,True,4,True,True,True,
107,4,True,True,4,True,True,True,
108,4,True,True,4,True,True,True,
109,4,True,True,4,True,True,True,
110,4,True,True,4,True,True,True,
111,4,True,True,4,True,True,True,
112,4,True,True,4,True,True,True,
113,4,True,True,4,True,True,True,
114,4,True,True,4,True,True,True,
115,4,True,True,4,True,True,True,
116,4,True,True,4,True,True,True,
117,4,True,True,4,True,True,True,
118,4,True,True,4,True,True,True,
119,4,True,True,4,True,True,True,
120,4,True,True,4,True,True,True,
121,4,True,True,4,True,True,True,
122,4,True,True,4,True,True,True,
123,4,True,True,4,True,True,True,
124,4,True,True,4,True,True,True,
125,4,True,True,4,True,True,True,
126,4,True,True,4,True,True,True,
127,4,True,True,4,True,True,True,
128,4,True,True,4,True,True,True,
129,4,True,True,4,True,True,True,
130,4,True,True,4,True,True,True,
131,4,True,True,4,True,True,True,
132,4,True,True,4,True,True,True,
133,4,True,True,4,True,True,True,
134,4,True,True,4,True,True,True,
135,4,True,True,4,True,True,True,
136,4,True,True,4,True,True,True,
137,4,True,True,4,True,True,True,
138,4,True,True,4,True,True,True,
139,4,True,True,4,True,True,True,
140,4,True,True,4,True,True,True,
141,4,True,True,4,True,True,True,
142,4,True,True,4,True,True,True,
143,4,True,True,4,True,True,True,
144,4,True,True,4,True,True,True,
145,4,True,True,4,True,True,True,
146,4,True,True,4,True,True,True,
147,4,True,True,4,True,True,True,
148,4,True,True,4,True,True,True,
149,4,True,True,4,True,True,True,
150,4,True,True,4,True,True,True,
151,4,True,True,4,True,True,True,
152,4,True,True,4,True,True,True,
153,4,True,True,4,True,True,True,
154,4,True,True,4,True,True,True,
155,4,True,True,4,True,True,True,
156,4,True,True,4,True,True,True,
157,4,True,True,4,True,True,True,
158,4,True,True,4,True,True,True,
159,4,True,True,4,True,True,True,
160,4,True,True,4,True,True,True,
161,4,True,True,4,True,True,True,
162,4,True,True,4,True,True,True,
163,4,True,True,4,True,True,True,
164,4,True,True,4,True,True,True,
165,4,True,True,4,True,True,True,
166,4,True,True,4,True,True,True,
167,4,True,True,4,True,True,True,
168,4,True,True,4,True,True,True,
169,4,True,True,4,True,True,True,
170,4,True,True,4,True,True,True,
171,4,True,True,4,True,True,True,
172,4,True,True,4,True,True,True,
173,4,True,True,4,True,True,True,
174,4,True,True,4,True,True,True,
175,4,True,True,4,True,True,True,
176,4,True,True,4,True,True,True,
177,4,True,True,4,True,True,True,
178,4,True,True,4,True,True,True,
179,4,True,True,4,True,True,True,
180,4,True,True,4,True,True,True,
181,4,True,True,4,True,True,True,
182,4,True,True,4,True,True,True,
183,4,True,True,4,True,True,True,
184,4,True,True,4,True,True,True,
185,4,True,True,4,True,True,True,
186,4,True,True,4,True,True,True,
187,4,True,True,4,True,True,True,
188,4,True,True,4,True,True,True,
189,4,True,True,4,True,True,True,
190,4,True,True,4,True,True,True,
191,4,True,True,4,True,True,True,
192,4,True,True,4,True,True,True,
193,4,True,True,4,True,True,True,
194,4,True,True,4,True,True,True,
195,4,True,True,4,True,True,True,
196,4,True,True,4,True,True,True,
197,4,True,True,4,True,True,True,
198,4,True,True,4,True,True,True,
199,4,True,True,4,True,True,True,
200,4,True,True,4,True,True,True,
201,4,True,True,4,True,True,True,
202,4,True,True,4,True,True,True,
203,4,True,True,4,True,True,True,
204,4,True,True,4,True,True,True,
205,4,True,True,4,True,True,True,
206,4,True,True,4,True,True,True,
207,4,True,True,4,True,True,True,
208,4,True,True,4,True,True,True,
209,4,True,True,4,True,True,True,
210,4,True,True,4,True,True,True,
211,4,True,True,4,True,True,True,
212,4,True,True,4,True,True,True,
213,4,True,True,4,True,True,True,
214,4,True,True,4,True,True,True,
215,4,True,True,4,True,True,True,
216,4,True,True,4,True,True,True,
217,4,True,True,4,True,True,True,
218,4,True,True,4,True,True,True,
219,4,True,True,4,True,True,True,
220,4,True,True,4,True,True,True,
221,4,True,True,4,True,True,True,
222,4,True,True,4,True,True,True,
223,4,True,True,4,True,True,True,
224,4,True,True,4,True,True,True,
225,4,True,True,4,True,True,True,
226,4,True,True,4,True,True,True,
227,4,True,True,4,True,True,True,
228,4,True,True,4,True,True,True,
229,4,True,True,4,True,True,True,
230,4,True,True,4,True,True,True,
231,4,True,True,4,True,True,True,
232,4,True,True,4,True,True,True,
233,4,True,True,4,True,True,True,
234,4,True,True,4,True,True,True,
235,4,True,True,4,True,True,True,
236,4,True,True,4,True,True,True,
237,4,True,True,4,True,True,True,
238,4,True,True,4,True,True,True,
239,4,True,True,4,True,True,True,
240,4,True,True,4,True,True,True,
241,4,True,True,4,True,True,True,
242,4,True,True,4,True,True,True,
243,4,True,True,4,True,True,True,
244,4,True,True,4,True,True,True,
245,4,True,True,4,True,True,True,
246,4,True,True,4,True,True,True,
247,4,True,True,4,True,True,True,
248,4,True,True,4,True,True,True,
249,4,True,True,4,True,True,True,
250,4,True,True,4,True,True,True,
251,4,True,True,4,True,True,True,
252,4,True,True,4,True,True,True,
253,4,True,True,4,True,True,True,
254,4,True,True,4,True,True,True,
255,4,True,True,4,True,True,True,
256,4,True,True,4,True,True,True,
257,4,True,True,4,True,True,True,
258,4,True,True,4,True,True,True,
259,4,True,True,4,True,True,True,
260,4,True,True,4,True,True,True,
261,4,True,True,4,True,True,True,
262,4,True,True,4,True,True,True,
263,4,True,True,4,True,True,True,
264,4,True,True,4,True,True,True,
265,4,True,True,4,True,True,True,
266,4,True,True,4,True,True,True,
267,4,True,True,4,True,True,True,
268,4,True,True,4,True,True,True,
269,4,True,True,4,True,True,True,
270,4,True,True,4,True,True,True,
271,4,True,True,4,True,True,True,
272,4,True,True,4,True,True,True,
273,4,True,True,4,True,True,True,
274,4,True,True,4,True,True,True,
275,4,True,True,4,True,True,True,
276,4,True,True,4,True,True,True,
277,4,True,True,4,True,True,True,
278,4,True,True,4,True,True,True,
279,4,True,True,4,True,True,True,
280,4,True,True,4,True,True,True,
281,4,True,True,4,True,True,True,
282,4,True,True,4,True,True,True,
283,4,True,True,4,True,True,True,
284,4,True,True,4,True,True,True,
285,4,True,True,4,True,True,True,
286,4,True,True,4,True,True,True,
287,4,True,True,4,True,True,True,
288,4,True,True,4,True,True,True,
289,4,True,True,4,True,True,True,
290,4,True,True,4,True,True,True,
291,4,True,True,4,True,True,True,
292,4,True,True,4,True,True,True,
293,4,True,True,4,True,True,True,
294,4,True,True,4,True,True,True,
295,4,True,True,4,True,True,True,
296,4,True,True,4,True,True,True,
297,4,True,True,4,True,True,True,
298,4,True,True,4,True,True,True,
299,4,True,True,4,True,True,True,
300,4,True,True,4,True,True,True,
301,4,True,True,4,True,True,True,
302,4,True,True,4,True,True,True,
303,4,True,True,4,True,True,True,
304,4,True,True,4,True,True,True,
305,4,True,True,4,True,True,True,
306,4,True,True,4,True,True,True,
307,4,True,True,4,True,True,True,
308,4,True,True,4,True,True,True,
309,4,True,True,4,True,True,True,
310,4,True,True,4,True,True,True,
311,4,True,True,4,True,True,True,
312,4,True,True,4,True,True,True,
313,4,True,True,4,True,True,True,
314,4,True,True,4,True,True,True,
315,4,True,True,4,True,True,True,
316,4,True,True,4,True,True,True,
317,4,True,True,4,True,True,True,
318,4,True,True,4,True,True,True,
319,4,True,True,4,True,True,True,
320,4,True,True,4,True,True,True,
321,4,True,True,4,True,True,True,
322,4,True,True,4,True,True,True,
323,4,True,True,4,True,True,True,
324,4,True,True,4,True,True,True,
325,4,True,True,4,True,True,True,
326,4,True,True,4,True,True,True,
327,4,True,True,4,True,True,True,
328,4,True,True,4,True,True,True,
329,4,True,True,4,True,True,True,
330,4,True,True,4,True,True,True,
331,4,True,True,4,True,True,True,
332,4,True,True,4,True,True,True,
333,4,True,True,4,True,True,True,
334,4,True,True,4,True,True,True,
335,4,True,True,4,True,True,True,
336,4,True,True,4,True,True,True,
337,4,True,True,4,True,True,True,
338,4,True,True,4,True,True,True,
339,4,True,True,4,True,True,True,
340,4,True,True,4,True,True,True,
341,4,True,True,4,True,True,True,
342,4,True,True,4,True,True,True,
343,4,True,True,4,True,True,True,
344,4,True,True,4,True,True,True,
345,4,True,True,4,True,True,True,
346,4,True,True,4,True,True,True,
347,4,True,True,4,True,True,True,
348,4,True,True,4,True,True,True,
349,4,True,True,4,True,True,True,
350,4,True,True,4,True,True,True,
351,4,True,True,4,True,True,True,
352,4,True,True,4,True,True,True,
353,4,True,True,4,True,True,True,
354,4,True,True,4,True,True,True,
355,4,True,True,4,True,True,True,
356,4,True,True,4,True,True,True,
357,4,True,True,4,True,True,True,
358,4,True,True,4,True,True,True,
359,4,True,True,4,True,True,True,
360,4,True,True,4,True,True,True,
361,4,True,True,4,True,True,True,
362,4,True,True,4,True,True,True,
363,4,True,True,4,True,True,True,
364,4,True,True,4,True,True,True,
365,4,True,True,4,True,True,True,
366,4,True,True,4,True,True,True,
367,4,True,True,4,True,True,True,
368,4,True,True,4,True,True,True,
369,4,True,True,4,True,True,True,
370,4,True,True,4,True,True,True,
371,4,True,True,4,True,True,True,
372,4,True,True,4,True,True,True,
373,4,True,True,4,True,True,True,
374,4,True,True,4,True,True,True,
375,4,True,True,4,True,True,True,
376,4,True,True,4,True,True,True,
377,4,True,True,4,True,True,True,
378,4,True,True,4,True,True,True,
379,4,True,True,4,True,True,True,
380,4,True,True,4,True,True,True,
381,4,True,True,4,True,True,True,
382,4,True,True,4,True,True,True,
383,4,True,True,4,True,True,True,
384,4,True,True,4,True,True,True,
385,4,True,True,4,True,True,True,
386,4,True,True,4,True,True,True,
387,4,True,True,4,True,True,True,
388,4,True,True,4,True,True,True,
389,4,True,True,4,True,True,True,
390,4,True,True,4,True,True,True,
391,4,True,True,4,True,True,True,
392,4,True,True,4,True,True,True,
393,4,True,True,4,True,True,True,
394,4,True,True,4,True,True,True,
395,4,True,True,4,True,True,True,
396,4,True,True,4,True,True,True,
397,4,True,True,4,True,True,True,
398,4,True,True,4,True,True,True,
399,4,True,True,4,True,True,True,
400,4,True,True,4,True,True,True,
401,4,True,True,4,True,True,True,
402,4,True,True,4,True,True,True,
403,4,True,True,4,True,True,True,
404,4,True,True,4,True,True,True,
405,4,True,True,4,True,True,True,
406,4,True,True,4,True,True,True,
407,4,True,True,4,True,True,True,
408,4,True,True,4,True,True,True,
409,4,True,True,4,True,True,True,
410,4,True,True,4,True,True,True,
411,4,True,True,4,True,True,True,
412,4,True,True,4,True,True,True,
413,4,True,True,4,True,True,True,
414,4,True,True,4,True,True,True,
415,4,True,True,4,True,True,True,
416,4,True,True,4,True,True,True,
417,4,True,True,4,True,True,True,
418,4,True,True,4,True,True,True,
419,4,True,True,4,True,True,True,
420,4,True,True,4,True,True,True,
421,4,True,True,4,True,True,True,
422,4,True,True,4,True,True,True,
423,4,True,True,4,True,True,True,
424,4,True,True,4,True,True,True,
425,4,True,True,4,True,True,True,
426,4,True,True,4,True,True,True,
427,4,True,True,4,True,True,True,
428,4,True,True,4,True,True,True,
429,4,True,True,4,True,True,True,
430,4,True,True,4,True,True,True,
431,4,True,True,4,True,True,True,
432,4,True,True,4,True,True,True,
433,4,True,True,4,True,True,True,
434,4,True,True,4,True,True,True,
435,4,True,True,4,True,True,True,
436,4,True,True,4,True,True,True,
437,4,True,True,4,True,True,True,
438,4,True,True,4,True,True,True,
439,4,True,True,4,True,True,True,
440,4,True,True,4,True,True,True,
441,4,True,True,4,True,True,True,
442,4,True,True,4,True,True,True,
443,4,True,True,4,True,True,True,
444,4,True,True,4,True,True,True,
445,4,True,True,4,True,True,True,
446,4,True,True,4,True,True,True,
447,4,True,True,4,True,True,True,
448,4,True,True,4,True,True,True,
449,4,True,True,4,True,True,True,
450,4,True,True,4,True,True,True,
451,4,True,True,4,True,True,True,
452,4,True,True,4,True,True,True,
453,4,True,True,4,True,True,True,
454,4,True,True,4,True,True,True,
455,4,True,True,4,True,True,True,
456,4,True,True,4,True,True,True,
457,4,True,True,4,True,True,True,
458,4,True,True,4,True,True,True,
459,4,True,True,4,True,True,True,
460,4,True,True,4,True,True,True,
461,4,True,True,4,True,True,True,
462,4,True,True,4,True,True,True,
463,4,True,True,4,True,True,True,
464,4,True,True,4,True,True,True,
465,4,True,True,4,True,True,True,
466,4,True,True,4,True,True,True,
467,4,True,True,4,True,True,True,
468,4,True,True,4,True,True,True,
469,4,True,True,4,True,True,True,
470,4,True,True,4,True,True,True,
471,4,True,True,4,True,True,True,
472,4,True,True,4,True,True,True,
473,4,True,True,4,True,True,True,
474,4,True,True,4,True,True,True,
475,4,True,True,4,True,True,True,
476,4,True,True,4,True,True,True,
477,4,True,True,4,True,True,True,
478,4,True,True,4,True,True,True,
479,4,True,True,4,True,True,True,
480,4,True,True,4,True,True,True,
481,4,True,True,4,True,True,True,
482,4,True,True,4,True,True,True,
483,4,True,True,4,True,True,True,
484,4,True,True,4,True,True,True,
485,4,True,True,4,True,True,True,
486,4,True,True,4,True,True,True,
487,4,True,True,4,True,True,True,
488,4,True,True,4,True,True,True,
489,4,True,True,4,True,True,True,
490,4,True,True,4,True,True,True,
491,4,True,True,4,True,True,True,
492,4,True,True,4,True,True,True,
493,4,True,True,4,True,True,True,
494,4,True,True,4,True,True,True,
495,4,True,True,4,True,True,True,
496,4,True,True,4,True,True,True,
497,4,True,True,4,True,True,True,
498,4,True,True,4,True,True,True,
499,4,True,True,4,True,True,True,
500,4,True,True,4,True,True,True,
501,4,True,True,4,True,True,True,
502,4,True,True,4,True,True,True,
503,4,True,True,4,True,True,True,
504,4,True,True,4,True,True,True,
505,4,True,True,4,True,True,True,
506,4,True,True,4,True,True,True,
507,4,True,True,4,True,True,True,
508,4,True,True,4,True,True,True,
509,4,True,True,4,True,True,True,
510,4,True,True,4,True,True,True,
511,4,True,True,4,True,True,True,
512,4,True,True,4,True,True,True,
513,4,True,True,4,True,True,True,
514,4,True,True,4,True,True,True,
515,4,True,True,4,True,True,True,
516,4,True,True,4,True,True,True,
517,4,True,True,4,True,True,True,
518,4,True,True,4,True,True,True,
519,4,True,True,4,True,True,True,
520,4,True,True,4,True,True,True,
521,4,True,True,4,True,True,True,
522,4,True,True,4,True,True,True,
523,4,True,True,4,True,True,True,
524,4,True,True,4,True,True,True,
525,4,True,True,4,True,True,True,
526,4,True,True,4,True,True,True,
527,4,True,True,4,True,True,True,
528,4,True,True,4,True,True,True,
529,4,True,True,4,True,True,True,
530,4,True,True,4,True,True,True,
531,4,True,True,4,True,True,True,
532,4,True,True,4,True,True,True,
533,4,True,True,4,True,True,True,
534,4,True,True,4,True,True,True,
535,4,True,True,4,True,True,True,
536,4,True,True,4,True,True,True,
537,4,True,True,4,True,True,True,
538,4,True,True,4,True,True,True,
539,4,True,True,4,True,True,True,
540,4,True,True,4,True,True,True,
541,4,True,True,4,True,True,True,
542,4,True,True,4,True,True,True,
543,4,True,True,4,True,True,True,
544,4,True,True,4,True,True,True,
545,4,True,True,4,True,True,True,
546,4,True,True,4,True,True,True,
547,4,True,True,4,True,True,True,
548,4,True,True,4,True,True,True,
549,4,True,True,4,True,True,True,
550,4,True,True,4,True,True,True,
551,4,True,True,4,True,True,True,
552,4,True,True,4,True,True,True,
553,4,True,True,4,True,True,True,
554,4,True,True,4,True,True,True,
555,4,True,True,4,True,True,True,
556,4,True,True,4,True,True,True,
557,4,True,True,4,True,True,True,
558,4,True,True,4,True,True,True,
559,4,True,True,4,True,True,True,
560,4,True,True,4,True,True,True,
561,4,True,True,4,True,True,True,
562,4,True,True,4,True,True,True,
563,4,True,True,4,True,True,True,
564,4,True,True,4,True,True,True,
565,4,True,True,4,True,True,True,
566,4,True,True,4,True,True,True,
567,4,True,True,4,True,True,True,
568,4,True,True,4,True,True,True,
569,4,True,True,4,True,True,True,
570,4,True,True,4,True,True,True,
571,4,True,True,4,True,True,True,
572,4,True,True,4,True,True,True,
573,4,True,True,4,True,True,True,
574,4,True,True,4,True,True,True,
575,4,True,True,4,True,True,True,
576,4,True,True,4,True,True,True,
577,4,True,True,4,True,True,True,
578,4,True,True,4,True,True,True,
579,4,True,True,4,True,True,True,
580,4,True,True,4,True,True,True,
581,4,True,True,4,True,True,True,
582,4,True,True,4,True,True,True,
583,4,True,True,4,True,True,True,
584,4,True,True,4,True,True,True,
585,4,True,True,4,True,True,True,
586,4,True,True,4,True,True,True,
587,4,True,True,4,True,True,True,
588,4,True,True,4,True,True,True,
589,4,True,True,4,True,True,True,
590,4,True,True,4,True,True,True,
591,4,True,True,4,True,True,True,
592,4,True,True,4,True,True,True,
593,4,True,True,4,True,True,True,
594,4,True,True,4,True,True,True,
595,4,True,True,4,True,True,True,
596,4,True,True,4,True,True,True,
597,4,True,True,4,True,True,True,
598,4,True,True,4,True,True,True,
599,4,True,True,4,True,True,True,
600,4,True,True,4,True,True,True,
601,4,True,True,4,True,True,True,
602,4,True,True,4,True,True,True,
603,4,True,True,4,True,True,True,
604,4,True,True,4,True,True,True,
605,4,True,True,4,True,True,True,
606,4,True,True,4,True,True,True,
607,4,True,True,4,True,True,True,
608,4,True,True,4,True,True,True,
609,4,True,True,4,True,True,True,
610,4,True,True,4,True,True,True,
611,4,True,True,4,True,True,True,
612,4,True,True,4,True,True,True,
613,4,True,True,4,True,True,True,
614,4,True,True,4,True,True,True,
615,4,True,True,4,True,True,True,
616,4,True,True,4,True,True,True,
617,4,True,True,4,True,True,True,
618,4,True,True,4,True,True,True,
619,4,True,True,4,True,True,True,
620,4,True,True,4,True,True,True,
621,4,True,True,4,True,True,True,
622,4,True,True,4,True,True,True,
623,4,True,True,4,True,True,True,
624,4,True,True,4,True,True,True,
625,4,True,True,4,True,True,True,
626,4,True,True,4,True,True,True,
627,4,True,True,4,True,True,True,
628,4,True,True,2,False,True,False,seattle_street_incomplete
629,4,True,True,0,False,True,False,seattle_street_incomplete
630,4,True,True,0,False,True,False,seattle_street_incomplete
631,4,True,True,0,False,True,False,seattle_street_incomplete
632,4,True,True,2,False,True,False,seattle_street_incomplete
633,4,True,True,1,False,True,False,seattle_street_incomplete
634,4,True,True,4,True,True,True,
635,4,True,True,0,False,True,False,seattle_street_incomplete
636,4,True,True,1,False,True,False,seattle_street_incomplete
637,4,True,True,2,False,True,False,seattle_street_incomplete
638,4,True,True,4,True,True,True,
639,4,True,True,4,True,True,True,
640,4,True,True,4,True,True,True,
641,4,True,True,4,True,True,True,
642,4,True,True,4,True,True,True,
643,4,True,True,4,True,True,True,
644,4,True,True,4,True,True,True,
645,4,True,True,4,True,True,True,
646,4,True,True,4,True,True,True,
647,4,True,True,4,True,True,True,
648,4,True,True,4,True,True,True,
649,4,True,True,4,True,True,True,
650,4,True,True,4,True,True,True,
651,4,True,True,4,True,True,True,
652,4,True,True,4,True,True,True,
653,4,True,True,4,True,True,True,
654,4,True,True,4,True,True,True,
655,4,True,True,4,True,True,True,
656,4,True,True,4,True,True,True,
657,4,True,True,3,False,True,False,seattle_street_incomplete
658,4,True,True,4,True,True,True,
659,4,True,True,4,True,True,True,
660,4,True,True,4,True,True,True,
661,4,True,True,4,True,True,True,
662,4,True,True,4,True,True,True,
663,4,True,True,4,True,True,True,
664,4,True,True,4,True,True,True,
665,4,True,True,4,True,True,True,
666,4,True,True,4,True,True,True,
667,4,True,True,4,True,True,True,
668,4,True,True,4,True,True,True,
669,4,True,True,4,True,True,True,
670,4,True,True,4,True,True,True,
671,4,True,True,4,True,True,True,
672,4,True,True,4,True,True,True,
673,4,True,True,4,True,True,True,
674,4,True,True,4,True,True,True,
675,4,True,True,4,True,True,True,
676,4,True,True,4,True,True,True,
677,4,True,True,4,True,True,True,
678,4,True,True,4,True,True,True,
679,4,True,True,3,False,True,False,seattle_street_incomplete
680,4,True,True,4,True,True,True,
681,4,True,True,4,True,True,True,
682,4,True,True,4,True,True,True,
683,4,True,True,4,True,True,True,
684,4,True,True,4,True,True,True,
685,4,True,True,4,True,True,True,
686,4,True,True,4,True,True,True,
687,4,True,True,4,True,True,True,
688,4,True,True,4,True,True,True,
689,4,True,True,4,True,True,True,
690,4,True,True,4,True,True,True,
691,4,True,True,4,True,True,True,
692,4,True,True,4,True,True,True,
693,4,True,True,4,True,True,True,
694,4,True,True,4,True,True,True,
695,4,True,True,4,True,True,True,
696,4,True,True,4,True,True,True,
697,4,True,True,4,True,True,True,
698,4,True,True,4,True,True,True,
699,4,True,True,4,True,True,True,
700,4,True,True,4,True,True,True,
701,4,True,True,4,True,True,True,
702,4,True,True,4,True,True,True,
703,4,True,True,4,True,True,True,
704,4,True,True,4,True,True,True,
705,4,True,True,4,True,True,True,
706,4,True,True,4,True,True,True,
707,4,True,True,4,True,True,True,
708,4,True,True,4,True,True,True,
709,4,True,True,4,True,True,True,
710,4,True,True,4,True,True,True,
711,4,True,True,4,True,True,True,
712,4,True,True,4,True,True,True,
713,4,True,True,4,True,True,True,
714,4,True,True,4,True,True,True,
715,4,True,True,4,True,True,True,
716,4,True,True,4,True,True,True,
717,4,True,True,4,True,True,True,
718,4,True,True,4,True,True,True,
719,4,True,True,4,True,True,True,
720,4,True,True,4,True,True,True,
721,4,True,True,4,True,True,True,
722,4,True,True,4,True,True,True,
723,4,True,True,3,False,True,False,seattle_street_incomplete
724,4,True,True,4,True,True,True,
725,4,True,True,4,True,True,True,
726,4,True,True,4,True,True,True,
727,4,True,True,4,True,True,True,
728,4,True,True,4,True,True,True,
729,4,True,True,4,True,True,True,
730,4,True,True,4,True,True,True,
731,4,True,True,4,True,True,True,
732,4,True,True,4,True,True,True,
733,4,True,True,4,True,True,True,
734,4,True,True,4,True,True,True,
735,4,True,True,4,True,True,True,
736,4,True,True,4,True,True,True,
737,4,True,True,4,True,True,True,
738,4,True,True,4,True,True,True,
739,4,True,True,4,True,True,True,
740,4,True,True,4,True,True,True,
741,4,True,True,4,True,True,True,
742,4,True,True,4,True,True,True,
743,4,True,True,4,True,True,True,
744,4,True,True,4,True,True,True,
745,4,True,True,4,True,True,True,
746,4,True,True,4,True,True,True,
747,4,True,True,4,True,True,True,
748,4,True,True,4,True,True,True,
749,4,True,True,4,True,True,True,
750,4,True,True,4,True,True,True,
751,4,True,True,4,True,True,True,
752,4,True,True,4,True,True,True,
753,4,True,True,4,True,True,True,
754,4,True,True,4,True,True,True,
755,4,True,True,4,True,True,True,
756,4,True,True,4,True,True,True,
757,4,True,True,4,True,True,True,
758,4,True,True,4,True,True,True,
759,4,True,True,4,True,True,True,
760,4,True,True,4,True,True,True,
761,4,True,True,4,True,True,True,
762,4,True,True,4,True,True,True,
763,4,True,True,4,True,True,True,
764,4,True,True,4,True,True,True,
765,4,True,True,4,True,True,True,
766,4,True,True,4,True,True,True,
767,4,True,True,4,True,True,True,
768,4,True,True,4,True,True,True,
769,4,True,True,4,True,True,True,
770,4,True,True,4,True,True,True,
771,4,True,True,4,True,True,True,
772,4,True,True,4,True,True,True,
773,4,True,True,4,True,True,True,
774,4,True,True,4,True,True,True,
775,4,True,True,4,True,True,True,
776,4,True,True,4,True,True,True,
777,4,True,True,4,True,True,True,
778,4,True,True,4,True,True,True,
779,4,True,True,4,True,True,True,
780,4,True,True,4,True,True,True,
781,4,True,True,4,True,True,True,
782,4,True,True,4,True,True,True,
783,4,True,True,4,True,True,True,
784,4,True,True,4,True,True,True,
785,4,True,True,4,True,True,True,
786,4,True,True,4,True,True,True,
787,4,True,True,4,True,True,True,
788,4,True,True,4,True,True,True,
789,4,True,True,4,True,True,True,
790,4,True,True,4,True,True,True,
791,4,True,True,4,True,True,True,
792,4,True,True,4,True,True,True,
793,4,True,True,4,True,True,True,
794,4,True,True,4,True,True,True,
795,4,True,True,4,True,True,True,
796,4,True,True,4,True,True,True,
797,4,True,True,4,True,True,True,
798,4,True,True,4,True,True,True,
799,4,True,True,4,True,True,True,
800,4,True,True,4,True,True,True,
801,4,True,True,4,True,True,True,
802,4,True,True,4,True,True,True,
803,4,True,True,4,True,True,True,
804,4,True,True,4,True,True,True,
805,4,True,True,4,True,True,True,
806,4,True,True,4,True,True,True,
