point_id,city,sidewalk_present,crosswalk_present,crosswalk_source,intersection_count_200m,footway_density_200m,building_footprint_frac_100m,crosswalk_present_legacy
63,msp,0,0,osm_nodes,1,0.0,0.0,
64,msp,0,0,osm_nodes,17,0.003248,0.2572,
65,msp,0,0,osm_nodes,40,0.003714,0.1219,
66,msp,0,0,osm_nodes,31,0.000925,0.022,
67,msp,0,0,osm_nodes,33,0.0,0.0363,
68,msp,1,0,osm_nodes,41,0.01122,0.0538,
69,msp,1,0,osm_nodes,41,0.011046,0.1995,
70,msp,0,0,osm_nodes,30,0.008782,0.1524,
71,msp,0,0,osm_nodes,32,0.009222,0.1253,
72,msp,0,0,osm_nodes,32,0.00952,0.093,
73,msp,0,0,osm_nodes,38,0.009713,0.1139,
74,msp,1,0,osm_nodes,39,0.009811,0.1328,
75,msp,1,0,osm_nodes,41,0.010282,0.2899,
76,msp,1,0,osm_nodes,41,0.010051,0.197,
77,msp,1,0,osm_nodes,42,0.010162,0.2402,
78,msp,0,0,osm_nodes,52,0.006167,0.2126,
79,msp,0,0,osm_nodes,54,0.007306,0.2384,
80,msp,0,0,osm_nodes,56,0.008299,0.2075,
81,msp,0,0,osm_nodes,55,0.007931,0.2239,
82,msp,0,0,osm_nodes,56,0.003809,0.1876,
83,msp,0,0,osm_nodes,55,0.001879,0.1393,
84,msp,0,0,osm_nodes,54,0.000893,0.1245,
85,msp,0,0,osm_nodes,51,0.0,0.1062,
86,msp,0,0,osm_nodes,56,0.0,0.159,
87,msp,0,0,osm_nodes,57,0.0,0.1357,
88,msp,0,0,osm_nodes,35,0.002149,0.0,
89,msp,0,0,osm_nodes,36,0.003902,0.0,
90,msp,0,0,osm_nodes,37,0.004616,0.0,
91,msp,0,0,osm_nodes,26,0.005705,0.0,
92,msp,0,0,osm_nodes,31,0.005255,0.0,
93,msp,0,0,osm_nodes,28,0.005702,0.0,
94,msp,0,0,osm_nodes,28,0.005264,0.0417,
95,msp,1,0,osm_nodes,22,0.020592,0.134,
96,msp,1,0,osm_nodes,24,0.021948,0.1334,
97,msp,1,0,osm_nodes,23,0.020781,0.1394,
98,msp,1,1,osm_nodes,38,0.015145,0.1425,
99,msp,1,1,osm_nodes,39,0.015903,0.0676,
100,msp,1,1,osm_nodes,37,0.015036,0.1055,
101,msp,1,1,osm_nodes,38,0.015089,0.1028,
102,msp,1,1,osm_nodes,36,0.015253,0.0771,
103,msp,1,1,osm_nodes,35,0.015893,0.0361,
104,msp,1,1,osm_nodes,36,0.015238,0.0777,
105,msp,1,0,osm_nodes,11,0.015521,0.1641,
106,msp,1,0,osm_nodes,11,0.014309,0.1547,
107,msp,1,0,osm_nodes,49,0.018529,0.3788,
108,msp,1,0,osm_nodes,49,0.018793,0.42,
109,msp,1,0,osm_nodes,44,0.017415,0.3594,
110,msp,1,0,osm_nodes,47,0.017737,0.3902,
111,msp,1,0,osm_nodes,43,0.017426,0.3561,
112,msp,1,0,osm_nodes,47,0.017743,0.3861,
113,msp,1,0,osm_nodes,45,0.016356,0.3559,
114,msp,1,0,osm_nodes,42,0.015969,0.3719,
115,msp,1,0,osm_nodes,45,0.016132,0.3615,
116,msp,1,0,osm_nodes,48,0.01522,0.379,
117,msp,1,0,osm_nodes,44,0.014919,0.3935,
118,msp,1,0,osm_nodes,46,0.015037,0.3786,
119,msp,1,0,osm_nodes,45,0.015407,0.2516,
120,msp,0,0,osm_nodes,46,0.017319,0.2085,
121,msp,1,0,osm_nodes,43,0.015595,0.2625,
122,msp,1,0,osm_nodes,46,0.01585,0.2727,
123,msp,1,0,osm_nodes,49,0.016881,0.2597,
124,msp,0,0,osm_nodes,51,0.017821,0.2227,
125,msp,1,0,osm_nodes,49,0.015395,0.264,
126,msp,1,0,osm_nodes,51,0.016224,0.2401,
127,msp,0,0,osm_nodes,53,0.016773,0.1968,
128,msp,1,0,osm_nodes,46,0.015446,0.2615,
129,msp,1,0,osm_nodes,27,0.014755,0.2013,
130,msp,1,0,osm_nodes,28,0.0155,0.2124,
131,msp,1,0,osm_nodes,27,0.014958,0.2006,
132,msp,1,0,osm_nodes,27,0.015297,0.2109,
133,msp,1,0,osm_nodes,27,0.014968,0.1938,
134,msp,1,0,osm_nodes,27,0.015302,0.1948,
135,msp,1,0,osm_nodes,26,0.014744,0.1934,
136,msp,1,0,osm_nodes,29,0.015497,0.1939,
137,msp,1,0,osm_nodes,38,0.021469,0.2869,
138,msp,1,0,osm_nodes,36,0.021467,0.2751,
139,msp,1,0,osm_nodes,10,0.012552,0.1169,
140,msp,1,0,osm_nodes,13,0.013826,0.1208,
141,msp,1,0,osm_nodes,38,0.021201,0.2915,
142,msp,1,0,osm_nodes,13,0.013742,0.1162,
143,msp,1,0,osm_nodes,36,0.021465,0.2982,
144,msp,1,0,osm_nodes,14,0.014332,0.1208,
145,msp,1,0,osm_nodes,9,0.010298,0.1108,
146,msp,1,0,osm_nodes,37,0.021482,0.2888,
147,msp,1,0,osm_nodes,15,0.014992,0.1241,
148,msp,1,0,osm_nodes,37,0.021097,0.2725,
149,msp,1,0,osm_nodes,36,0.021349,0.2669,
150,msp,1,0,osm_nodes,21,0.017413,0.0456,
151,msp,1,0,osm_nodes,21,0.017364,0.0366,
152,msp,1,0,osm_nodes,18,0.014126,0.0003,
153,msp,1,1,osm_nodes,35,0.012605,0.0002,
154,msp,1,1,osm_nodes,38,0.013305,0.0,
155,msp,1,1,osm_nodes,43,0.013842,0.0028,
156,msp,1,1,osm_nodes,43,0.013724,0.0,
157,msp,1,1,osm_nodes,46,0.014933,0.0133,
158,msp,1,0,osm_nodes,35,0.012785,0.0,
159,msp,1,0,osm_nodes,42,0.013536,0.0,
160,msp,1,0,osm_nodes,47,0.014955,0.0054,
161,msp,1,0,osm_nodes,49,0.015561,0.0303,
162,msp,1,0,osm_nodes,52,0.016888,0.0873,
163,msp,1,0,osm_nodes,51,0.015809,0.0452,
164,msp,1,0,osm_nodes,53,0.016575,0.073,
165,msp,1,0,osm_nodes,49,0.015467,0.0187,
166,msp,1,0,osm_nodes,39,0.013238,0.0,
167,msp,1,0,osm_nodes,48,0.014863,0.0023,
168,msp,1,0,osm_nodes,47,0.014606,0.0002,
169,msp,1,0,osm_nodes,52,0.016825,0.0428,
170,msp,1,0,osm_nodes,51,0.016976,0.0515,
171,msp,1,0,osm_nodes,49,0.015317,0.0069,
172,msp,1,0,osm_nodes,56,0.018054,0.0265,
173,msp,1,0,osm_nodes,44,0.016918,0.0271,
174,msp,1,0,osm_nodes,45,0.01721,0.0265,
175,msp,1,0,osm_nodes,50,0.017252,0.065,
176,msp,1,0,osm_nodes,44,0.016786,0.0257,
177,msp,1,0,osm_nodes,50,0.017294,0.0625,
178,msp,1,0,osm_nodes,48,0.017218,0.0533,
179,msp,1,0,osm_nodes,44,0.016892,0.0235,
180,msp,1,0,osm_nodes,45,0.016957,0.0235,
181,msp,1,0,osm_nodes,45,0.01671,0.0239,
182,msp,1,0,osm_nodes,44,0.016737,0.0174,
183,msp,1,0,osm_nodes,38,0.016423,0.0228,
184,msp,1,0,osm_nodes,36,0.016018,0.0273,
185,msp,1,0,osm_nodes,34,0.015753,0.0295,
186,msp,1,0,osm_nodes,18,0.010528,0.1212,
187,msp,1,0,osm_nodes,16,0.010113,0.1253,
188,msp,1,0,osm_nodes,33,0.007465,0.0043,
189,msp,1,0,osm_nodes,28,0.007332,0.0444,
190,msp,1,0,osm_nodes,33,0.007523,0.0008,
191,msp,1,0,osm_nodes,27,0.007263,0.057,
192,msp,1,0,osm_nodes,32,0.007531,0.0309,
193,msp,1,0,osm_nodes,27,0.007289,0.0558,
194,msp,1,0,osm_nodes,31,0.007647,0.0379,
195,msp,1,0,osm_nodes,25,0.007063,0.0673,
196,msp,1,0,osm_nodes,40,0.008173,0.0247,
197,msp,1,0,osm_nodes,40,0.007948,0.026,
198,msp,1,0,osm_nodes,42,0.008508,0.0168,
199,msp,1,0,osm_nodes,42,0.008725,0.0144,
200,msp,0,0,osm_nodes,38,0.00713,0.0203,
201,msp,1,0,osm_nodes,40,0.008806,0.0133,
202,msp,1,0,osm_nodes,41,0.009087,0.0133,
203,msp,1,0,osm_nodes,40,0.008457,0.0202,
204,msp,1,0,osm_nodes,40,0.008227,0.0259,
205,msp,1,0,osm_nodes,40,0.008704,0.0159,
206,msp,1,0,osm_nodes,42,0.009155,0.0133,
207,msp,1,0,osm_nodes,42,0.00946,0.0133,
208,msp,0,0,osm_nodes,51,0.013461,0.2574,
209,msp,0,0,osm_nodes,63,0.012746,0.2721,
210,msp,1,0,osm_nodes,105,0.011933,0.0706,
211,msp,1,0,osm_nodes,102,0.011326,0.0621,
212,msp,1,0,osm_nodes,106,0.012097,0.0846,
213,msp,1,0,osm_nodes,56,0.007254,0.0786,
214,msp,1,0,osm_nodes,58,0.007158,0.0837,
215,msp,1,0,osm_nodes,55,0.007015,0.0629,
216,msp,1,0,osm_nodes,95,0.009886,0.0682,
217,msp,1,0,osm_nodes,98,0.010206,0.0868,
218,msp,1,0,osm_nodes,83,0.009088,0.0586,
219,msp,1,0,osm_nodes,99,0.010349,0.1025,
220,msp,1,0,osm_nodes,55,0.006973,0.0829,
221,msp,1,0,osm_nodes,57,0.007046,0.0881,
222,msp,1,0,osm_nodes,55,0.006853,0.0617,
223,msp,1,0,osm_nodes,52,0.006781,0.0489,
224,msp,1,0,osm_nodes,94,0.009533,0.0806,
225,msp,1,0,osm_nodes,95,0.00976,0.0916,
226,msp,1,0,osm_nodes,98,0.00984,0.102,
227,msp,1,0,osm_nodes,56,0.006899,0.0984,
228,msp,1,0,osm_nodes,55,0.006829,0.0799,
229,msp,1,0,osm_nodes,83,0.008404,0.0609,
230,msp,1,0,osm_nodes,56,0.006819,0.1033,
231,msp,1,0,osm_nodes,56,0.00673,0.0941,
232,msp,1,0,osm_nodes,57,0.006667,0.0994,
233,msp,1,0,osm_nodes,56,0.006547,0.1039,
234,msp,0,0,osm_nodes,66,0.006945,0.1747,
235,msp,1,0,osm_nodes,62,0.006291,0.0947,
236,msp,1,0,osm_nodes,62,0.006205,0.0713,
237,msp,1,0,osm_nodes,34,0.005562,0.1165,
238,msp,1,0,osm_nodes,34,0.005839,0.2173,
239,msp,1,0,osm_nodes,34,0.005674,0.1353,
240,msp,1,0,osm_nodes,34,0.005578,0.1025,
241,msp,1,0,osm_nodes,32,0.005464,0.0805,
242,msp,1,0,osm_nodes,53,0.00453,0.3879,
243,msp,1,0,osm_nodes,54,0.004581,0.3709,
244,msp,1,0,osm_nodes,63,0.005983,0.1292,
245,msp,1,0,osm_nodes,31,0.005465,0.0697,
246,msp,1,0,osm_nodes,32,0.005586,0.093,
247,msp,1,0,osm_nodes,32,0.005847,0.2116,
248,msp,1,0,osm_nodes,33,0.005684,0.1342,
249,msp,1,0,osm_nodes,66,0.00544,0.0477,
250,msp,1,0,osm_nodes,55,0.004558,0.2781,
251,msp,1,0,osm_nodes,56,0.004388,0.2723,
252,msp,1,0,osm_nodes,54,0.004527,0.2782,
253,msp,1,0,osm_nodes,55,0.004388,0.2294,
254,msp,1,0,osm_nodes,53,0.00451,0.2078,
255,msp,1,0,osm_nodes,52,0.004523,0.1948,
256,msp,1,0,osm_nodes,28,0.005497,0.2071,
257,msp,0,0,osm_nodes,43,0.002557,0.1982,
258,msp,0,0,osm_nodes,29,0.005229,0.1571,
259,msp,0,0,osm_nodes,35,0.001877,0.2305,
260,msp,0,0,osm_nodes,38,0.002347,0.2121,
261,msp,0,0,osm_nodes,45,0.004125,0.0885,
262,msp,0,0,osm_nodes,35,0.001629,0.2083,
263,msp,0,0,osm_nodes,43,0.003818,0.2719,
264,msp,0,0,osm_nodes,41,0.003871,0.2196,
265,msp,1,0,osm_nodes,26,0.00515,0.2321,
266,msp,0,0,osm_nodes,36,0.002888,0.51,
267,msp,1,0,osm_nodes,11,0.003781,0.2229,
268,msp,1,0,osm_nodes,16,0.00353,0.1912,
269,msp,1,0,osm_nodes,14,0.003657,0.2094,
270,msp,1,0,osm_nodes,16,0.002608,0.1131,
271,msp,1,0,osm_nodes,16,0.002603,0.1191,
272,msp,0,0,osm_nodes,15,0.002578,0.1519,
273,msp,1,0,osm_nodes,33,0.006386,0.0,
274,msp,1,0,osm_nodes,35,0.006723,0.0,
275,msp,1,0,osm_nodes,43,0.007645,0.0059,
276,msp,1,0,osm_nodes,48,0.008649,0.0199,
277,msp,1,1,osm_nodes,62,0.011226,0.0236,
278,msp,1,1,osm_nodes,62,0.011401,0.0188,
279,msp,1,1,osm_nodes,60,0.01151,0.0155,
280,msp,1,0,osm_nodes,34,0.006559,0.0,
281,msp,0,0,osm_nodes,52,0.009462,0.0266,
282,msp,1,0,osm_nodes,38,0.006907,0.0,
283,msp,1,0,osm_nodes,44,0.007803,0.0174,
284,msp,1,0,osm_nodes,50,0.009001,0.0312,
285,msp,1,1,osm_nodes,66,0.011926,0.0286,
286,msp,1,0,osm_nodes,34,0.006216,0.0,
287,msp,1,1,osm_nodes,65,0.012104,0.0247,
288,msp,1,1,osm_nodes,63,0.012258,0.017,
289,msp,1,0,osm_nodes,37,0.006379,0.0,
290,msp,1,0,osm_nodes,40,0.006881,0.0001,
291,msp,1,0,osm_nodes,53,0.009787,0.0464,
292,msp,1,0,osm_nodes,46,0.007856,0.0282,
293,msp,1,1,osm_nodes,65,0.012708,0.0206,
294,msp,1,1,osm_nodes,70,0.012774,0.0249,
295,msp,1,0,osm_nodes,56,0.01004,0.0562,
296,msp,1,0,osm_nodes,55,0.009872,0.0664,
297,msp,1,0,osm_nodes,51,0.009553,0.0838,
298,msp,1,1,osm_nodes,71,0.012589,0.0368,
299,msp,1,0,osm_nodes,37,0.005794,0.1222,
300,msp,1,1,osm_nodes,73,0.012258,0.0575,
301,msp,1,0,osm_nodes,39,0.005922,0.1692,
302,msp,1,0,osm_nodes,39,0.005959,0.1809,
303,msp,1,0,osm_nodes,51,0.009746,0.1384,
304,msp,1,0,osm_nodes,56,0.010076,0.1223,
305,msp,0,0,osm_nodes,68,0.01165,0.0909,
306,msp,1,0,osm_nodes,40,0.006071,0.2286,
307,msp,1,0,osm_nodes,40,0.006114,0.2437,
308,msp,1,0,osm_nodes,59,0.01023,0.169,
309,msp,1,0,osm_nodes,53,0.009855,0.2317,
310,msp,1,0,osm_nodes,58,0.010379,0.1912,
311,msp,1,0,osm_nodes,54,0.010152,0.2578,
312,msp,1,0,osm_nodes,58,0.010692,0.2438,
313,msp,1,0,osm_nodes,63,0.01018,0.07,
314,msp,1,0,osm_nodes,64,0.010105,0.0858,
315,msp,0,0,osm_nodes,63,0.008169,0.141,
316,msp,0,0,osm_nodes,64,0.007983,0.1518,
317,msp,0,0,osm_nodes,67,0.007903,0.1495,
318,msp,0,0,osm_nodes,63,0.007391,0.1417,
319,msp,1,0,osm_nodes,57,0.005107,0.0051,
320,msp,0,0,osm_nodes,57,0.004621,0.0156,
321,msp,0,0,osm_nodes,45,0.004825,0.0285,
322,msp,1,0,osm_nodes,55,0.004748,0.0635,
323,msp,0,0,osm_nodes,44,0.004886,0.0606,
324,msp,1,0,osm_nodes,57,0.004634,0.0912,
325,msp,1,0,osm_nodes,57,0.004667,0.0877,
326,msp,0,0,osm_nodes,5,0.0,0.1023,
327,msp,0,0,osm_nodes,26,0.002929,0.1707,
328,msp,0,0,osm_nodes,22,0.003187,0.167,
329,msp,0,0,osm_nodes,23,0.002963,0.1562,
330,msp,0,0,osm_nodes,8,0.0,0.0485,
331,msp,0,0,osm_nodes,9,0.0,0.0451,
332,msp,0,0,osm_nodes,8,0.0,0.0261,
333,msp,0,0,osm_nodes,2,0.0,0.0408,
334,msp,1,1,osm_nodes,14,0.009523,0.1343,
335,msp,1,1,osm_nodes,14,0.009403,0.1206,
336,msp,1,1,osm_nodes,8,0.008051,0.0356,
337,msp,1,1,osm_nodes,10,0.008001,0.0508,
338,msp,1,1,osm_nodes,14,0.008932,0.0402,
339,msp,1,1,osm_nodes,16,0.00603,0.0588,
340,msp,1,1,osm_nodes,14,0.006311,0.064,
341,msp,1,1,osm_nodes,15,0.005915,0.0742,
342,msp,1,1,osm_nodes,15,0.007308,0.078,
343,msp,1,0,osm_nodes,33,0.025364,0.153,
344,msp,1,0,osm_nodes,35,0.024871,0.1641,
345,msp,1,0,osm_nodes,49,0.022627,0.2579,
346,msp,1,0,osm_nodes,52,0.02279,0.2767,
347,msp,1,0,osm_nodes,58,0.023634,0.3122,
348,msp,1,0,osm_nodes,48,0.023802,0.2323,
349,msp,1,0,osm_nodes,49,0.023859,0.2321,
350,msp,1,0,osm_nodes,58,0.023775,0.3055,
351,msp,1,1,osm_nodes,37,0.024422,0.2353,
352,msp,1,1,osm_nodes,37,0.024384,0.2285,
353,msp,1,1,osm_nodes,37,0.024276,0.2624,
354,msp,1,1,osm_nodes,36,0.024247,0.2639,
355,msp,1,1,osm_nodes,35,0.02347,0.2529,
356,msp,0,1,osm_nodes,34,0.020981,0.1905,
357,msp,1,1,osm_nodes,37,0.024017,0.2654,
358,msp,1,1,osm_nodes,33,0.022649,0.2409,
359,msp,1,0,osm_nodes,10,0.018467,0.1669,
360,msp,1,0,osm_nodes,38,0.015182,0.165,
361,msp,1,0,osm_nodes,32,0.022877,0.138,
362,msp,1,0,osm_nodes,32,0.022914,0.1522,
363,msp,1,0,osm_nodes,32,0.02276,0.1085,
364,msp,1,0,osm_nodes,23,0.020071,0.1599,
365,msp,1,0,osm_nodes,40,0.019524,0.0164,
366,msp,1,0,osm_nodes,39,0.019336,0.0405,
367,msp,1,0,osm_nodes,23,0.019465,0.1821,
368,msp,1,0,osm_nodes,37,0.018062,0.1492,
369,msp,1,0,osm_nodes,20,0.013531,0.0474,
370,msp,1,0,osm_nodes,27,0.015597,0.0956,
371,msp,1,0,osm_nodes,20,0.013445,0.042,
372,msp,1,0,osm_nodes,29,0.015976,0.1054,
373,msp,1,0,osm_nodes,53,0.017521,0.1781,
374,msp,1,0,osm_nodes,55,0.017707,0.1769,
375,msp,1,0,osm_nodes,56,0.021542,0.2182,
376,msp,1,0,osm_nodes,56,0.018496,0.1831,
377,msp,1,0,osm_nodes,67,0.020005,0.1795,
378,msp,1,0,osm_nodes,61,0.020196,0.1417,
379,msp,1,0,osm_nodes,61,0.022635,0.2317,
380,msp,1,0,osm_nodes,67,0.020243,0.1769,
381,msp,1,0,osm_nodes,61,0.020339,0.1424,
382,msp,1,0,osm_nodes,60,0.021867,0.2193,
383,msp,1,0,osm_nodes,66,0.022313,0.1541,
384,msp,1,0,osm_nodes,34,0.018288,0.14,
385,msp,1,0,osm_nodes,65,0.022369,0.1437,
386,msp,1,0,osm_nodes,65,0.0223,0.1429,
387,msp,1,0,osm_nodes,65,0.02261,0.1481,
388,msp,1,0,osm_nodes,64,0.023713,0.2165,
389,msp,1,0,osm_nodes,65,0.023894,0.2272,
390,msp,1,0,osm_nodes,61,0.023654,0.2168,
391,msp,1,0,osm_nodes,65,0.023856,0.229,
392,msp,1,0,osm_nodes,26,0.015262,0.0628,
393,msp,1,0,osm_nodes,33,0.018014,0.1385,
394,msp,0,0,osm_nodes,13,0.011576,0.2377,
395,msp,1,0,osm_nodes,16,0.016796,0.1982,
396,msp,1,0,osm_nodes,16,0.01629,0.1825,
397,msp,1,0,osm_nodes,21,0.017287,0.1866,
398,msp,1,0,osm_nodes,26,0.020162,0.0912,
399,msp,1,0,osm_nodes,27,0.019962,0.107,
400,msp,1,0,osm_nodes,22,0.012401,0.116,
401,msp,1,0,osm_nodes,22,0.012637,0.0484,
402,msp,1,0,osm_nodes,13,0.018936,0.1172,
403,msp,1,0,osm_nodes,17,0.019416,0.0829,
404,msp,1,0,osm_nodes,14,0.018473,0.1201,
405,msp,1,0,osm_nodes,17,0.019138,0.082,
406,msp,1,0,osm_nodes,22,0.012603,0.0247,
407,msp,1,0,osm_nodes,22,0.012202,0.0877,
408,msp,1,0,osm_nodes,22,0.012536,0.0325,
409,msp,1,0,osm_nodes,28,0.019441,0.1565,
410,msp,1,0,osm_nodes,26,0.019553,0.0472,
411,msp,1,0,osm_nodes,28,0.019408,0.1512,
412,msp,1,0,osm_nodes,27,0.019483,0.0582,
413,msp,1,0,osm_nodes,20,0.011419,0.0973,
414,msp,1,0,osm_nodes,6,0.009905,0.0068,
415,msp,1,0,osm_nodes,11,0.010203,0.0553,
416,msp,1,0,osm_nodes,11,0.010059,0.0525,
417,msp,1,0,osm_nodes,13,0.010489,0.0711,
418,msp,1,0,osm_nodes,7,0.009982,0.0073,
419,msp,1,0,osm_nodes,12,0.010183,0.0563,
420,msp,1,0,osm_nodes,11,0.009755,0.0413,
421,msp,1,0,osm_nodes,13,0.009966,0.0173,
422,msp,1,0,osm_nodes,19,0.014042,0.0871,
423,msp,1,0,osm_nodes,20,0.014975,0.103,
424,msp,1,0,osm_nodes,21,0.011223,0.0471,
425,msp,1,0,osm_nodes,35,0.020839,0.2668,
426,msp,1,0,osm_nodes,44,0.019398,0.3389,
427,msp,1,0,osm_nodes,44,0.017831,0.3098,
428,msp,1,0,osm_nodes,42,0.019651,0.335,
429,msp,1,0,osm_nodes,41,0.02137,0.2932,
430,msp,1,0,osm_nodes,40,0.022129,0.2643,
431,msp,1,0,osm_nodes,44,0.019316,0.3096,
432,msp,1,0,osm_nodes,47,0.020978,0.3049,
433,msp,1,0,osm_nodes,45,0.019403,0.308,
434,msp,1,0,osm_nodes,8,0.005588,0.1553,
435,msp,0,0,osm_nodes,28,0.003142,0.0004,
436,msp,1,0,osm_nodes,26,0.003195,0.0216,
437,msp,0,0,osm_nodes,17,0.003239,0.0181,
438,msp,0,0,osm_nodes,28,0.003128,0.0216,
439,msp,1,0,osm_nodes,23,0.003195,0.0216,
440,msp,0,0,osm_nodes,26,0.003122,0.0216,
441,msp,1,0,osm_nodes,21,0.003199,0.0216,
442,msp,1,0,osm_nodes,12,0.003041,0.049,
443,msp,1,0,osm_nodes,16,0.003322,0.0366,
444,msp,1,0,osm_nodes,19,0.003683,0.0502,
445,msp,1,0,osm_nodes,25,0.004959,0.0576,
446,msp,1,0,osm_nodes,26,0.004829,0.0627,
447,msp,1,0,osm_nodes,25,0.005037,0.06,
448,msp,1,0,osm_nodes,26,0.004722,0.0563,
449,msp,1,0,osm_nodes,25,0.004669,0.0549,
450,msp,1,0,osm_nodes,25,0.005104,0.0618,
451,msp,1,0,osm_nodes,25,0.005177,0.0615,
452,msp,1,0,osm_nodes,25,0.004691,0.0531,
453,msp,1,0,osm_nodes,26,0.004835,0.0559,
454,msp,1,0,osm_nodes,25,0.004782,0.0523,
455,msp,1,0,osm_nodes,26,0.004949,0.0603,
456,msp,1,0,osm_nodes,25,0.005083,0.0575,
457,msp,1,0,osm_nodes,25,0.005159,0.0564,
458,msp,1,0,osm_nodes,25,0.005212,0.0564,
459,msp,1,0,osm_nodes,25,0.005258,0.0601,
460,msp,1,0,osm_nodes,25,0.004831,0.0492,
461,msp,1,0,osm_nodes,25,0.0049,0.0475,
462,msp,1,0,osm_nodes,26,0.004954,0.0564,
463,msp,1,0,osm_nodes,26,0.005077,0.0621,
464,msp,1,0,osm_nodes,25,0.005287,0.0601,
465,msp,1,0,osm_nodes,25,0.005347,0.059,
466,msp,1,0,osm_nodes,69,0.011329,0.0261,
467,msp,1,0,osm_nodes,66,0.01024,0.0377,
468,msp,1,0,osm_nodes,71,0.011292,0.0185,
469,msp,1,0,osm_nodes,66,0.010587,0.0299,
470,msp,1,0,osm_nodes,65,0.009902,0.0419,
471,msp,1,0,osm_nodes,68,0.011221,0.0148,
472,msp,1,0,osm_nodes,64,0.009633,0.0466,
473,msp,1,0,osm_nodes,64,0.009952,0.0398,
474,msp,1,0,osm_nodes,65,0.010314,0.0376,
475,msp,1,0,osm_nodes,62,0.009191,0.0588,
476,msp,1,0,osm_nodes,57,0.009404,0.0469,
477,msp,1,0,osm_nodes,57,0.009396,0.045,
478,msp,1,0,osm_nodes,59,0.0096,0.0336,
479,msp,1,0,osm_nodes,61,0.009949,0.0255,
480,msp,1,0,osm_nodes,66,0.010142,0.0356,
