point_id,metro,stops_400m,trips_per_hr_400m,stops_800m,trips_per_hr_800m
PGH_144,Pittsburgh,12,44.0,34,88.062
PGH_145,Pittsburgh,11,38.938,35,90.25
PGH_146,Pittsburgh,12,44.0,34,88.062
PGH_147,Pittsburgh,11,38.938,35,90.25
PGH_148,Pittsburgh,7,9.125,23,54.812
PGH_149,Pittsburgh,10,38.562,35,93.0
PGH_150,Pittsburgh,7,9.125,23,54.812
PGH_151,Pittsburgh,10,38.562,35,93.0
PGH_152,Pittsburgh,7,9.125,23,54.812
PGH_153,Pittsburgh,9,38.188,37,98.0
PGH_154,Pittsburgh,7,9.125,23,54.812
PGH_155,Pittsburgh,7,9.125,23,54.812
PGH_156,Pittsburgh,7,9.125,23,54.812
PGH_157,Pittsburgh,8,37.812,37,98.0
PGH_158,Pittsburgh,7,9.125,23,54.812
PGH_159,Pittsburgh,8,37.812,37,98.0
PGH_160,Pittsburgh,9,40.0,38,99.312
PGH_161,Pittsburgh,9,40.0,37,98.0
PGH_162,Pittsburgh,7,9.125,21,50.062
PGH_163,Pittsburgh,9,40.0,37,98.0
PGH_164,Pittsburgh,9,40.0,38,99.312
PGH_165,Pittsburgh,9,40.0,37,98.0
PGH_166,Pittsburgh,7,9.125,21,50.062
PGH_167,Pittsburgh,9,40.0,38,99.312
PGH_168,Pittsburgh,9,40.0,38,99.312
PGH_169,Pittsburgh,9,40.0,38,99.312
PGH_170,Pittsburgh,9,40.0,38,99.312
PGH_171,Pittsburgh,7,29.188,38,99.312
PGH_172,Pittsburgh,7,9.125,22,51.375
PGH_173,Pittsburgh,5,6.5,22,49.375
PGH_174,Pittsburgh,7,29.188,38,99.312
PGH_175,Pittsburgh,5,6.5,22,49.375
PGH_176,Pittsburgh,7,9.125,23,56.75
PGH_177,Pittsburgh,7,29.188,37,94.25
PGH_178,Pittsburgh,6,7.812,23,52.625
PGH_179,Pittsburgh,7,29.188,37,94.25
PGH_180,Pittsburgh,7,29.188,37,94.25
PGH_181,Pittsburgh,5,6.5,22,49.375
PGH_182,Pittsburgh,5,6.5,22,49.375
PGH_183,Pittsburgh,5,6.5,22,49.375
PGH_184,Pittsburgh,5,6.5,22,49.375
PGH_185,Pittsburgh,5,6.5,22,49.375
PGH_186,Pittsburgh,5,6.5,22,49.375
PGH_187,Pittsburgh,5,6.5,22,49.375
PGH_188,Pittsburgh,5,6.5,23,52.625
PGH_189,Pittsburgh,5,6.5,23,52.625
PGH_190,Pittsburgh,5,6.5,23,52.625
PGH_191,Pittsburgh,5,6.5,23,52.625
PGH_192,Pittsburgh,9,35.562,36,94.812
PGH_193,Pittsburgh,5,6.5,23,52.625
PGH_194,Pittsburgh,9,35.562,36,94.812
PGH_195,Pittsburgh,9,35.562,36,94.812
PGH_196,Pittsburgh,9,35.562,36,94.812
PGH_197,Pittsburgh,9,35.562,38,97.438
PGH_198,Pittsburgh,6,7.812,24,55.75
PGH_199,Pittsburgh,9,35.562,38,97.438
PGH_200,Pittsburgh,9,35.562,36,94.812
PGH_201,Pittsburgh,9,35.562,38,97.438
PGH_202,Pittsburgh,7,9.062,24,55.75
PGH_203,Pittsburgh,9,35.562,38,97.438
PGH_204,Pittsburgh,7,9.062,24,55.75
PGH_205,Pittsburgh,9,35.562,39,99.625
PGH_206,Pittsburgh,9,35.562,38,99.312
PGH_207,Pittsburgh,9,35.562,37,97.0
PGH_208,Pittsburgh,8,21.75,29,75.438
PGH_209,Pittsburgh,7,9.062,24,55.75
PGH_210,Pittsburgh,8,21.75,29,75.438
PGH_211,Pittsburgh,7,9.062,26,58.312
PGH_212,Pittsburgh,7,9.062,26,58.312
PGH_213,Pittsburgh,7,9.062,26,58.312
PGH_214,Pittsburgh,7,9.062,25,55.062
PGH_215,Pittsburgh,7,9.062,26,58.312
PGH_216,Pittsburgh,7,9.062,26,58.312
PGH_217,Pittsburgh,7,9.062,26,58.312
PGH_218,Pittsburgh,7,9.062,26,58.312
PGH_219,Pittsburgh,7,9.062,25,55.188
PGH_220,Pittsburgh,7,9.062,25,55.188
PGH_221,Pittsburgh,7,9.062,26,58.312
PGH_222,Pittsburgh,7,9.062,26,58.312
PGH_223,Pittsburgh,6,7.75,25,55.188
PGH_224,Pittsburgh,8,28.938,31,91.75
PGH_225,Pittsburgh,7,9.062,26,58.312
PGH_226,Pittsburgh,6,7.75,25,55.188
PGH_227,Pittsburgh,8,28.938,31,91.75
PGH_228,Pittsburgh,8,28.938,31,91.75
PGH_229,Pittsburgh,7,23.562,29,80.938
PGH_230,Pittsburgh,7,23.562,29,80.938
PGH_231,Pittsburgh,7,23.562,30,84.188
PGH_232,Pittsburgh,7,23.562,30,86.375
PGH_233,Pittsburgh,7,23.562,30,84.188
PGH_234,Pittsburgh,7,23.562,29,80.938
PGH_235,Pittsburgh,7,23.562,30,84.188
PGH_236,Pittsburgh,8,26.812,32,88.625
PGH_237,Pittsburgh,9,29.938,33,89.875
PGH_238,Pittsburgh,8,26.812,32,88.625
PGH_239,Pittsburgh,9,29.938,33,89.875
PGH_240,Pittsburgh,9,29.938,33,89.875
PGH_241,Pittsburgh,9,29.938,33,89.875
PGH_242,Pittsburgh,9,29.938,33,89.875
PGH_243,Pittsburgh,9,29.938,32,88.625
PGH_244,Pittsburgh,9,29.938,33,89.875
PGH_245,Pittsburgh,9,29.938,33,89.875
PGH_246,Pittsburgh,9,29.938,33,89.875
PGH_247,Pittsburgh,9,29.938,33,89.875
PGH_248,Pittsburgh,9,29.938,33,89.875
PGH_249,Pittsburgh,9,29.938,33,89.875
PGH_250,Pittsburgh,9,29.938,33,89.875
PGH_251,Pittsburgh,9,29.938,32,88.625
PGH_252,Pittsburgh,11,22.562,42,111.938
PGH_253,Pittsburgh,12,24.75,42,111.938
PGH_254,Pittsburgh,11,22.562,43,116.625
PGH_255,Pittsburgh,12,24.75,43,116.625
PGH_256,Pittsburgh,12,24.75,43,116.625
PGH_257,Pittsburgh,12,24.75,43,116.625
PGH_258,Pittsburgh,5,9.438,26,57.438
PGH_259,Pittsburgh,5,9.438,26,57.438
PGH_260,Pittsburgh,13,26.938,45,122.375
PGH_261,Pittsburgh,13,26.938,45,122.375
PGH_262,Pittsburgh,13,26.938,45,122.375
PGH_263,Pittsburgh,13,26.938,45,122.375
PGH_264,Pittsburgh,13,26.938,45,122.375
PGH_265,Pittsburgh,13,26.938,45,122.375
PGH_266,Pittsburgh,13,26.938,45,122.375
PGH_267,Pittsburgh,13,26.938,45,122.375
PGH_268,Pittsburgh,13,26.938,45,122.375
PGH_269,Pittsburgh,13,26.938,45,122.375
PGH_270,Pittsburgh,16,50.5,44,122.25
PGH_271,Pittsburgh,15,45.812,44,122.25
PGH_272,Pittsburgh,15,45.812,43,120.062
PGH_273,Pittsburgh,17,55.188,43,120.062
PGH_274,Pittsburgh,17,55.188,43,120.062
PGH_275,Pittsburgh,16,50.5,43,120.062
PGH_276,Pittsburgh,15,45.812,43,120.062
PGH_277,Pittsburgh,16,50.5,43,120.062
PGH_278,Pittsburgh,19,54.875,39,114.312
PGH_279,Pittsburgh,19,54.875,38,112.125
PGH_280,Pittsburgh,19,54.875,38,112.125
PGH_281,Pittsburgh,18,52.688,38,112.125
PGH_282,Pittsburgh,18,52.688,38,112.125
PGH_283,Pittsburgh,18,52.688,39,117.5
PGH_284,Pittsburgh,19,56.562,34,106.875
PGH_285,Pittsburgh,19,56.562,33,105.188
PGH_286,Pittsburgh,19,56.562,33,105.188
PGH_287,Pittsburgh,19,56.562,36,107.562
PGH_288,Pittsburgh,19,56.562,33,105.188
PGH_289,Pittsburgh,17,49.688,37,112.375
PGH_290,Pittsburgh,17,49.688,37,112.375
PGH_291,Pittsburgh,15,45.75,35,99.375
PGH_292,Pittsburgh,15,45.75,35,99.375
PGH_293,Pittsburgh,14,41.5,34,94.75
PGH_294,Pittsburgh,14,41.5,34,94.75
PGH_295,Pittsburgh,14,41.5,34,94.75
PGH_296,Pittsburgh,16,51.938,36,100.5
PGH_297,Pittsburgh,13,42.188,35,100.125
PGH_298,Pittsburgh,15,41.062,37,107.312
PGH_299,Pittsburgh,17,51.875,37,104.812
PGH_300,Pittsburgh,6,9.625,31,95.312
PGH_301,Pittsburgh,9,11.625,33,67.938
PGH_302,Pittsburgh,13,18.312,23,42.0
PGH_303,Pittsburgh,13,41.062,28,96.25
PGH_304,Pittsburgh,14,46.375,28,96.25
PGH_305,Pittsburgh,10,40.062,30,106.75
PGH_306,Pittsburgh,10,40.062,29,104.875
PGH_307,Pittsburgh,1,12.938,26,91.125
PGH_308,Pittsburgh,0,0.0,28,90.688
PGH_309,Pittsburgh,13,39.0,27,80.312
PGH_310,Pittsburgh,9,20.125,23,68.312
PGH_311,Pittsburgh,14,40.125,27,80.312
PGH_312,Pittsburgh,15,43.125,27,80.312
PGH_313,Pittsburgh,16,44.25,27,80.312
PGH_314,Pittsburgh,9,20.125,23,68.312
PGH_315,Pittsburgh,9,20.125,23,68.312
PGH_316,Pittsburgh,13,35.25,26,67.375
PGH_317,Pittsburgh,13,35.25,25,64.375
PGH_318,Pittsburgh,8,41.75,27,107.562
PGH_319,Pittsburgh,9,46.875,30,118.875
PGH_320,Pittsburgh,10,52.188,23,101.625
PGH_321,Pittsburgh,1,2.812,2,5.625
PGH_322,Pittsburgh,0,0.0,1,0.312
PGH_323,Pittsburgh,0,0.0,1,0.312
PGH_324,Pittsburgh,0,0.0,0,0.0
PGH_325,Pittsburgh,0,0.0,5,35.562
PGH_326,Pittsburgh,0,0.0,8,56.75
PGH_327,Pittsburgh,0,0.0,8,56.75
PGH_328,Pittsburgh,7,49.562,14,99.125
PGH_329,Pittsburgh,7,49.562,14,99.125
PGH_330,Pittsburgh,7,49.562,14,99.125
PGH_331,Pittsburgh,7,49.562,14,99.125
PGH_332,Pittsburgh,8,56.562,14,99.125
PGH_333,Pittsburgh,8,56.562,16,113.312
PGH_334,Pittsburgh,7,49.562,14,99.125
PGH_335,Pittsburgh,7,49.562,13,91.938
PGH_336,Pittsburgh,8,56.562,14,99.125
PGH_337,Pittsburgh,9,63.75,12,84.938
PGH_338,Pittsburgh,8,56.562,14,99.125
PGH_339,Pittsburgh,5,35.375,13,84.625
PGH_340,Pittsburgh,5,35.375,14,91.625
PGH_341,Pittsburgh,5,35.375,13,84.625
PGH_342,Pittsburgh,5,35.375,13,84.625
PGH_343,Pittsburgh,5,35.375,13,84.625
PGH_344,Pittsburgh,4,28.375,14,89.75
PGH_345,Pittsburgh,4,28.375,13,84.625
PGH_346,Pittsburgh,3,21.188,13,80.875
PGH_347,Pittsburgh,3,21.188,13,80.875
PGH_348,Pittsburgh,5,35.375,13,84.625
PGH_349,Pittsburgh,5,31.625,14,86.188
PGH_350,Pittsburgh,4,24.438,14,86.188
PGH_351,Pittsburgh,6,31.312,15,85.688
PGH_352,Pittsburgh,1,7.0,12,73.875
PGH_353,Pittsburgh,2,7.375,21,80.125
PGH_354,Pittsburgh,5,21.375,20,79.812
PGH_355,Pittsburgh,5,21.375,20,79.812
PGH_356,Pittsburgh,5,21.375,21,81.5
PGH_357,Pittsburgh,5,21.375,21,81.5
PGH_358,Pittsburgh,5,21.375,22,83.375
PGH_359,Pittsburgh,5,21.375,22,83.375
PGH_360,Pittsburgh,8,24.938,15,53.562
PGH_361,Pittsburgh,8,24.938,16,55.375
PGH_362,Pittsburgh,6,17.938,15,50.0
PGH_363,Pittsburgh,10,40.875,23,85.062
PGH_364,Pittsburgh,10,40.875,23,85.062
PGH_365,Pittsburgh,9,33.875,23,85.062
PGH_366,Pittsburgh,9,26.625,20,58.625
PGH_367,Pittsburgh,13,26.438,31,64.938
PGH_368,Pittsburgh,6,9.0,25,47.5
PGH_369,Pittsburgh,6,9.0,26,49.375
PGH_370,Pittsburgh,4,4.25,34,51.25
PGH_371,Pittsburgh,6,9.625,34,66.625
PGH_372,Pittsburgh,6,9.625,32,63.438
PGH_373,Pittsburgh,8,12.312,33,63.0
PGH_374,Pittsburgh,9,17.375,36,79.0
PGH_375,Pittsburgh,9,17.312,35,59.0
PGH_376,Pittsburgh,10,18.875,35,59.0
PGH_377,Pittsburgh,9,17.312,35,59.0
PGH_378,Pittsburgh,9,17.312,34,57.375
PGH_379,Pittsburgh,11,20.5,36,60.5
PGH_380,Pittsburgh,11,20.5,37,62.0
PGH_381,Pittsburgh,9,17.312,33,55.812
PGH_382,Pittsburgh,10,18.875,34,57.375
PGH_383,Pittsburgh,9,17.312,34,57.375
PGH_384,Pittsburgh,11,20.375,33,55.188
PGH_385,Pittsburgh,14,25.0,29,48.25
PGH_386,Pittsburgh,9,17.312,32,54.625
PGH_387,Pittsburgh,9,17.312,32,54.625
PGH_388,Pittsburgh,9,17.312,31,52.812
PGH_389,Pittsburgh,9,17.312,33,56.125
PGH_390,Pittsburgh,12,21.688,25,41.812
PGH_391,Pittsburgh,12,21.688,25,41.812
PGH_392,Pittsburgh,10,15.5,25,41.812
PGH_393,Pittsburgh,10,15.5,25,41.812
PGH_394,Pittsburgh,12,21.688,25,41.812
PGH_395,Pittsburgh,9,15.438,25,41.812
PGH_396,Pittsburgh,6,9.125,25,41.812
PGH_397,Pittsburgh,6,9.125,25,41.812
PGH_398,Pittsburgh,6,9.125,25,41.812
PGH_399,Pittsburgh,6,9.125,25,41.812
PGH_400,Pittsburgh,5,7.5,25,41.812
PGH_401,Pittsburgh,6,9.125,25,41.812
PGH_402,Pittsburgh,6,9.125,25,41.812
PGH_403,Pittsburgh,6,9.125,25,41.812
PGH_404,Pittsburgh,6,9.125,25,41.812
PGH_405,Pittsburgh,8,15.688,30,51.438
PGH_406,Pittsburgh,5,7.5,25,41.812
PGH_407,Pittsburgh,8,15.688,26,47.0
PGH_408,Pittsburgh,8,15.688,25,45.5
PGH_409,Pittsburgh,8,15.688,25,47.0
PGH_410,Pittsburgh,8,15.688,25,45.5
PGH_411,Pittsburgh,8,15.688,23,42.188
PGH_412,Pittsburgh,6,18.125,30,61.125
PGH_413,Pittsburgh,7,19.688,26,58.75
PGH_414,Pittsburgh,8,21.875,27,60.562
PGH_415,Pittsburgh,7,17.5,24,52.938
PGH_416,Pittsburgh,7,17.5,23,51.688
PGH_417,Pittsburgh,6,13.125,25,57.625
PGH_418,Pittsburgh,6,13.125,25,57.625
PGH_419,Pittsburgh,8,17.5,25,55.438
PGH_420,Pittsburgh,8,17.5,27,59.75
PGH_421,Pittsburgh,6,13.125,26,56.188
PGH_422,Pittsburgh,8,17.5,39,88.562
PGH_423,Pittsburgh,8,17.5,39,88.562
PGH_424,Pittsburgh,14,29.125,29,60.312
PGH_425,Pittsburgh,13,26.938,27,55.938
PGH_426,Pittsburgh,13,26.938,29,65.25
PGH_427,Pittsburgh,13,26.938,30,67.438
PGH_428,Pittsburgh,13,26.938,31,69.625
PGH_429,Pittsburgh,12,24.75,31,69.625
PGH_430,Pittsburgh,12,24.75,31,69.625
PGH_431,Pittsburgh,12,24.75,29,60.312
PGH_432,Pittsburgh,6,13.562,38,110.625
PGH_433,Pittsburgh,8,16.25,34,68.938
PGH_434,Pittsburgh,8,16.25,37,94.312
PGH_435,Pittsburgh,9,17.562,33,68.562
PGH_436,Pittsburgh,9,17.562,33,68.562
PGH_437,Pittsburgh,6,13.562,35,79.375
PGH_438,Pittsburgh,15,28.25,35,52.25
PGH_439,Pittsburgh,16,29.625,35,52.25
PGH_440,Pittsburgh,4,10.875,34,75.375
PGH_441,Pittsburgh,5,13.562,33,68.688
PGH_442,Pittsburgh,16,29.625,35,52.25
PGH_443,Pittsburgh,16,29.625,35,52.25
PGH_444,Pittsburgh,6,16.25,29,59.812
PGH_445,Pittsburgh,6,16.25,29,59.812
PGH_446,Pittsburgh,15,64.938,69,264.438
PGH_447,Pittsburgh,7,18.938,29,59.812
PGH_448,Pittsburgh,17,72.375,68,263.062
PGH_449,Pittsburgh,6,16.25,28,58.5
PGH_450,Pittsburgh,5,13.562,28,58.5
PGH_451,Pittsburgh,16,68.812,67,262.938
PGH_452,Pittsburgh,5,13.438,24,43.438
PGH_453,Pittsburgh,19,68.938,49,204.375
PGH_454,Pittsburgh,19,68.938,49,204.375
PGH_455,Pittsburgh,19,68.938,47,195.875
PGH_456,Pittsburgh,19,68.938,49,204.375
PGH_457,Pittsburgh,19,68.938,47,195.875
PGH_458,Pittsburgh,19,68.938,48,199.062
PGH_459,Pittsburgh,19,68.938,48,199.062
PGH_460,Pittsburgh,19,68.938,47,195.875
PGH_461,Pittsburgh,19,68.938,48,199.062
PGH_462,Pittsburgh,5,13.438,21,40.438
PGH_463,Pittsburgh,19,68.938,47,195.875
PGH_464,Pittsburgh,5,13.438,21,40.438
PGH_465,Pittsburgh,3,8.062,21,40.438
PGH_466,Pittsburgh,17,66.125,48,205.625
PGH_467,Pittsburgh,17,66.125,47,200.312
PGH_468,Pittsburgh,17,69.75,47,204.812
PGH_469,Pittsburgh,17,69.75,47,204.812
PGH_470,Pittsburgh,17,69.75,48,208.562
PGH_471,Pittsburgh,17,69.75,46,199.5
PGH_472,Pittsburgh,17,69.75,48,208.562
PGH_473,Pittsburgh,17,69.75,47,204.812
PGH_474,Pittsburgh,17,69.75,45,195.75
PGH_475,Pittsburgh,17,69.75,47,203.25
PGH_476,Pittsburgh,17,69.75,44,190.312
PGH_477,Pittsburgh,17,69.75,46,199.5
PGH_478,Pittsburgh,17,69.75,45,195.75
PGH_479,Pittsburgh,17,69.75,44,190.312
PGH_480,Pittsburgh,17,69.75,43,184.875
PGH_481,Pittsburgh,17,69.75,44,190.312
PGH_482,Pittsburgh,17,69.75,43,184.875
PGH_483,Pittsburgh,17,69.75,43,184.875
PGH_484,Pittsburgh,17,69.75,43,184.875
PGH_485,Pittsburgh,17,69.75,42,179.562
PGH_486,Pittsburgh,17,69.75,42,179.562
PGH_487,Pittsburgh,17,69.75,37,154.875
PGH_488,Pittsburgh,16,66.188,34,144.438
PGH_489,Pittsburgh,16,66.188,33,140.875
PGH_490,Pittsburgh,16,66.188,33,140.875
PGH_491,Pittsburgh,16,66.188,32,133.938
PGH_492,Pittsburgh,15,62.688,32,133.938
PGH_493,Pittsburgh,9,39.438,30,123.75
PGH_494,Pittsburgh,8,35.875,29,120.062
PGH_495,Pittsburgh,0,0.0,3,6.5
PGH_496,Pittsburgh,0,0.0,3,6.5
PGH_497,Pittsburgh,3,6.5,3,6.5
PGH_498,Pittsburgh,3,6.5,3,6.5
PGH_499,Pittsburgh,3,6.5,3,6.5
PGH_500,Pittsburgh,3,6.5,3,6.5
PGH_501,Pittsburgh,3,6.5,3,6.5
PGH_502,Pittsburgh,3,6.5,3,6.5
PGH_503,Pittsburgh,3,6.5,4,7.5
PGH_504,Pittsburgh,28,103.125,63,217.875
PGH_505,Pittsburgh,29,108.562,64,222.5
PGH_506,Pittsburgh,29,108.562,64,222.5
PGH_507,Pittsburgh,29,108.562,64,222.5
PGH_508,Pittsburgh,29,108.562,64,222.5
PGH_509,Pittsburgh,29,108.562,64,222.5
PGH_510,Pittsburgh,29,108.562,64,222.5
PGH_511,Pittsburgh,28,103.125,62,214.25
PGH_512,Pittsburgh,29,108.562,64,222.5
PGH_513,Pittsburgh,9,48.125,43,171.938
PGH_514,Pittsburgh,10,53.438,42,169.688
PGH_515,Pittsburgh,10,53.438,42,167.312
PGH_516,Pittsburgh,10,53.438,42,168.938
PGH_517,Pittsburgh,10,53.438,42,167.312
PGH_518,Pittsburgh,10,53.438,42,170.812
PGH_519,Pittsburgh,10,16.938,65,175.25
PGH_520,Pittsburgh,7,8.75,64,172.188
PGH_521,Pittsburgh,13,16.062,35,68.188
PGH_522,Pittsburgh,13,16.062,37,76.062
PGH_523,Pittsburgh,21,59.75,54,139.125
PGH_524,Pittsburgh,10,16.812,44,106.875
PGH_525,Pittsburgh,10,16.812,44,106.875
PGH_526,Pittsburgh,11,18.25,44,106.875
PGH_527,Pittsburgh,17,43.938,49,130.312
PGH_528,Pittsburgh,19,51.812,46,126.812
PGH_529,Pittsburgh,13,30.688,46,123.125
PGH_530,Pittsburgh,19,51.812,45,122.812
PGH_531,Pittsburgh,17,46.438,43,120.0
PGH_532,Pittsburgh,16,47.5,43,120.0
PGH_533,Pittsburgh,12,28.125,43,111.625
PGH_534,Pittsburgh,12,28.125,42,110.188
