point_id,blockgroup_geoid,tract_geoid,NatWalkInd,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,D1A,D1B,D2B_E8MIX,D3A,D3B,D3APO,D4A,D4C,D4D
PGH_21,420034315001,42003431500,15.5,9.0,18.0,16.0,17.0,8.33635804190954,14.814899148764953,0.91147576212081,27.6276423959713,121.99473994862089,21.29674477283466,356.74,11.33,172.710284096
PGH_22,420034315003,42003431500,17.5,15.0,14.0,19.0,19.0,13.334504474735377,17.66133483526898,0.7063822080474411,26.299798452474274,191.33080097141325,19.00264235860422,234.7,14.67,182.986038872
PGH_23,420034315001,42003431500,15.5,9.0,18.0,16.0,17.0,8.33635804190954,14.814899148764953,0.91147576212081,27.6276423959713,121.99473994862089,21.29674477283466,356.74,11.33,172.710284096
PGH_24,420034315001,42003431500,15.5,9.0,18.0,16.0,17.0,8.33635804190954,14.814899148764953,0.91147576212081,27.6276423959713,121.99473994862089,21.29674477283466,356.74,11.33,172.710284096
PGH_25,420034315003,42003431500,17.5,15.0,14.0,19.0,19.0,13.334504474735377,17.66133483526898,0.7063822080474411,26.299798452474274,191.33080097141325,19.00264235860422,234.7,14.67,182.986038872
PGH_26,420034315001,42003431500,15.5,9.0,18.0,16.0,17.0,8.33635804190954,14.814899148764953,0.91147576212081,27.6276423959713,121.99473994862089,21.29674477283466,356.74,11.33,172.710284096
PGH_27,420034315001,42003431500,15.5,9.0,18.0,16.0,17.0,8.33635804190954,14.814899148764953,0.91147576212081,27.6276423959713,121.99473994862089,21.29674477283466,356.74,11.33,172.710284096
PGH_28,420034315001,42003431500,15.5,9.0,18.0,16.0,17.0,8.33635804190954,14.814899148764953,0.91147576212081,27.6276423959713,121.99473994862089,21.29674477283466,356.74,11.33,172.710284096
PGH_29,420034291002,42003429100,13.833333333333336,20.0,17.0,9.0,14.0,0.8684363615136209,1.8275039320948627,0.7920037619467883,13.007465031101333,45.9019208212473,9.69240480852513,694.7,26.0,22.5090047595
PGH_30,420034621001,42003462100,9.666666666666666,11.0,3.0,9.0,13.0,0.5866583098437657,0.9723746001741155,0.37401734538254205,10.640256104183274,47.81366851075639,7.528106899457855,917.33,12.0,17.7383299984
PGH_31,420034621001,42003462100,9.666666666666666,11.0,3.0,9.0,13.0,0.5866583098437657,0.9723746001741155,0.37401734538254205,10.640256104183274,47.81366851075639,7.528106899457855,917.33,12.0,17.7383299984
PGH_32,420034621001,42003462100,9.666666666666666,11.0,3.0,9.0,13.0,0.5866583098437657,0.9723746001741155,0.37401734538254205,10.640256104183274,47.81366851075639,7.528106899457855,917.33,12.0,17.7383299984
PGH_33,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_34,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_35,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_36,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_37,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_38,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_39,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_40,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_41,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_42,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_43,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_44,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_45,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_46,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_47,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_48,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_49,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_50,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_51,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_52,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_53,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_54,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_55,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_56,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_57,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_58,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_59,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_60,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_61,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_62,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_63,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_64,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_65,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_66,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_67,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_68,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_69,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_70,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_71,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_72,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_73,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_74,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_75,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_76,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_77,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_78,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_79,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_80,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_81,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_82,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_83,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_84,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_85,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_86,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_87,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_88,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_89,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_90,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_91,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_92,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_93,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_94,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_95,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_96,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_97,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_98,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_99,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_100,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_101,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_102,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_103,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_104,420034311002,42003431100,15.666666666666668,6.0,12.0,18.0,20.0,6.28031520368773,10.049985532316333,0.7882785703777501,24.779465299533,155.0653151451147,21.456758477269148,119.36,16.33,76.7059431819
PGH_105,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_106,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_107,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_108,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_109,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_110,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_111,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_112,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_113,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_114,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_115,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_116,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_117,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_118,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_119,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_120,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_121,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_122,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_123,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_124,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_125,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_126,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_127,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_128,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
PGH_129,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_130,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_131,420034315004,42003431500,14.833333333333336,16.0,11.0,14.0,17.0,3.7836930928058083,6.245127846727867,0.7706443806129901,18.97842419886113,95.50204105729722,13.32604060640123,348.69,14.67,95.4955314778
PGH_132,420034311001,42003431100,15.333333333333336,3.0,9.0,20.0,20.0,12.62614219008086,19.650315876222145,0.8071080065067249,31.84918638780517,231.68699505595666,24.619066053820728,160.93,13.33,92.6192125985
