point_id,tract_geoid,LPA_CrudePrev,LPA_Crude95CI,OBESITY_CrudePrev,OBESITY_Crude95CI,TotalPopulation
PGH_81,42003431500,,,,,3165.0
PGH_82,42003431500,,,,,3165.0
PGH_83,42003431500,,,,,3165.0
PGH_84,42003431500,,,,,3165.0
PGH_85,42003431100,,,,,3253.0
PGH_86,42003431500,,,,,3165.0
PGH_87,42003431500,,,,,3165.0
PGH_88,42003431500,,,,,3165.0
PGH_89,42003431100,,,,,3253.0
PGH_90,42003431500,,,,,3165.0
PGH_91,42003431100,,,,,3253.0
PGH_92,42003431500,,,,,3165.0
PGH_93,42003431500,,,,,3165.0
PGH_94,42003431500,,,,,3165.0
PGH_95,42003431500,,,,,3165.0
PGH_96,42003431500,,,,,3165.0
PGH_97,42003431500,,,,,3165.0
PGH_98,42003431500,,,,,3165.0
PGH_99,42003431500,,,,,3165.0
PGH_100,42003431500,,,,,3165.0
PGH_101,42003431500,,,,,3165.0
PGH_102,42003431500,,,,,3165.0
PGH_103,42003431500,,,,,3165.0
PGH_104,42003431100,,,,,3253.0
PGH_105,42003431100,,,,,3253.0
PGH_106,42003431500,,,,,3165.0
PGH_107,42003431500,,,,,3165.0
PGH_108,42003431500,,,,,3165.0
PGH_109,42003431100,,,,,3253.0
PGH_110,42003431100,,,,,3253.0
PGH_111,42003431500,,,,,3165.0
PGH_112,42003431500,,,,,3165.0
PGH_113,42003431100,,,,,3253.0
PGH_114,42003431100,,,,,3253.0
PGH_115,42003431500,,,,,3165.0
PGH_116,42003431500,,,,,3165.0
PGH_117,42003431100,,,,,3253.0
PGH_118,42003431500,,,,,3165.0
PGH_119,42003431500,,,,,3165.0
PGH_120,42003431500,,,,,3165.0
PGH_121,42003431500,,,,,3165.0
PGH_122,42003431500,,,,,3165.0
PGH_123,42003431500,,,,,3165.0
PGH_124,42003431500,,,,,3165.0
PGH_125,42003431100,,,,,3253.0
PGH_126,42003431100,,,,,3253.0
PGH_127,42003431100,,,,,3253.0
PGH_128,42003431100,,,,,3253.0
PGH_129,42003431500,,,,,3165.0
PGH_130,42003431500,,,,,3165.0
PGH_131,42003431500,,,,,3165.0
PGH_132,42003431100,,,,,3253.0
PGH_133,42003431500,,,,,3165.0
PGH_134,42003431100,,,,,3253.0
PGH_135,42003431500,,,,,3165.0
PGH_136,42003431500,,,,,3165.0
PGH_137,42003431100,,,,,3253.0
PGH_138,42003431500,,,,,3165.0
PGH_139,42003431100,,,,,3253.0
PGH_140,42003431100,,,,,3253.0
PGH_141,42003431100,,,,,3253.0
PGH_142,42003431100,,,,,3253.0
PGH_143,42003431100,,,,,3253.0
PGH_144,42003431100,,,,,3253.0
PGH_145,42003431100,,,,,3253.0
PGH_146,42003431100,,,,,3253.0
PGH_147,42003431100,,,,,3253.0
PGH_148,42003432400,,,,,2579.0
PGH_149,42003431100,,,,,3253.0
PGH_150,42003432400,,,,,2579.0
PGH_151,42003431100,,,,,3253.0
PGH_152,42003432400,,,,,2579.0
PGH_153,42003431100,,,,,3253.0
PGH_154,42003432400,,,,,2579.0
PGH_155,42003432400,,,,,2579.0
PGH_156,42003432400,,,,,2579.0
PGH_157,42003431100,,,,,3253.0
PGH_158,42003432400,,,,,2579.0
PGH_159,42003431100,,,,,3253.0
PGH_160,42003431500,,,,,3165.0
PGH_161,42003431100,,,,,3253.0
PGH_162,42003432400,,,,,2579.0
PGH_163,42003431100,,,,,3253.0
PGH_164,42003431100,,,,,3253.0
PGH_165,42003431100,,,,,3253.0
PGH_166,42003432400,,,,,2579.0
PGH_167,42003431100,,,,,3253.0
PGH_168,42003431500,,,,,3165.0
PGH_169,42003431500,,,,,3165.0
PGH_170,42003431500,,,,,3165.0
PGH_171,42003431500,,,,,3165.0
PGH_172,42003432400,,,,,2579.0
PGH_173,42003432400,,,,,2579.0
PGH_174,42003431500,,,,,3165.0
PGH_175,42003432400,,,,,2579.0
PGH_176,42003432400,,,,,2579.0
PGH_177,42003431500,,,,,3165.0
PGH_178,42003432400,,,,,2579.0
PGH_179,42003431500,,,,,3165.0
PGH_180,42003431500,,,,,3165.0
PGH_181,42003432400,,,,,2579.0
PGH_182,42003432400,,,,,2579.0
PGH_183,42003432400,,,,,2579.0
PGH_184,42003432400,,,,,2579.0
PGH_185,42003432400,,,,,2579.0
PGH_186,42003432400,,,,,2579.0
PGH_187,42003432400,,,,,2579.0
PGH_188,42003432400,,,,,2579.0
PGH_189,42003432400,,,,,2579.0
PGH_190,42003432400,,,,,2579.0
PGH_191,42003432400,,,,,2579.0
PGH_192,42003431500,,,,,3165.0
PGH_193,42003432400,,,,,2579.0
PGH_194,42003431500,,,,,3165.0
PGH_195,42003431500,,,,,3165.0
PGH_196,42003431500,,,,,3165.0
PGH_197,42003431500,,,,,3165.0
PGH_198,42003432400,,,,,2579.0
PGH_199,42003431500,,,,,3165.0
PGH_200,42003431500,,,,,3165.0
PGH_201,42003431500,,,,,3165.0
PGH_202,42003432400,,,,,2579.0
PGH_203,42003431500,,,,,3165.0
PGH_204,42003432400,,,,,2579.0
PGH_205,42003431500,,,,,3165.0
PGH_206,42003431500,,,,,3165.0
PGH_207,42003431500,,,,,3165.0
PGH_208,42003432400,,,,,2579.0
PGH_209,42003432400,,,,,2579.0
PGH_210,42003431500,,,,,3165.0
PGH_211,42003432400,,,,,2579.0
PGH_212,42003432400,,,,,2579.0
PGH_213,42003432400,,,,,2579.0
PGH_214,42003432400,,,,,2579.0
PGH_215,42003432400,,,,,2579.0
PGH_216,42003432400,,,,,2579.0
PGH_217,42003432400,,,,,2579.0
PGH_218,42003432400,,,,,2579.0
PGH_219,42003432400,,,,,2579.0
PGH_220,42003432400,,,,,2579.0
PGH_221,42003432400,,,,,2579.0
PGH_222,42003432400,,,,,2579.0
PGH_223,42003432400,,,,,2579.0
PGH_224,42003431500,,,,,3165.0
PGH_225,42003432400,,,,,2579.0
PGH_226,42003432400,,,,,2579.0
PGH_227,42003431500,,,,,3165.0
PGH_228,42003431500,,,,,3165.0
PGH_229,42003431500,,,,,3165.0
PGH_230,42003431500,,,,,3165.0
PGH_231,42003431500,,,,,3165.0
PGH_232,42003431500,,,,,3165.0
PGH_233,42003431500,,,,,3165.0
PGH_234,42003431500,,,,,3165.0
PGH_235,42003431500,,,,,3165.0
PGH_236,42003431500,,,,,3165.0
PGH_237,42003431500,,,,,3165.0
PGH_238,42003431500,,,,,3165.0
PGH_239,42003431500,,,,,3165.0
PGH_240,42003431500,,,,,3165.0
PGH_241,42003431500,,,,,3165.0
PGH_242,42003431500,,,,,3165.0
PGH_243,42003431500,,,,,3165.0
PGH_244,42003431500,,,,,3165.0
PGH_245,42003431500,,,,,3165.0
PGH_246,42003431500,,,,,3165.0
PGH_247,42003431500,,,,,3165.0
PGH_248,42003431500,,,,,3165.0
PGH_249,42003431500,,,,,3165.0
PGH_250,42003431500,,,,,3165.0
PGH_251,42003431500,,,,,3165.0
PGH_252,42003270100,,,,,2578.0
PGH_253,42003270100,,,,,2578.0
PGH_254,42003270100,,,,,2578.0
PGH_255,42003270100,,,,,2578.0
PGH_256,42003270100,,,,,2578.0
PGH_257,42003270100,,,,,2578.0
PGH_258,42003270100,,,,,2578.0
PGH_259,42003270100,,,,,2578.0
PGH_260,42003270100,,,,,2578.0
PGH_261,42003270100,,,,,2578.0
PGH_262,42003270100,,,,,2578.0
PGH_263,42003270100,,,,,2578.0
PGH_264,42003270100,,,,,2578.0
PGH_265,42003270100,,,,,2578.0
PGH_266,42003270100,,,,,2578.0
PGH_267,42003270100,,,,,2578.0
PGH_268,42003270100,,,,,2578.0
PGH_269,42003270100,,,,,2578.0
PGH_270,42003270100,,,,,2578.0
PGH_271,42003270100,,,,,2578.0
PGH_272,42003270100,,,,,2578.0
PGH_273,42003270100,,,,,2578.0
PGH_274,42003270100,,,,,2578.0
PGH_275,42003270100,,,,,2578.0
PGH_276,42003270100,,,,,2578.0
PGH_277,42003270100,,,,,2578.0
PGH_278,42003270100,,,,,2578.0
PGH_279,42003270100,,,,,2578.0
PGH_280,42003270100,,,,,2578.0
PGH_281,42003270100,,,,,2578.0
PGH_282,42003270100,,,,,2578.0
PGH_283,42003270100,,,,,2578.0
PGH_284,42003270100,,,,,2578.0
PGH_285,42003270800,,,,,2621.0
PGH_286,42003270100,,,,,2578.0
PGH_287,42003270100,,,,,2578.0
PGH_288,42003270100,,,,,2578.0
PGH_289,42003270100,,,,,2578.0
PGH_290,42003270800,,,,,2621.0
PGH_291,42003270100,,,,,2578.0
PGH_292,42003270100,,,,,2578.0
PGH_293,42003270100,,,,,2578.0
PGH_294,42003429700,,,,,2370.0
PGH_295,42003429700,,,,,2370.0
PGH_296,42003429700,,,,,2370.0
PGH_297,42003429700,,,,,2370.0
PGH_298,42003429700,,,,,2370.0
PGH_299,42003431100,,,,,3253.0
PGH_300,42003260200,,,,,2092.0
PGH_301,42003261200,,,,,
PGH_302,42003261200,,,,,
PGH_303,42003425000,,,,,3437.0
PGH_304,42003424000,,,,,3187.0
PGH_305,42003424000,,,,,3187.0
PGH_306,42003424000,,,,,3187.0
PGH_307,42003980100,,,,,
PGH_308,42003980100,,,,,
PGH_309,42003101400,,,,,3252.0
PGH_310,42003980100,,,,,
PGH_311,42003101400,,,,,3252.0
PGH_312,42003101400,,,,,3252.0
PGH_313,42003101400,,,,,3252.0
PGH_314,42003980100,,,,,
PGH_315,42003980100,,,,,
PGH_316,42003101400,,,,,3252.0
PGH_317,42003101400,,,,,3252.0
PGH_318,42003424000,,,,,3187.0
PGH_319,42003424000,,,,,3187.0
PGH_320,42003424000,,,,,3187.0
PGH_321,42003981800,,,,,314.0
PGH_322,42003980100,,,,,
PGH_323,42003980100,,,,,
PGH_324,42003980100,,,,,
PGH_325,42003981800,,,,,314.0
PGH_326,42003980100,,,,,
PGH_327,42003980100,,,,,
PGH_328,42003423000,,,,,2916.0
PGH_329,42003423000,,,,,2916.0
PGH_330,42003423000,,,,,2916.0
PGH_331,42003423000,,,,,2916.0
PGH_332,42003423000,,,,,2916.0
PGH_333,42003980000,,,,,
PGH_334,42003423000,,,,,2916.0
PGH_335,42003423000,,,,,2916.0
PGH_336,42003980000,,,,,
PGH_337,42003423000,,,,,2916.0
PGH_338,42003980000,,,,,
PGH_339,42003424000,,,,,3187.0
PGH_340,42003424000,,,,,3187.0
PGH_341,42003424000,,,,,3187.0
PGH_342,42003424000,,,,,3187.0
PGH_343,42003424000,,,,,3187.0
PGH_344,42003424000,,,,,3187.0
PGH_345,42003424000,,,,,3187.0
PGH_346,42003424000,,,,,3187.0
PGH_347,42003424000,,,,,3187.0
PGH_348,42003423000,,,,,2916.0
PGH_349,42003424000,,,,,3187.0
PGH_350,42003424000,,,,,3187.0
PGH_351,42003424000,,,,,3187.0
PGH_352,42003424000,,,,,3187.0
PGH_353,42003421100,,,,,4969.0
PGH_354,42003421100,,,,,4969.0
PGH_355,42003421100,,,,,4969.0
PGH_356,42003421100,,,,,4969.0
PGH_357,42003421100,,,,,4969.0
PGH_358,42003421100,,,,,4969.0
PGH_359,42003421100,,,,,4969.0
PGH_360,42003421100,,,,,4969.0
PGH_361,42003421100,,,,,4969.0
PGH_362,42003421100,,,,,4969.0
PGH_363,42003421100,,,,,4969.0
PGH_364,42003421100,,,,,4969.0
PGH_365,42003421100,,,,,4969.0
PGH_366,42003421100,,,,,4969.0
PGH_367,42003460001,,,,,4925.0
PGH_368,42003460001,,,,,4925.0
PGH_369,42003460001,,,,,4925.0
PGH_370,42003463900,,,,,2712.0
PGH_371,42003462600,,,,,3902.0
PGH_372,42003462600,,,,,3902.0
PGH_373,42003462100,,,,,2524.0
PGH_374,42003464400,,,,,3208.0
PGH_375,42003464400,,,,,3208.0
PGH_376,42003464400,,,,,3208.0
PGH_377,42003464400,,,,,3208.0
PGH_378,42003464400,,,,,3208.0
PGH_379,42003464400,,,,,3208.0
PGH_380,42003464400,,,,,3208.0
PGH_381,42003464400,,,,,3208.0
PGH_382,42003464400,,,,,3208.0
PGH_383,42003464400,,,,,3208.0
PGH_384,42003464400,,,,,3208.0
PGH_385,42003464400,,,,,3208.0
PGH_386,42003464400,,,,,3208.0
PGH_387,42003464400,,,,,3208.0
PGH_388,42003464400,,,,,3208.0
PGH_389,42003464400,,,,,3208.0
PGH_390,42003464400,,,,,3208.0
PGH_391,42003464400,,,,,3208.0
PGH_392,42003464400,,,,,3208.0
PGH_393,42003464400,,,,,3208.0
PGH_394,42003464400,,,,,3208.0
PGH_395,42003464400,,,,,3208.0
PGH_396,42003464400,,,,,3208.0
PGH_397,42003464400,,,,,3208.0
PGH_398,42003464400,,,,,3208.0
PGH_399,42003464400,,,,,3208.0
PGH_400,42003464400,,,,,3208.0
PGH_401,42003464400,,,,,3208.0
PGH_402,42003464400,,,,,3208.0
PGH_403,42003464400,,,,,3208.0
PGH_404,42003464400,,,,,3208.0
PGH_405,42003464400,,,,,3208.0
PGH_406,42003462100,,,,,2524.0
PGH_407,42003462100,,,,,2524.0
PGH_408,42003462100,,,,,2524.0
PGH_409,42003462100,,,,,2524.0
PGH_410,42003462100,,,,,2524.0
PGH_411,42003462100,,,,,2524.0
PGH_412,42003980900,,,,,
PGH_413,42003980900,,,,,
PGH_414,42003980900,,,,,
PGH_415,42003980900,,,,,
PGH_416,42003980900,,,,,
PGH_417,42003980900,,,,,
PGH_418,42003980900,,,,,
PGH_419,42003980900,,,,,
PGH_420,42003980900,,,,,
PGH_421,42003980900,,,,,
PGH_422,42003271500,,,,,
PGH_423,42003270300,,,,,1906.0
PGH_424,42003980900,,,,,
PGH_425,42003270100,,,,,2578.0
PGH_426,42003270300,,,,,1906.0
PGH_427,42003270100,,,,,2578.0
PGH_428,42003270100,,,,,2578.0
PGH_429,42003270100,,,,,2578.0
PGH_430,42003270100,,,,,2578.0
PGH_431,42003270100,,,,,2578.0
PGH_432,42003240600,,,,,
PGH_433,42003240600,,,,,
PGH_434,42003240600,,,,,
PGH_435,42003240600,,,,,
PGH_436,42003240600,,,,,
PGH_437,42003240600,,,,,
PGH_438,42003240600,,,,,
PGH_439,42003240600,,,,,
PGH_440,42003240600,,,,,
PGH_441,42003240600,,,,,
PGH_442,42003240600,,,,,
PGH_443,42003240600,,,,,
PGH_444,42003240600,,,,,
PGH_445,42003240600,,,,,
PGH_446,42003060300,,,,,2641.0
PGH_447,42003240600,,,,,
PGH_448,42003060300,,,,,2641.0
PGH_449,42003240600,,,,,
PGH_450,42003240600,,,,,
PGH_451,42003060300,,,,,2641.0
PGH_452,42003240600,,,,,
PGH_453,42003060300,,,,,2641.0
PGH_454,42003060300,,,,,2641.0
PGH_455,42003060300,,,,,2641.0
PGH_456,42003060300,,,,,2641.0
PGH_457,42003060300,,,,,2641.0
PGH_458,42003060300,,,,,2641.0
PGH_459,42003060300,,,,,2641.0
PGH_460,42003060300,,,,,2641.0
PGH_461,42003060300,,,,,2641.0
PGH_462,42003240600,,,,,
PGH_463,42003060300,,,,,2641.0
PGH_464,42003240600,,,,,
PGH_465,42003240600,,,,,
PGH_466,42003060300,,,,,2641.0
PGH_467,42003060300,,,,,2641.0
PGH_468,42003060300,,,,,2641.0
PGH_469,42003060300,,,,,2641.0
PGH_470,42003090200,,,,,2678.0
PGH_471,42003060300,,,,,2641.0
PGH_472,42003090200,,,,,2678.0
PGH_473,42003090200,,,,,2678.0
PGH_474,42003060300,,,,,2641.0
PGH_475,42003090200,,,,,2678.0
PGH_476,42003060300,,,,,2641.0
PGH_477,42003090100,,,,,2038.0
PGH_478,42003090100,,,,,2038.0
PGH_479,42003060300,,,,,2641.0
PGH_480,42003090100,,,,,2038.0
PGH_481,42003060300,,,,,2641.0
PGH_482,42003090100,,,,,2038.0
PGH_483,42003060300,,,,,2641.0
PGH_484,42003090100,,,,,2038.0
PGH_485,42003090100,,,,,2038.0
PGH_486,42003090100,,,,,2038.0
PGH_487,42003060300,,,,,2641.0
PGH_488,42003090100,,,,,2038.0
PGH_489,42003090100,,,,,2038.0
PGH_490,42003090100,,,,,2038.0
PGH_491,42003090100,,,,,2038.0
PGH_492,42003090100,,,,,2038.0
PGH_493,42003090100,,,,,2038.0
PGH_494,42003090100,,,,,2038.0
PGH_495,42003427000,,,,,3376.0
PGH_496,42003427000,,,,,3376.0
PGH_497,42003427000,,,,,3376.0
PGH_498,42003427000,,,,,3376.0
PGH_499,42003427000,,,,,3376.0
PGH_500,42003427000,,,,,3376.0
PGH_501,42003427000,,,,,3376.0
PGH_502,42003427000,,,,,3376.0
PGH_503,42003427000,,,,,3376.0
PGH_504,42003090300,,,,,1541.0
PGH_505,42003090300,,,,,1541.0
PGH_506,42003090300,,,,,1541.0
PGH_507,42003090300,,,,,1541.0
PGH_508,42003090300,,,,,1541.0
PGH_509,42003090300,,,,,1541.0
PGH_510,42003090300,,,,,1541.0
PGH_511,42003090300,,,,,1541.0
PGH_512,42003090300,,,,,1541.0
PGH_513,42003090200,,,,,2678.0
PGH_514,42003090200,,,,,2678.0
PGH_515,42003090200,,,,,2678.0
PGH_516,42003090200,,,,,2678.0
PGH_517,42003090200,,,,,2678.0
PGH_518,42003090200,,,,,2678.0
PGH_519,42003120400,,,,,
PGH_520,42003120400,,,,,
PGH_521,42003120300,,,,,1424.0
PGH_522,42003120300,,,,,1424.0
PGH_523,42003561900,,,,,1898.0
PGH_524,42003120300,,,,,1424.0
PGH_525,42003120300,,,,,1424.0
PGH_526,42003120300,,,,,1424.0
PGH_527,42003561900,,,,,1898.0
PGH_528,42003561900,,,,,1898.0
PGH_529,42003561900,,,,,1898.0
PGH_530,42003561900,,,,,1898.0
PGH_531,42003561900,,,,,1898.0
PGH_532,42003561900,,,,,1898.0
PGH_533,42003120300,,,,,1424.0
PGH_534,42003120300,,,,,1424.0
PGH_535,42003120300,,,,,1424.0
PGH_536,42003980100,,,,,
PGH_537,42003980100,,,,,
PGH_538,42003980100,,,,,
PGH_539,42003980100,,,,,
PGH_540,42003980100,,,,,
PGH_541,42003980100,,,,,
PGH_542,42003980100,,,,,
PGH_543,42003980100,,,,,
PGH_544,42003980100,,,,,
PGH_545,42003980100,,,,,
PGH_546,42003980100,,,,,
PGH_547,42003980100,,,,,
PGH_548,42003980100,,,,,
PGH_549,42003980100,,,,,
PGH_550,42003981800,,,,,314.0
PGH_551,42003120300,,,,,1424.0
PGH_552,42003981800,,,,,314.0
PGH_553,42003981800,,,,,314.0
PGH_554,42003981800,,,,,314.0
PGH_555,42003981800,,,,,314.0
PGH_556,42003981800,,,,,314.0
PGH_557,42003980100,,,,,
PGH_558,42003980100,,,,,
PGH_559,42003980100,,,,,
PGH_560,42003981800,,,,,314.0
PGH_561,42003563000,,,,,2928.0
PGH_562,42003563000,,,,,2928.0
PGH_563,42003563000,,,,,2928.0
PGH_564,42003563000,,,,,2928.0
PGH_565,42003563000,,,,,2928.0
PGH_566,42003563000,,,,,2928.0
PGH_567,42003563000,,,,,2928.0
PGH_568,42003563000,,,,,2928.0
PGH_569,42003563000,,,,,2928.0
PGH_570,42003563000,,,,,2928.0
PGH_571,42003563000,,,,,2928.0
PGH_572,42003563000,,,,,2928.0
PGH_573,42003563000,,,,,2928.0
PGH_574,42003563000,,,,,2928.0
PGH_575,42003563000,,,,,2928.0
PGH_576,42003563000,,,,,2928.0
PGH_577,42003563000,,,,,2928.0
PGH_578,42003563000,,,,,2928.0
PGH_579,42003563000,,,,,2928.0
PGH_580,42003563000,,,,,2928.0
PGH_581,42003563000,,,,,2928.0
PGH_582,42003460002,,,,,3776.0
PGH_583,42003460002,,,,,3776.0
PGH_584,42003460002,,,,,3776.0
PGH_585,42003562500,,,,,2919.0
PGH_586,42003464400,,,,,3208.0
PGH_587,42003464400,,,,,3208.0
PGH_588,42003980600,,,,,
PGH_589,42003210700,,,,,
PGH_590,42003210700,,,,,
PGH_591,42003980600,,,,,
PGH_592,42003210700,,,,,
PGH_593,42003210700,,,,,
PGH_594,42003210700,,,,,
PGH_595,42003562600,,,,,2398.0
PGH_596,42003562500,,,,,2919.0
PGH_597,42003210700,,,,,
PGH_598,42003210700,,,,,
PGH_599,42003980600,,,,,
PGH_600,42003980600,,,,,
PGH_601,42003980600,,,,,
PGH_602,42003210700,,,,,
PGH_603,42003980600,,,,,
PGH_604,42003980600,,,,,
PGH_605,42003980900,,,,,
PGH_606,42003980900,,,,,
PGH_607,42003980900,,,,,
PGH_608,42003981200,,,,,
PGH_609,42003981200,,,,,
PGH_610,42003981200,,,,,
PGH_611,42003981200,,,,,
PGH_612,42003981200,,,,,
PGH_613,42003981200,,,,,
PGH_614,42003981200,,,,,
PGH_615,42003981200,,,,,
PGH_616,42003981200,,,,,
PGH_617,42003981200,,,,,
PGH_618,42003981200,,,,,
PGH_619,42003981200,,,,,
PGH_620,42003981200,,,,,
PGH_621,42003981200,,,,,
PGH_622,42003981200,,,,,
PGH_623,42003981200,,,,,
PGH_624,42003981200,,,,,
PGH_625,42003981200,,,,,
PGH_626,42003981200,,,,,
PGH_627,42003981200,,,,,
PGH_628,42003981200,,,,,
PGH_629,42003981200,,,,,
PGH_630,42003981200,,,,,
PGH_631,42003981200,,,,,
PGH_632,42003981200,,,,,
PGH_633,42003981200,,,,,
PGH_634,42003981200,,,,,
PGH_635,42003981200,,,,,
PGH_636,42003981200,,,,,
PGH_637,42003981200,,,,,
PGH_638,42003981200,,,,,
PGH_639,42003981200,,,,,
PGH_640,42003981200,,,,,
PGH_641,42003562700,,,,,1959.0
PGH_642,42003562700,,,,,1959.0
PGH_643,42003562700,,,,,1959.0
PGH_644,42003562700,,,,,1959.0
PGH_645,42003562700,,,,,1959.0
PGH_646,42003562700,,,,,1959.0
PGH_647,42003562700,,,,,1959.0
PGH_648,42003562700,,,,,1959.0
PGH_649,42003562700,,,,,1959.0
PGH_650,42003562700,,,,,1959.0
PGH_651,42003210700,,,,,
PGH_652,42003020300,,,,,1845.0
PGH_653,42003020300,,,,,1845.0
PGH_654,42003020300,,,,,1845.0
PGH_655,42003020300,,,,,1845.0
PGH_656,42003020300,,,,,1845.0
PGH_657,42003030500,,,,,3041.0
PGH_658,42003020300,,,,,1845.0
PGH_659,42003020300,,,,,1845.0
PGH_660,42003020300,,,,,1845.0
PGH_661,42003020300,,,,,1845.0
PGH_662,42003020300,,,,,1845.0
PGH_663,42003020300,,,,,1845.0
PGH_664,42003020300,,,,,1845.0
PGH_665,42003020300,,,,,1845.0
PGH_666,42003020300,,,,,1845.0
PGH_667,42003020300,,,,,1845.0
PGH_668,42003020300,,,,,1845.0
PGH_669,42003020300,,,,,1845.0
PGH_670,42003020300,,,,,1845.0
PGH_671,42003020300,,,,,1845.0
PGH_672,42003020300,,,,,1845.0
PGH_673,42003030500,,,,,3041.0
PGH_674,42003020300,,,,,1845.0
PGH_675,42003020300,,,,,1845.0
PGH_676,42003020300,,,,,1845.0
PGH_677,42003020300,,,,,1845.0
PGH_678,42003050900,,,,,1386.0
PGH_679,42003050900,,,,,1386.0
PGH_680,42003020300,,,,,1845.0
PGH_681,42003020300,,,,,1845.0
PGH_682,42003020300,,,,,1845.0
PGH_683,42003020300,,,,,1845.0
PGH_684,42003020300,,,,,1845.0
PGH_685,42003020300,,,,,1845.0
PGH_686,42003020300,,,,,1845.0
PGH_687,42003020300,,,,,1845.0
PGH_688,42003020300,,,,,1845.0
PGH_689,42003020300,,,,,1845.0
PGH_690,42003020300,,,,,1845.0
PGH_691,42003020300,,,,,1845.0
PGH_692,42003020300,,,,,1845.0
PGH_693,42003020300,,,,,1845.0
PGH_694,42003020300,,,,,1845.0
PGH_695,42003020300,,,,,1845.0
PGH_696,42003020300,,,,,1845.0
PGH_697,42003020300,,,,,1845.0
PGH_698,42003020300,,,,,1845.0
PGH_699,42003020300,,,,,1845.0
PGH_700,42003020300,,,,,1845.0
PGH_701,42003020300,,,,,1845.0
PGH_702,42003020300,,,,,1845.0
PGH_703,42003020300,,,,,1845.0
PGH_704,42003020300,,,,,1845.0
PGH_705,42003020300,,,,,1845.0
PGH_706,42003020300,,,,,1845.0
PGH_707,42003020300,,,,,1845.0
PGH_708,42003020300,,,,,1845.0
PGH_709,42003020300,,,,,1845.0
PGH_710,42003020300,,,,,1845.0
PGH_711,42003020300,,,,,1845.0
PGH_712,42003020300,,,,,1845.0
PGH_713,42003020300,,,,,1845.0
PGH_714,42003020300,,,,,1845.0
PGH_715,42003020300,,,,,1845.0
PGH_716,42003020300,,,,,1845.0
