tract_fips,n_points,n_covered,coverage_rate,median_income
11001004704,10,0,0.0,-666666666.0
11001004801,8,0,0.0,164286.0
11001004802,9,0,0.0,127348.0
11001004901,5,0,0.0,103125.0
11001004902,8,0,0.0,157008.0
11001005001,3,0,0.0,230978.0
11001005003,2,0,0.0,140489.0
11001005004,3,0,0.0,86422.0
11001005202,9,0,0.0,153472.0
11001005203,3,0,0.0,84839.0
11001005302,4,0,0.0,119769.0
11001005303,7,0,0.0,106335.0
11001005501,4,0,0.0,156075.0
11001005502,16,0,0.0,115809.0
11001005503,5,0,0.0,85461.0
11001005601,8,0,0.0,76643.0
11001005602,17,0,0.0,96813.0
11001005801,8,0,0.0,129529.0
11001005802,41,0,0.0,179091.0
11001005900,20,0,0.0,124982.0
11001006400,37,0,0.0,67232.0
11001006500,14,0,0.0,141250.0
11001006600,8,0,0.0,178587.0
11001006700,14,0,0.0,164297.0
11001006801,12,0,0.0,153889.0
11001006802,18,0,0.0,123889.0
11001006804,14,0,0.0,-666666666.0
11001006900,18,0,0.0,194044.0
11001007000,20,0,0.0,197500.0
11001007100,17,0,0.0,131429.0
11001007201,10,0,0.0,153250.0
11001007202,7,0,0.0,155759.0
11001007203,16,0,0.0,176515.0
11001007301,2,0,0.0,116753.0
11001007304,26,0,0.0,38952.0
11001007401,28,0,0.0,28014.0
11001007403,12,0,0.0,29536.0
11001007404,15,0,0.0,55729.0
11001007406,6,0,0.0,41115.0
11001007407,20,0,0.0,57521.0
11001007408,14,0,0.0,33417.0
11001007409,22,0,0.0,33495.0
11001007502,27,0,0.0,41044.0
11001007503,23,0,0.0,37218.0
11001007504,12,0,0.0,36802.0
11001007601,50,0,0.0,48149.0
11001007603,17,0,0.0,74436.0
11001007604,43,0,0.0,79375.0
11001007605,7,0,0.0,50223.0
11001007703,25,0,0.0,59369.0
11001007707,20,0,0.0,54437.0
11001007708,12,0,0.0,46038.0
11001007709,29,0,0.0,38086.0
11001007803,37,0,0.0,47649.0
11001007804,30,0,0.0,34536.0
11001007806,26,0,0.0,39968.0
11001007807,19,0,0.0,73542.0
11001007808,35,0,0.0,63457.0
11001007809,24,0,0.0,68419.0
11001007901,14,0,0.0,94444.0
11001007903,15,0,0.0,103523.0
11001008001,9,0,0.0,189159.0
11001008002,16,0,0.0,137813.0
11001008100,11,0,0.0,166672.0
11001008200,5,0,0.0,138472.0
11001008301,7,0,0.0,173684.0
11001008302,12,0,0.0,179271.0
11001008402,6,0,0.0,107692.0
11001008410,11,0,0.0,208044.0
11001008701,13,0,0.0,174063.0
11001008702,30,0,0.0,101198.0
11001008802,14,0,0.0,76987.0
11001008803,41,0,0.0,79194.0
11001008804,16,0,0.0,66172.0
11001008903,18,0,0.0,57679.0
11001008904,15,0,0.0,57770.0
11001009000,24,0,0.0,71540.0
11001009102,32,0,0.0,58750.0
11001009201,26,0,0.0,100250.0
11001009203,12,0,0.0,97610.0
11001009204,16,0,0.0,38337.0
11001009301,30,0,0.0,166037.0
11001009302,14,0,0.0,105833.0
11001009400,61,0,0.0,119462.0
11001009503,41,0,0.0,115820.0
11001009504,37,0,0.0,131168.0
11001009505,40,0,0.0,95735.0
11001009507,15,0,0.0,84459.0
11001009508,33,0,0.0,78398.0
11001009509,28,0,0.0,109107.0
11001009510,28,0,0.0,59393.0
11001009511,6,0,0.0,-666666666.0
11001009601,19,0,0.0,39276.0
11001009602,16,0,0.0,34029.0
11001009603,23,0,0.0,52300.0
11001009604,20,0,0.0,88750.0
11001009700,18,0,0.0,46647.0
11001009801,18,0,0.0,14827.0
11001009802,11,0,0.0,44545.0
11001009803,12,0,0.0,40000.0
11001009804,8,0,0.0,48902.0
11001009807,29,0,0.0,64602.0
11001009810,13,0,0.0,35750.0
11001009811,21,0,0.0,47398.0
11001009901,22,0,0.0,96591.0
11001009902,28,0,0.0,102070.0
11001009903,12,0,0.0,98958.0
11001009904,18,0,0.0,71205.0
11001009905,13,0,0.0,63954.0
11001009906,11,0,0.0,58542.0
11001009907,9,0,0.0,66887.0
11001010100,13,0,0.0,129444.0
11001010201,5,0,0.0,93178.0
11001010202,39,0,0.0,112500.0
11001010300,33,0,0.0,94145.0
11001010400,46,0,0.0,83571.0
11001010500,21,0,0.0,103929.0
11001010601,9,0,0.0,109583.0
11001010602,17,0,0.0,170670.0
11001010603,10,0,0.0,106850.0
11001010700,23,0,0.0,99200.0
11001010800,26,0,0.0,34568.0
11001010900,9,0,0.0,34851.0
11001011001,4,0,0.0,135356.0
11001011002,7,0,0.0,122404.0
11001011100,97,0,0.0,76563.0
11001980000,112,0,0.0,-666666666.0
24031701701,12,0,0.0,
24031701702,2,0,0.0,
24031701703,9,0,0.0,
24031701704,26,0,0.0,
24031701800,4,0,0.0,
24031702000,1,0,0.0,
24031702402,5,0,0.0,
24031702501,23,0,0.0,
24031702502,17,0,0.0,
24031702503,5,0,0.0,
24031702602,1,0,0.0,
24031702603,3,0,0.0,
24031702604,11,0,0.0,
24031702700,2,0,0.0,
24031704600,1,0,0.0,
24031704700,9,0,0.0,
24031704803,19,0,0.0,
24031704804,22,0,0.0,
24031704805,10,0,0.0,
24031704806,1,0,0.0,
24031705100,2,0,0.0,
24031705200,1,0,0.0,
24031705300,3,0,0.0,
24031705400,3,0,0.0,
24031705501,6,0,0.0,
24031705502,7,0,0.0,
24031705601,7,0,0.0,
24031705701,9,0,0.0,
24033801404,4,0,0.0,
24033801405,4,0,0.0,
24033801500,4,0,0.0,
24033801600,1,0,0.0,
24033801704,3,0,0.0,
24033801709,10,0,0.0,
24033801801,3,0,0.0,
24033801802,2,0,0.0,
24033801807,11,0,0.0,
24033801809,1,0,0.0,
24033801905,2,0,0.0,
24033801907,6,0,0.0,
24033801908,9,0,0.0,
24033802001,5,0,0.0,
24033802002,12,0,0.0,
24033802405,4,0,0.0,
24033802407,2,0,0.0,
24033802408,2,0,0.0,
24033802501,8,0,0.0,
24033802600,3,0,0.0,
24033802700,3,0,0.0,
24033802901,2,0,0.0,
24033803001,1,0,0.0,
24033804002,2,0,0.0,
24033804300,4,0,0.0,
24033804400,7,0,0.0,
24033804600,6,0,0.0,
24033804700,10,0,0.0,
24033804801,2,0,0.0,
24033804900,4,0,0.0,
24033805000,9,0,0.0,
24033805101,2,0,0.0,
24033805201,10,0,0.0,
24033805202,1,0,0.0,
24033805500,1,0,0.0,
24033805601,12,0,0.0,
24033805602,1,0,0.0,
24033805700,2,0,0.0,
24033805801,7,0,0.0,
24033805904,2,0,0.0,
24033805909,2,0,0.0,
24033806000,5,0,0.0,
24033806100,4,0,0.0,
24033806400,2,0,0.0,
24033806501,5,0,0.0,
24033807000,19,0,0.0,
24033807102,24,0,0.0,
24033807500,18,0,0.0,
24033980000,56,0,0.0,
51013100300,2,0,0.0,
51013100500,2,0,0.0,
51013100700,2,0,0.0,
51013101300,15,0,0.0,
51013101401,22,0,0.0,
51013101402,4,0,0.0,
51013101405,5,0,0.0,
51013101406,5,0,0.0,
51013101407,3,0,0.0,
51013101408,1,0,0.0,
51013101409,8,0,0.0,
51013101501,1,0,0.0,
51013101502,17,0,0.0,
51013101503,1,0,0.0,
51013101601,22,0,0.0,
51013101603,19,0,0.0,
51013101701,21,0,0.0,
51013101703,4,0,0.0,
51013101705,13,0,0.0,
51013101801,3,0,0.0,
51013101803,10,0,0.0,
51013101804,10,0,0.0,
51013101805,11,0,0.0,
51013101900,6,0,0.0,
51013102001,3,0,0.0,
51013102002,1,0,0.0,
51013102003,2,0,0.0,
51013102200,3,0,0.0,
51013102301,5,0,0.0,
51013102302,22,0,0.0,
51013102400,2,0,0.0,
51013102500,3,0,0.0,
51013102600,13,0,0.0,
51013102701,17,0,0.0,
51013102702,1,0,0.0,
51013102802,11,0,0.0,
51013102803,7,0,0.0,
51013102804,8,0,0.0,
51013102901,7,0,0.0,
51013102903,1,0,0.0,
51013102904,2,0,0.0,
51013103000,1,0,0.0,
51013103100,19,0,0.0,
51013103200,5,0,0.0,
51013103401,1,0,0.0,
51013103404,8,0,0.0,
51013103405,9,0,0.0,
51013103501,1,0,0.0,
51013103503,1,0,0.0,
51013103504,4,0,0.0,
51013103505,7,0,0.0,
51013103601,1,0,0.0,
51013103602,1,0,0.0,
51013103800,6,0,0.0,
51013980100,6,0,0.0,
51013980200,7,0,0.0,
51059420300,1,0,0.0,
51059420600,1,0,0.0,
51059451502,4,0,0.0,
51510200110,3,0,0.0,
51510200111,2,0,0.0,
51510200201,6,0,0.0,
51510200500,1,0,0.0,
51510200704,2,0,0.0,
51510200705,1,0,0.0,
51510200801,6,0,0.0,
51510200900,7,0,0.0,
51510201000,1,0,0.0,
51510201400,1,0,0.0,
51510201500,1,0,0.0,
51510201900,19,0,0.0,
